time,n_A+p,n_B,n_AB
100,0.347,0.430,0.223
200,0.401,0.331,0.269
300,0.339,0.351,0.310
400,0.343,0.318,0.339
500,0.413,0.281,0.306
600,0.397,0.273,0.331
700,0.471,0.219,0.310
800,0.541,0.178,0.281
900,0.529,0.190,0.281
1000,0.525,0.169,0.306
1100,0.459,0.186,0.355
1200,0.529,0.194,0.277
1300,0.574,0.178,0.248
1400,0.537,0.174,0.289
1500,0.566,0.182,0.252
1600,0.554,0.149,0.298
1700,0.607,0.190,0.202
1800,0.612,0.128,0.260
1900,0.645,0.136,0.219
2000,0.661,0.128,0.211
2100,0.740,0.091,0.169
2200,0.798,0.079,0.124
2300,0.818,0.070,0.112
2400,0.826,0.054,0.120
2500,0.831,0.033,0.136
2600,0.843,0.021,0.136
2700,0.868,0.012,0.120
2800,0.901,0.008,0.091
2900,0.938,0.004,0.058
3000,0.946,0.000,0.054
3100,0.942,0.000,0.058
3200,0.963,0.000,0.037
3300,0.967,0.000,0.033
3400,0.959,0.000,0.041
3500,0.967,0.000,0.033
3600,0.975,0.000,0.025
3700,0.979,0.000,0.021
3800,0.983,0.000,0.017
3900,0.988,0.000,0.012
4000,0.992,0.000,0.008
4100,0.992,0.000,0.008
4200,0.992,0.000,0.008
4300,0.992,0.000,0.008
4400,0.992,0.000,0.008
4500,0.992,0.000,0.008
4600,0.992,0.000,0.008
4700,0.992,0.000,0.008
4800,0.992,0.000,0.008
4900,1.000,0.000,0.000
