time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.943,0.027,0.084906
1000,0.032,0.923,0.045,0.109806
1500,0.030,0.916,0.055,0.120736
2000,0.030,0.921,0.050,0.112116
2500,0.035,0.898,0.067,0.136848
3000,0.035,0.901,0.065,0.137009
3500,0.035,0.891,0.074,0.151763
4000,0.035,0.871,0.094,0.173387
4500,0.032,0.864,0.104,0.174788
5000,0.037,0.861,0.102,0.172829
5500,0.032,0.873,0.094,0.170970
6000,0.030,0.868,0.102,0.182566
6500,0.040,0.903,0.057,0.126638
7000,0.035,0.878,0.087,0.152030
7500,0.035,0.878,0.087,0.148617
8000,0.035,0.839,0.127,0.203011
8500,0.042,0.849,0.109,0.180853
9000,0.040,0.846,0.114,0.188049
9500,0.032,0.849,0.119,0.189093
10000,0.042,0.851,0.107,0.213189
10500,0.067,0.782,0.151,0.281015
11000,0.065,0.787,0.149,0.254916
11500,0.060,0.759,0.181,0.281421
12000,0.045,0.774,0.181,0.261080
12500,0.037,0.757,0.206,0.289676
13000,0.047,0.797,0.156,0.249531
13500,0.042,0.826,0.132,0.228284
14000,0.035,0.844,0.122,0.192065
14500,0.042,0.841,0.117,0.208687
15000,0.032,0.834,0.134,0.203689
15500,0.050,0.819,0.132,0.237498
16000,0.040,0.834,0.127,0.223567
16500,0.040,0.868,0.092,0.166505
17000,0.035,0.811,0.154,0.248998
17500,0.037,0.868,0.094,0.151548
18000,0.032,0.886,0.082,0.146463
18500,0.035,0.896,0.069,0.151676
19000,0.042,0.854,0.104,0.208596
19500,0.040,0.841,0.119,0.227683
20000,0.042,0.844,0.114,0.229333
20500,0.035,0.903,0.062,0.117830
21000,0.037,0.886,0.077,0.142030
21500,0.037,0.881,0.082,0.156095
22000,0.047,0.829,0.124,0.220275
22500,0.047,0.851,0.102,0.199392
23000,0.040,0.829,0.132,0.237814
23500,0.032,0.866,0.102,0.164930
24000,0.035,0.826,0.139,0.215267
24500,0.035,0.824,0.141,0.210457
25000,0.042,0.864,0.094,0.183266
25500,0.035,0.846,0.119,0.195744
26000,0.035,0.873,0.092,0.142914
26500,0.035,0.849,0.117,0.176686
27000,0.035,0.844,0.122,0.198588
27500,0.040,0.854,0.107,0.160039
28000,0.042,0.841,0.117,0.193375
28500,0.040,0.839,0.122,0.200126
29000,0.042,0.866,0.092,0.174129
29500,0.035,0.903,0.062,0.114133
30000,0.032,0.898,0.069,0.141713
30500,0.035,0.876,0.089,0.150999
31000,0.032,0.906,0.062,0.112762
