time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.080,0.891,0.029,0.384141
1000,0.046,0.942,0.012,0.152241
1500,0.072,0.902,0.026,0.350732
2000,0.071,0.902,0.027,0.270490
2500,0.123,0.844,0.033,0.385113
3000,0.132,0.832,0.036,0.380851
3500,0.153,0.817,0.030,0.387059
4000,0.189,0.763,0.048,0.504468
4500,0.183,0.771,0.047,0.491783
5000,0.304,0.630,0.066,0.577092
5500,0.341,0.615,0.044,0.562808
6000,0.374,0.573,0.053,0.568423
6500,0.447,0.501,0.052,0.510330
7000,0.427,0.517,0.055,0.588147
7500,0.462,0.476,0.062,0.600751
8000,0.497,0.452,0.051,0.577994
8500,0.513,0.438,0.049,0.538056
9000,0.608,0.346,0.046,0.450269
9500,0.684,0.276,0.040,0.300294
10000,0.707,0.252,0.041,0.294972
10500,0.740,0.217,0.043,0.255975
11000,0.701,0.235,0.064,0.347401
11500,0.753,0.187,0.060,0.257543
12000,0.714,0.222,0.064,0.366438
12500,0.654,0.283,0.063,0.388637
13000,0.693,0.251,0.055,0.342661
13500,0.700,0.244,0.056,0.354283
14000,0.742,0.211,0.048,0.260364
14500,0.716,0.241,0.043,0.261179
15000,0.749,0.199,0.052,0.279993
15500,0.719,0.221,0.059,0.317476
16000,0.688,0.273,0.039,0.336713
16500,0.768,0.185,0.047,0.259766
17000,0.761,0.193,0.047,0.245676
17500,0.705,0.236,0.059,0.398873
18000,0.595,0.353,0.052,0.497009
18500,0.552,0.380,0.069,0.558724
19000,0.621,0.336,0.043,0.420991
19500,0.624,0.325,0.051,0.485122
20000,0.678,0.275,0.048,0.411939
20500,0.677,0.255,0.068,0.423886
21000,0.641,0.294,0.065,0.543814
21500,0.649,0.297,0.054,0.532081
22000,0.708,0.232,0.059,0.439681
22500,0.734,0.217,0.049,0.361869
23000,0.774,0.169,0.057,0.321769
23500,0.746,0.204,0.051,0.311140
24000,0.850,0.119,0.031,0.168280
24500,0.905,0.073,0.022,0.070418
25000,0.934,0.048,0.018,0.044804
25500,0.909,0.051,0.040,0.145476
26000,0.931,0.041,0.028,0.087742
26500,0.958,0.026,0.016,0.029097
27000,0.949,0.029,0.022,0.163404
27500,0.965,0.025,0.010,0.060734
28000,0.958,0.024,0.017,0.070619
28500,0.975,0.016,0.009,0.016835
29000,0.984,0.013,0.003,0.005067
29500,0.986,0.011,0.003,0.003511
30000,0.990,0.009,0.002,0.000950
30500,0.991,0.008,0.002,0.000671
31000,0.992,0.006,0.002,0.000534
31500,0.992,0.006,0.002,0.000534
32000,0.992,0.006,0.002,0.000534
32500,0.991,0.006,0.002,0.002834
33000,0.992,0.006,0.002,0.000534
33500,0.992,0.006,0.002,0.002118
34000,0.991,0.006,0.002,0.002165
34500,0.992,0.007,0.001,0.002114
35000,0.992,0.006,0.001,0.000393
35500,0.993,0.006,0.001,0.000330
36000,0.993,0.006,0.001,0.000330
36500,0.993,0.006,0.001,0.000330
37000,0.993,0.006,0.001,0.000330
37500,0.993,0.006,0.001,0.000330
38000,0.993,0.006,0.001,0.000330
38500,0.993,0.006,0.001,0.000330
39000,0.993,0.006,0.001,0.000330
39500,0.993,0.006,0.001,0.000330
40000,0.994,0.005,0.001,0.000249
40500,0.994,0.005,0.001,0.000210
41000,0.994,0.005,0.001,0.000210
41500,0.994,0.005,0.001,0.000210
42000,0.995,0.005,0.001,0.000206
42500,0.995,0.005,0.001,0.000206
43000,0.995,0.005,0.001,0.000206
43500,0.996,0.004,0.000,0.000089
44000,0.996,0.004,0.000,0.000089
44500,0.997,0.003,0.000,0.000084
45000,0.997,0.003,0.000,0.000084
45500,0.997,0.003,0.000,0.000067
46000,0.997,0.003,0.000,0.000067
46500,0.997,0.003,0.000,0.000067
47000,0.997,0.003,0.000,0.000067
47500,0.998,0.002,0.000,0.000037
48000,0.998,0.002,0.000,0.000037
48500,0.998,0.002,0.000,0.000037
49000,0.998,0.002,0.000,0.000037
49500,0.998,0.002,0.000,0.000037
50000,0.998,0.002,0.000,0.000037
50500,0.998,0.002,0.000,0.000037
51000,0.998,0.002,0.000,0.000037
51500,0.998,0.002,0.000,0.000037
52000,0.998,0.002,0.000,0.000037
52500,0.998,0.002,0.000,0.000037
53000,0.998,0.002,0.000,0.000032
53500,0.998,0.002,0.000,0.000032
54000,0.998,0.002,0.000,0.000032
54500,0.999,0.001,0.000,0.000021
55000,0.999,0.001,0.000,0.000021
55500,0.999,0.001,0.000,0.000007
56000,0.999,0.001,0.000,0.000007
56500,0.999,0.001,0.000,0.000007
57000,0.999,0.001,0.000,0.000007
57500,0.999,0.001,0.000,0.000007
58000,0.999,0.001,0.000,0.000007
58500,0.999,0.001,0.000,0.000007
59000,0.999,0.001,0.000,0.000007
59500,0.999,0.001,0.000,0.000007
60000,0.999,0.001,0.000,0.000007
60500,0.999,0.001,0.000,0.000007
61000,0.999,0.001,0.000,0.000007
61500,0.999,0.001,0.000,0.000007
62000,0.999,0.001,0.000,0.000007
62500,0.999,0.001,0.000,0.000007
63000,0.999,0.001,0.000,0.000007
63500,0.999,0.001,0.000,0.000007
64000,0.999,0.001,0.000,0.000007
64500,0.999,0.001,0.000,0.000007
65000,0.999,0.001,0.000,0.000007
65500,0.999,0.001,0.000,0.000007
66000,0.999,0.001,0.000,0.000007
66500,0.999,0.001,0.000,0.000007
67000,0.999,0.001,0.000,0.000007
67500,0.999,0.001,0.000,0.000007
68000,0.999,0.001,0.000,0.000007
68500,0.999,0.001,0.000,0.000007
69000,0.999,0.001,0.000,0.000007
69500,0.999,0.001,0.000,0.000007
70000,0.999,0.001,0.000,0.000007
70500,0.999,0.001,0.000,0.000007
71000,0.999,0.001,0.000,0.000007
71500,0.999,0.001,0.000,0.000007
72000,0.999,0.001,0.000,0.000007
72500,0.999,0.001,0.000,0.000007
73000,0.999,0.001,0.000,0.000007
73500,0.999,0.001,0.000,0.000007
74000,0.999,0.001,0.000,0.000007
74500,0.999,0.001,0.000,0.000007
75000,0.999,0.001,0.000,0.000007
75500,0.999,0.001,0.000,0.000007
76000,0.999,0.001,0.000,0.000007
76500,0.999,0.001,0.000,0.000007
77000,0.999,0.001,0.000,0.000007
77500,0.999,0.001,0.000,0.000007
78000,0.999,0.001,0.000,0.000007
78500,0.999,0.001,0.000,0.000007
79000,0.999,0.001,0.000,0.000007
79500,0.999,0.001,0.000,0.000007
80000,0.999,0.001,0.000,0.000007
80500,0.999,0.001,0.000,0.000007
81000,0.999,0.001,0.000,0.000007
81500,0.999,0.001,0.000,0.000007
82000,0.999,0.001,0.000,0.000007
82500,0.999,0.001,0.000,0.000007
83000,0.999,0.001,0.000,0.000007
83500,0.999,0.001,0.000,0.000007
84000,0.999,0.001,0.000,0.000007
84500,0.999,0.001,0.000,0.000007
85000,0.999,0.001,0.000,0.000007
85500,0.999,0.001,0.000,0.000007
86000,0.999,0.001,0.000,0.000007
86500,0.999,0.001,0.000,0.000007
87000,0.999,0.001,0.000,0.000007
87500,0.999,0.001,0.000,0.000007
88000,0.999,0.001,0.000,0.000007
88500,0.999,0.001,0.000,0.000007
89000,0.999,0.001,0.000,0.000007
89500,0.999,0.001,0.000,0.000007
90000,0.999,0.001,0.000,0.000007
90500,0.999,0.001,0.000,0.000007
91000,0.999,0.001,0.000,0.000007
91500,0.999,0.001,0.000,0.000007
92000,0.999,0.001,0.000,0.000007
92500,0.999,0.001,0.000,0.000007
93000,0.999,0.001,0.000,0.000007
93500,0.999,0.001,0.000,0.000007
94000,0.999,0.001,0.000,0.000007
94500,0.999,0.001,0.000,0.000007
95000,0.999,0.001,0.000,0.000007
95500,0.999,0.001,0.000,0.000007
96000,0.999,0.001,0.000,0.000007
96500,0.999,0.001,0.000,0.000007
97000,0.999,0.001,0.000,0.000007
97500,0.999,0.001,0.000,0.000007
98000,0.999,0.001,0.000,0.000007
98500,0.999,0.001,0.000,0.000007
99000,0.999,0.001,0.000,0.000007
99500,0.999,0.001,0.000,0.000007
100000,0.999,0.001,0.000,0.000007
