time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.930,0.041,0.103162
1000,0.029,0.897,0.074,0.150838
1500,0.029,0.868,0.103,0.171707
2000,0.033,0.913,0.054,0.106062
2500,0.033,0.864,0.103,0.191029
3000,0.037,0.826,0.136,0.229765
3500,0.037,0.880,0.083,0.167015
4000,0.041,0.826,0.132,0.250979
4500,0.033,0.917,0.050,0.102984
5000,0.029,0.880,0.091,0.182232
5500,0.033,0.926,0.041,0.109984
6000,0.033,0.897,0.070,0.141707
6500,0.029,0.934,0.037,0.084130
7000,0.033,0.814,0.153,0.244053
7500,0.045,0.839,0.116,0.209716
8000,0.033,0.860,0.107,0.197733
8500,0.029,0.905,0.066,0.146354
9000,0.037,0.855,0.107,0.200068
9500,0.033,0.868,0.099,0.191224
10000,0.033,0.888,0.079,0.120560
10500,0.041,0.926,0.033,0.096153
11000,0.033,0.913,0.054,0.112241
11500,0.033,0.893,0.074,0.151245
12000,0.029,0.897,0.074,0.151540
12500,0.029,0.909,0.062,0.123369
13000,0.033,0.909,0.058,0.129473
13500,0.029,0.930,0.041,0.086631
14000,0.041,0.909,0.050,0.118182
14500,0.050,0.860,0.091,0.190080
15000,0.041,0.897,0.062,0.153930
15500,0.029,0.913,0.058,0.120577
16000,0.029,0.942,0.029,0.075135
16500,0.033,0.909,0.058,0.117583
17000,0.029,0.864,0.107,0.180246
17500,0.033,0.876,0.091,0.142996
18000,0.029,0.847,0.124,0.226784
18500,0.029,0.872,0.099,0.185274
19000,0.029,0.893,0.079,0.130614
19500,0.033,0.905,0.062,0.122816
20000,0.037,0.839,0.124,0.212758
20500,0.037,0.756,0.207,0.326898
21000,0.029,0.822,0.149,0.235597
21500,0.037,0.785,0.178,0.243465
22000,0.033,0.868,0.099,0.166836
22500,0.041,0.864,0.095,0.151440
23000,0.029,0.876,0.095,0.145159
23500,0.037,0.876,0.087,0.142780
24000,0.029,0.876,0.095,0.178708
24500,0.037,0.893,0.070,0.155276
25000,0.029,0.921,0.050,0.097757
25500,0.029,0.942,0.029,0.074756
26000,0.029,0.950,0.021,0.064160
26500,0.029,0.950,0.021,0.059921
27000,0.037,0.913,0.050,0.132592
27500,0.033,0.901,0.066,0.122240
28000,0.037,0.864,0.099,0.197571
28500,0.037,0.847,0.116,0.218124
29000,0.029,0.905,0.066,0.119635
29500,0.029,0.926,0.045,0.089559
30000,0.037,0.860,0.103,0.172254
30500,0.033,0.893,0.074,0.135746
31000,0.033,0.905,0.062,0.120133
31500,0.033,0.938,0.029,0.073643
32000,0.029,0.913,0.058,0.118854
32500,0.037,0.831,0.132,0.224973
33000,0.041,0.814,0.145,0.237252
33500,0.041,0.806,0.153,0.228670
34000,0.041,0.847,0.112,0.201977
34500,0.037,0.868,0.095,0.168979
35000,0.029,0.930,0.041,0.077887
35500,0.029,0.934,0.037,0.092854
36000,0.029,0.888,0.083,0.162140
36500,0.033,0.884,0.083,0.156269
37000,0.029,0.905,0.066,0.130916
37500,0.041,0.876,0.083,0.166388
38000,0.029,0.835,0.136,0.227268
