time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.037,0.881,0.083,0.194632
1000,0.076,0.795,0.128,0.290491
1500,0.080,0.783,0.138,0.302371
2000,0.076,0.706,0.217,0.367752
2500,0.064,0.765,0.171,0.309056
3000,0.052,0.682,0.266,0.375299
3500,0.061,0.725,0.214,0.336373
4000,0.095,0.697,0.208,0.373164
4500,0.125,0.596,0.278,0.422313
5000,0.193,0.492,0.315,0.471556
5500,0.217,0.498,0.284,0.471365
6000,0.190,0.529,0.281,0.473398
6500,0.174,0.508,0.318,0.486346
7000,0.235,0.468,0.297,0.492214
7500,0.205,0.471,0.324,0.488071
8000,0.235,0.483,0.281,0.490804
8500,0.183,0.480,0.336,0.482007
9000,0.171,0.468,0.361,0.489872
9500,0.144,0.569,0.287,0.436774
10000,0.150,0.578,0.272,0.426573
10500,0.141,0.581,0.278,0.415689
11000,0.125,0.596,0.278,0.424009
11500,0.193,0.554,0.254,0.427454
12000,0.168,0.541,0.291,0.429103
12500,0.193,0.581,0.226,0.411690
13000,0.168,0.569,0.263,0.432269
13500,0.208,0.498,0.294,0.464135
14000,0.235,0.453,0.312,0.472949
14500,0.217,0.462,0.321,0.480784
15000,0.223,0.453,0.324,0.482731
15500,0.239,0.443,0.318,0.479647
16000,0.235,0.413,0.352,0.493916
16500,0.235,0.422,0.343,0.510321
17000,0.245,0.394,0.361,0.496597
17500,0.361,0.303,0.336,0.507606
18000,0.321,0.327,0.352,0.506801
18500,0.358,0.294,0.349,0.479878
19000,0.318,0.327,0.355,0.499903
19500,0.294,0.364,0.343,0.503368
20000,0.346,0.339,0.315,0.512722
20500,0.376,0.321,0.303,0.487004
21000,0.312,0.370,0.318,0.518276
21500,0.300,0.352,0.349,0.498154
22000,0.361,0.330,0.309,0.506158
22500,0.324,0.343,0.333,0.503419
23000,0.235,0.468,0.297,0.483135
23500,0.269,0.373,0.358,0.507195
24000,0.278,0.382,0.339,0.508897
24500,0.303,0.382,0.315,0.506617
25000,0.287,0.404,0.309,0.483113
25500,0.278,0.361,0.361,0.491840
26000,0.257,0.382,0.361,0.514614
26500,0.239,0.401,0.361,0.525294
27000,0.275,0.388,0.336,0.506861
27500,0.303,0.419,0.278,0.478337
28000,0.287,0.376,0.336,0.491780
28500,0.324,0.321,0.355,0.494097
29000,0.309,0.355,0.336,0.481078
29500,0.385,0.306,0.309,0.505971
30000,0.398,0.235,0.367,0.507222
30500,0.508,0.171,0.321,0.457815
31000,0.584,0.128,0.287,0.409176
31500,0.529,0.150,0.321,0.445793
32000,0.566,0.162,0.272,0.429017
32500,0.593,0.138,0.269,0.411397
33000,0.602,0.119,0.278,0.423676
33500,0.636,0.122,0.242,0.395352
34000,0.694,0.104,0.202,0.308128
34500,0.676,0.095,0.229,0.337231
35000,0.743,0.064,0.193,0.280140
35500,0.780,0.070,0.150,0.255513
36000,0.725,0.049,0.226,0.314147
36500,0.798,0.028,0.174,0.239327
37000,0.768,0.031,0.202,0.292298
37500,0.856,0.021,0.122,0.172589
38000,0.856,0.024,0.119,0.171829
38500,0.896,0.012,0.092,0.106580
39000,0.905,0.015,0.080,0.104155
39500,0.924,0.012,0.064,0.067685
40000,0.908,0.018,0.073,0.099564
40500,0.939,0.009,0.052,0.069148
41000,0.924,0.003,0.073,0.112695
41500,0.930,0.018,0.052,0.103214
42000,0.914,0.009,0.076,0.120265
42500,0.954,0.003,0.043,0.061777
43000,0.957,0.000,0.043,0.059570
43500,0.942,0.000,0.058,0.087967
44000,0.936,0.003,0.061,0.091547
44500,0.908,0.012,0.080,0.135665
45000,0.939,0.009,0.052,0.068595
45500,0.966,0.009,0.024,0.033574
46000,0.982,0.000,0.018,0.017655
46500,0.988,0.000,0.012,0.010894
47000,0.991,0.000,0.009,0.010039
47500,0.997,0.000,0.003,0.004260
48000,1.000,0.000,0.000,0.000000
