time,n_A+p,n_B,n_AB
100,0.030,0.970,0.000
200,0.030,0.962,0.008
300,0.030,0.957,0.013
400,0.030,0.951,0.019
500,0.030,0.948,0.022
600,0.030,0.949,0.021
700,0.030,0.950,0.020
800,0.030,0.946,0.024
900,0.030,0.936,0.034
1000,0.030,0.936,0.034
1100,0.031,0.935,0.034
1200,0.031,0.938,0.031
1300,0.031,0.930,0.039
1400,0.031,0.926,0.043
1500,0.031,0.922,0.047
1600,0.031,0.920,0.049
1700,0.031,0.920,0.049
1800,0.033,0.908,0.059
1900,0.033,0.907,0.060
2000,0.033,0.908,0.059
2100,0.033,0.903,0.064
2200,0.033,0.906,0.061
2300,0.033,0.904,0.063
2400,0.037,0.902,0.061
2500,0.035,0.895,0.070
2600,0.036,0.883,0.081
2700,0.035,0.887,0.078
2800,0.032,0.891,0.077
2900,0.034,0.891,0.075
3000,0.038,0.889,0.073
3100,0.036,0.885,0.079
3200,0.037,0.878,0.085
3300,0.037,0.880,0.083
3400,0.038,0.876,0.086
3500,0.039,0.875,0.086
3600,0.044,0.856,0.100
3700,0.043,0.859,0.098
3800,0.046,0.855,0.099
3900,0.048,0.846,0.106
4000,0.048,0.848,0.104
4100,0.043,0.840,0.117
4200,0.043,0.840,0.117
4300,0.041,0.837,0.122
4400,0.039,0.836,0.125
4500,0.041,0.834,0.125
4600,0.039,0.831,0.130
4700,0.039,0.830,0.131
4800,0.042,0.828,0.130
4900,0.041,0.819,0.140
5000,0.040,0.814,0.146
5100,0.042,0.813,0.145
5200,0.045,0.816,0.139
5300,0.048,0.811,0.141
5400,0.052,0.802,0.146
5500,0.058,0.798,0.144
5600,0.060,0.789,0.151
5700,0.057,0.795,0.148
5800,0.057,0.792,0.151
5900,0.055,0.789,0.156
6000,0.056,0.783,0.161
6100,0.060,0.775,0.165
6200,0.063,0.770,0.167
6300,0.067,0.762,0.171
6400,0.065,0.754,0.181
6500,0.064,0.749,0.187
6600,0.063,0.739,0.198
6700,0.061,0.748,0.191
6800,0.062,0.750,0.188
6900,0.063,0.734,0.203
7000,0.070,0.735,0.195
7100,0.075,0.734,0.191
7200,0.071,0.735,0.194
7300,0.069,0.737,0.194
7400,0.076,0.751,0.173
7500,0.079,0.737,0.184
7600,0.077,0.734,0.189
7700,0.077,0.734,0.189
7800,0.073,0.734,0.193
7900,0.067,0.730,0.203
8000,0.065,0.734,0.201
8100,0.063,0.738,0.199
8200,0.067,0.731,0.202
8300,0.069,0.730,0.201
8400,0.066,0.728,0.206
8500,0.062,0.730,0.208
8600,0.065,0.730,0.205
8700,0.061,0.727,0.212
8800,0.057,0.729,0.214
8900,0.055,0.728,0.217
9000,0.060,0.728,0.212
9100,0.058,0.732,0.210
9200,0.061,0.728,0.211
9300,0.060,0.739,0.201
9400,0.061,0.737,0.202
9500,0.064,0.751,0.185
9600,0.064,0.744,0.192
9700,0.062,0.739,0.199
9800,0.061,0.729,0.210
9900,0.064,0.714,0.222
10000,0.072,0.717,0.211
10100,0.073,0.702,0.225
10200,0.071,0.693,0.236
10300,0.076,0.693,0.231
10400,0.078,0.680,0.242
10500,0.081,0.676,0.243
10600,0.078,0.666,0.256
10700,0.076,0.670,0.254
10800,0.077,0.659,0.264
10900,0.082,0.656,0.262
11000,0.082,0.646,0.272
11100,0.083,0.643,0.274
11200,0.085,0.631,0.284
11300,0.085,0.627,0.288
11400,0.090,0.629,0.281
11500,0.089,0.622,0.289
11600,0.098,0.619,0.283
11700,0.098,0.618,0.284
11800,0.095,0.620,0.285
11900,0.095,0.617,0.288
12000,0.107,0.608,0.285
12100,0.105,0.611,0.284
12200,0.105,0.614,0.281
12300,0.110,0.609,0.281
12400,0.116,0.603,0.281
12500,0.126,0.609,0.265
12600,0.133,0.601,0.266
12700,0.136,0.591,0.273
12800,0.127,0.577,0.296
12900,0.123,0.586,0.291
13000,0.125,0.595,0.280
13100,0.134,0.581,0.285
13200,0.130,0.585,0.285
13300,0.127,0.587,0.286
13400,0.135,0.582,0.283
13500,0.136,0.572,0.292
13600,0.145,0.564,0.291
13700,0.138,0.569,0.293
13800,0.140,0.573,0.287
13900,0.142,0.576,0.282
14000,0.142,0.571,0.287
14100,0.145,0.575,0.280
14200,0.146,0.581,0.273
14300,0.150,0.578,0.272
14400,0.148,0.582,0.270
14500,0.149,0.577,0.274
14600,0.141,0.581,0.278
14700,0.148,0.566,0.286
14800,0.154,0.555,0.291
14900,0.154,0.551,0.295
15000,0.150,0.556,0.294
15100,0.154,0.556,0.290
15200,0.154,0.548,0.298
15300,0.158,0.544,0.298
15400,0.149,0.564,0.287
15500,0.146,0.551,0.303
15600,0.159,0.550,0.291
15700,0.167,0.541,0.292
15800,0.165,0.523,0.312
15900,0.154,0.513,0.333
16000,0.158,0.500,0.342
16100,0.157,0.496,0.347
16200,0.161,0.502,0.337
16300,0.154,0.504,0.342
16400,0.162,0.502,0.336
16500,0.161,0.508,0.331
16600,0.163,0.504,0.333
16700,0.172,0.493,0.335
16800,0.182,0.492,0.326
16900,0.186,0.491,0.323
17000,0.188,0.497,0.315
17100,0.191,0.497,0.312
17200,0.189,0.494,0.317
17300,0.194,0.489,0.317
17400,0.201,0.481,0.318
17500,0.202,0.480,0.318
17600,0.201,0.508,0.291
17700,0.197,0.520,0.283
17800,0.201,0.511,0.288
17900,0.215,0.504,0.281
18000,0.209,0.502,0.289
18100,0.216,0.498,0.286
18200,0.216,0.492,0.292
18300,0.210,0.484,0.306
18400,0.208,0.476,0.316
18500,0.201,0.461,0.338
18600,0.197,0.459,0.344
18700,0.198,0.461,0.341
18800,0.187,0.457,0.356
18900,0.192,0.462,0.346
19000,0.200,0.455,0.345
19100,0.206,0.465,0.329
19200,0.198,0.458,0.344
19300,0.208,0.452,0.340
19400,0.208,0.455,0.337
19500,0.206,0.458,0.336
19600,0.208,0.457,0.335
19700,0.205,0.453,0.342
19800,0.194,0.457,0.349
19900,0.198,0.463,0.339
20000,0.204,0.469,0.327
20100,0.209,0.458,0.333
20200,0.210,0.451,0.339
20300,0.213,0.452,0.335
20400,0.209,0.454,0.337
20500,0.209,0.461,0.330
20600,0.211,0.463,0.326
20700,0.210,0.459,0.331
20800,0.207,0.461,0.332
20900,0.208,0.474,0.318
21000,0.197,0.467,0.336
21100,0.198,0.459,0.343
21200,0.199,0.445,0.356
21300,0.201,0.444,0.355
21400,0.213,0.443,0.344
21500,0.206,0.438,0.356
21600,0.218,0.444,0.338
21700,0.217,0.439,0.344
21800,0.226,0.443,0.331
21900,0.231,0.441,0.328
22000,0.240,0.452,0.308
22100,0.234,0.453,0.313
22200,0.222,0.440,0.338
22300,0.227,0.437,0.336
22400,0.240,0.433,0.327
22500,0.242,0.424,0.334
22600,0.235,0.419,0.346
22700,0.233,0.421,0.346
22800,0.233,0.413,0.354
22900,0.236,0.423,0.341
23000,0.239,0.423,0.338
23100,0.231,0.424,0.345
23200,0.223,0.424,0.353
23300,0.233,0.410,0.357
23400,0.225,0.412,0.363
23500,0.223,0.425,0.352
23600,0.226,0.418,0.356
23700,0.220,0.424,0.356
23800,0.220,0.427,0.353
23900,0.215,0.415,0.370
24000,0.221,0.412,0.367
24100,0.219,0.409,0.372
24200,0.213,0.409,0.378
24300,0.223,0.394,0.383
24400,0.224,0.388,0.388
24500,0.230,0.398,0.372
24600,0.227,0.399,0.374
24700,0.228,0.406,0.366
24800,0.242,0.423,0.335
24900,0.245,0.409,0.346
25000,0.248,0.397,0.355
25100,0.242,0.394,0.364
25200,0.251,0.396,0.353
25300,0.251,0.402,0.347
25400,0.243,0.411,0.346
25500,0.243,0.423,0.334
25600,0.233,0.429,0.338
25700,0.238,0.418,0.344
25800,0.232,0.409,0.359
25900,0.242,0.408,0.350
26000,0.248,0.406,0.346
26100,0.261,0.389,0.350
26200,0.267,0.379,0.354
26300,0.253,0.372,0.375
26400,0.252,0.384,0.364
26500,0.241,0.383,0.376
26600,0.237,0.389,0.374
26700,0.241,0.394,0.365
26800,0.248,0.393,0.359
26900,0.247,0.392,0.361
27000,0.241,0.403,0.356
27100,0.243,0.389,0.368
27200,0.244,0.386,0.370
27300,0.237,0.372,0.391
27400,0.238,0.363,0.399
27500,0.245,0.377,0.378
27600,0.268,0.384,0.348
27700,0.272,0.373,0.355
27800,0.275,0.362,0.363
27900,0.280,0.369,0.351
28000,0.281,0.373,0.346
28100,0.276,0.368,0.356
28200,0.276,0.375,0.349
28300,0.286,0.374,0.340
28400,0.281,0.376,0.343
28500,0.271,0.371,0.358
28600,0.261,0.379,0.360
28700,0.274,0.380,0.346
28800,0.282,0.352,0.366
28900,0.290,0.333,0.377
29000,0.291,0.330,0.379
29100,0.306,0.328,0.366
29200,0.322,0.324,0.354
29300,0.309,0.329,0.362
29400,0.302,0.339,0.359
29500,0.306,0.344,0.350
29600,0.302,0.350,0.348
29700,0.299,0.358,0.343
29800,0.299,0.354,0.347
29900,0.299,0.343,0.358
30000,0.277,0.339,0.384
30100,0.277,0.347,0.376
30200,0.291,0.348,0.361
30300,0.290,0.347,0.363
30400,0.299,0.362,0.339
30500,0.298,0.367,0.335
30600,0.302,0.366,0.332
30700,0.299,0.357,0.344
30800,0.310,0.351,0.339
30900,0.310,0.345,0.345
31000,0.318,0.341,0.341
31100,0.327,0.336,0.337
31200,0.319,0.343,0.338
31300,0.327,0.340,0.333
31400,0.318,0.337,0.345
31500,0.314,0.338,0.348
31600,0.303,0.343,0.354
31700,0.304,0.343,0.353
31800,0.303,0.347,0.350
31900,0.299,0.345,0.356
32000,0.296,0.342,0.362
32100,0.297,0.340,0.363
32200,0.296,0.330,0.374
32300,0.292,0.338,0.370
32400,0.306,0.338,0.356
32500,0.300,0.339,0.361
