time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.964,0.006,0.057670
1000,0.031,0.959,0.010,0.076962
1500,0.031,0.948,0.021,0.087640
2000,0.072,0.868,0.060,0.236970
2500,0.074,0.879,0.047,0.183794
3000,0.098,0.847,0.055,0.257511
3500,0.058,0.883,0.059,0.177001
4000,0.057,0.869,0.074,0.199870
4500,0.062,0.864,0.074,0.252747
5000,0.069,0.858,0.073,0.236111
5500,0.065,0.870,0.064,0.174627
6000,0.053,0.856,0.091,0.225248
6500,0.066,0.863,0.070,0.207337
7000,0.053,0.887,0.060,0.121976
7500,0.052,0.895,0.053,0.109213
8000,0.060,0.895,0.045,0.100983
8500,0.056,0.893,0.051,0.138653
9000,0.058,0.892,0.050,0.127385
9500,0.065,0.878,0.056,0.163775
10000,0.053,0.873,0.074,0.161656
10500,0.053,0.882,0.065,0.136931
11000,0.066,0.869,0.064,0.170717
11500,0.075,0.850,0.076,0.195250
12000,0.090,0.836,0.075,0.206966
12500,0.088,0.832,0.080,0.207043
13000,0.093,0.832,0.075,0.205409
13500,0.077,0.837,0.087,0.180551
14000,0.067,0.838,0.095,0.166769
14500,0.092,0.823,0.085,0.205558
15000,0.099,0.807,0.094,0.183252
15500,0.102,0.811,0.087,0.205970
16000,0.084,0.821,0.095,0.178085
16500,0.095,0.817,0.088,0.187498
17000,0.102,0.814,0.084,0.195036
17500,0.069,0.849,0.082,0.178291
18000,0.092,0.825,0.083,0.252075
18500,0.092,0.823,0.085,0.221696
19000,0.079,0.836,0.086,0.200502
19500,0.105,0.796,0.099,0.281526
20000,0.095,0.805,0.100,0.230046
20500,0.080,0.818,0.102,0.220894
21000,0.117,0.797,0.086,0.285109
21500,0.102,0.793,0.105,0.222260
22000,0.115,0.788,0.097,0.223080
22500,0.129,0.773,0.098,0.276885
23000,0.120,0.787,0.094,0.238382
23500,0.129,0.769,0.102,0.255570
24000,0.140,0.754,0.106,0.246058
24500,0.110,0.773,0.116,0.254109
25000,0.110,0.789,0.101,0.248680
25500,0.114,0.775,0.110,0.231330
26000,0.116,0.768,0.115,0.250141
26500,0.143,0.742,0.115,0.327254
27000,0.143,0.731,0.126,0.319425
27500,0.124,0.765,0.111,0.262001
28000,0.121,0.762,0.117,0.243760
28500,0.140,0.741,0.120,0.274739
29000,0.135,0.747,0.118,0.295623
29500,0.129,0.757,0.114,0.248001
30000,0.125,0.739,0.137,0.269519
30500,0.117,0.756,0.127,0.273342
31000,0.113,0.780,0.106,0.248642
31500,0.106,0.784,0.109,0.230216
32000,0.113,0.750,0.137,0.259260
32500,0.097,0.773,0.130,0.276550
33000,0.092,0.810,0.098,0.175803
33500,0.080,0.808,0.112,0.252329
34000,0.133,0.789,0.079,0.257943
34500,0.140,0.768,0.092,0.246433
35000,0.127,0.750,0.124,0.274972
35500,0.124,0.762,0.114,0.259049
36000,0.118,0.785,0.096,0.193258
36500,0.137,0.769,0.094,0.210025
37000,0.137,0.760,0.103,0.238447
37500,0.120,0.772,0.108,0.216895
38000,0.117,0.754,0.129,0.273498
38500,0.116,0.760,0.124,0.300188
39000,0.111,0.759,0.130,0.285410
39500,0.106,0.762,0.132,0.279834
40000,0.099,0.782,0.118,0.201931
40500,0.086,0.791,0.124,0.216040
41000,0.093,0.794,0.113,0.194343
41500,0.105,0.783,0.111,0.192526
42000,0.101,0.810,0.089,0.187067
42500,0.104,0.808,0.088,0.180661
43000,0.102,0.797,0.101,0.215725
43500,0.099,0.795,0.106,0.208813
44000,0.096,0.805,0.099,0.163427
44500,0.096,0.805,0.099,0.212148
45000,0.102,0.792,0.106,0.232660
45500,0.127,0.754,0.120,0.286663
46000,0.130,0.751,0.120,0.260270
46500,0.127,0.762,0.111,0.240880
47000,0.126,0.756,0.118,0.266604
47500,0.127,0.744,0.130,0.261870
48000,0.139,0.731,0.130,0.286597
48500,0.141,0.736,0.123,0.285788
49000,0.150,0.711,0.139,0.326154
49500,0.180,0.676,0.144,0.334848
50000,0.188,0.675,0.137,0.332255
50500,0.219,0.654,0.128,0.320950
51000,0.205,0.662,0.133,0.317389
51500,0.205,0.661,0.134,0.279716
52000,0.202,0.666,0.132,0.333228
52500,0.252,0.614,0.134,0.354043
53000,0.279,0.590,0.131,0.336741
53500,0.283,0.565,0.152,0.353648
54000,0.320,0.517,0.163,0.348212
54500,0.350,0.504,0.146,0.281603
55000,0.358,0.504,0.139,0.254647
55500,0.372,0.486,0.142,0.277852
56000,0.339,0.494,0.166,0.336251
56500,0.368,0.485,0.147,0.306895
57000,0.378,0.480,0.142,0.303161
57500,0.401,0.438,0.160,0.310529
58000,0.399,0.426,0.175,0.327216
58500,0.382,0.461,0.157,0.320959
59000,0.377,0.454,0.170,0.310792
59500,0.381,0.477,0.142,0.293688
60000,0.378,0.460,0.162,0.329718
60500,0.378,0.441,0.181,0.384077
61000,0.375,0.447,0.178,0.349548
