time,n_A+p,n_B,n_AB
0,0.028,0.972,0.000
500,0.032,0.811,0.157
1000,0.037,0.618,0.346
1500,0.060,0.396,0.544
2000,0.078,0.244,0.677
2500,0.124,0.171,0.705
3000,0.143,0.134,0.724
3500,0.157,0.106,0.737
4000,0.147,0.129,0.724
4500,0.171,0.097,0.733
5000,0.115,0.115,0.770
5500,0.175,0.078,0.747
6000,0.152,0.092,0.756
6500,0.115,0.078,0.806
7000,0.143,0.097,0.760
7500,0.143,0.097,0.760
8000,0.120,0.115,0.765
8500,0.124,0.097,0.779
9000,0.106,0.092,0.802
9500,0.143,0.078,0.779
10000,0.124,0.078,0.797
10500,0.115,0.101,0.783
11000,0.124,0.074,0.802
11500,0.180,0.055,0.765
12000,0.161,0.060,0.779
12500,0.134,0.101,0.765
13000,0.152,0.060,0.788
13500,0.198,0.092,0.710
14000,0.120,0.120,0.760
14500,0.111,0.138,0.751
15000,0.138,0.134,0.728
15500,0.166,0.101,0.733
16000,0.083,0.092,0.825
16500,0.143,0.083,0.774
17000,0.138,0.101,0.760
17500,0.161,0.051,0.788
18000,0.120,0.088,0.793
18500,0.134,0.115,0.751
19000,0.138,0.147,0.714
19500,0.115,0.060,0.825
20000,0.138,0.106,0.756
20500,0.143,0.115,0.742
21000,0.115,0.106,0.779
21500,0.111,0.078,0.811
22000,0.157,0.046,0.797
22500,0.124,0.106,0.770
23000,0.129,0.051,0.820
23500,0.120,0.065,0.816
24000,0.134,0.078,0.788
24500,0.111,0.060,0.829
25000,0.088,0.124,0.788
25500,0.088,0.157,0.756
26000,0.120,0.111,0.770
26500,0.120,0.106,0.774
27000,0.115,0.055,0.829
27500,0.143,0.055,0.802
28000,0.078,0.078,0.843
28500,0.134,0.074,0.793
29000,0.106,0.088,0.806
29500,0.147,0.078,0.774
30000,0.166,0.106,0.728
30500,0.124,0.046,0.829
31000,0.143,0.078,0.779
31500,0.134,0.083,0.783
32000,0.157,0.055,0.788
32500,0.184,0.037,0.779
33000,0.184,0.069,0.747
33500,0.166,0.041,0.793
34000,0.166,0.069,0.765
34500,0.175,0.037,0.788
35000,0.138,0.078,0.783
35500,0.166,0.097,0.737
36000,0.189,0.060,0.751
36500,0.120,0.083,0.797
37000,0.157,0.129,0.714
37500,0.129,0.088,0.783
38000,0.184,0.106,0.710
38500,0.138,0.097,0.765
39000,0.138,0.097,0.765
39500,0.175,0.051,0.774
40000,0.161,0.060,0.779
40500,0.180,0.088,0.733
41000,0.143,0.032,0.825
41500,0.115,0.138,0.747
42000,0.166,0.115,0.719
42500,0.175,0.097,0.728
43000,0.180,0.055,0.765
43500,0.161,0.097,0.742
44000,0.175,0.097,0.728
44500,0.175,0.101,0.724
45000,0.134,0.111,0.756
45500,0.120,0.097,0.783
46000,0.101,0.143,0.756
46500,0.083,0.092,0.825
47000,0.143,0.065,0.793
47500,0.124,0.083,0.793
48000,0.092,0.092,0.816
48500,0.120,0.088,0.793
49000,0.101,0.092,0.806
49500,0.115,0.166,0.719
50000,0.092,0.106,0.802
50500,0.060,0.166,0.774
51000,0.088,0.120,0.793
51500,0.101,0.115,0.783
52000,0.115,0.092,0.793
52500,0.129,0.069,0.802
53000,0.143,0.097,0.760
53500,0.111,0.097,0.793
54000,0.106,0.171,0.724
54500,0.088,0.074,0.839
55000,0.124,0.092,0.783
55500,0.157,0.092,0.751
56000,0.129,0.120,0.751
56500,0.106,0.092,0.802
57000,0.147,0.111,0.742
57500,0.143,0.097,0.760
58000,0.129,0.065,0.806
58500,0.161,0.078,0.760
59000,0.111,0.069,0.820
59500,0.124,0.074,0.802
60000,0.175,0.065,0.760
60500,0.161,0.051,0.788
61000,0.180,0.051,0.770
61500,0.106,0.069,0.825
62000,0.157,0.092,0.751
62500,0.129,0.097,0.774
63000,0.083,0.129,0.788
63500,0.143,0.074,0.783
64000,0.106,0.092,0.802
64500,0.101,0.124,0.774
65000,0.106,0.101,0.793
65500,0.124,0.152,0.724
66000,0.147,0.065,0.788
66500,0.157,0.092,0.751
67000,0.175,0.037,0.788
67500,0.230,0.060,0.710
68000,0.111,0.046,0.843
68500,0.111,0.097,0.793
69000,0.074,0.120,0.806
69500,0.111,0.120,0.770
70000,0.115,0.129,0.756
70500,0.166,0.101,0.733
71000,0.212,0.074,0.714
71500,0.138,0.060,0.802
72000,0.152,0.041,0.806
72500,0.138,0.055,0.806
73000,0.166,0.092,0.742
73500,0.184,0.134,0.682
74000,0.143,0.074,0.783
74500,0.230,0.078,0.691
75000,0.124,0.111,0.765
75500,0.124,0.074,0.802
76000,0.083,0.161,0.756
76500,0.065,0.152,0.783
77000,0.106,0.088,0.806
77500,0.147,0.115,0.737
78000,0.088,0.194,0.719
78500,0.092,0.143,0.765
79000,0.088,0.138,0.774
79500,0.097,0.111,0.793
80000,0.083,0.124,0.793
80500,0.134,0.101,0.765
81000,0.120,0.101,0.779
81500,0.157,0.124,0.719
82000,0.124,0.147,0.728
82500,0.171,0.120,0.710
83000,0.157,0.138,0.705
83500,0.147,0.147,0.705
84000,0.134,0.111,0.756
84500,0.088,0.101,0.811
85000,0.129,0.124,0.747
85500,0.129,0.092,0.779
86000,0.124,0.101,0.774
86500,0.078,0.161,0.760
87000,0.092,0.106,0.802
87500,0.124,0.115,0.760
88000,0.194,0.078,0.728
88500,0.175,0.101,0.724
89000,0.180,0.101,0.719
89500,0.171,0.060,0.770
90000,0.166,0.078,0.756
90500,0.180,0.111,0.710
91000,0.189,0.101,0.710
91500,0.189,0.078,0.733
92000,0.115,0.065,0.820
92500,0.138,0.092,0.770
93000,0.166,0.129,0.705
93500,0.111,0.129,0.760
94000,0.083,0.147,0.770
94500,0.106,0.138,0.756
95000,0.115,0.129,0.756
95500,0.161,0.111,0.728
96000,0.157,0.124,0.719
96500,0.217,0.106,0.677
97000,0.115,0.101,0.783
97500,0.115,0.124,0.760
98000,0.115,0.120,0.765
98500,0.147,0.088,0.765
99000,0.111,0.152,0.737
99500,0.161,0.143,0.696
100000,0.147,0.065,0.788
100500,0.184,0.097,0.719
101000,0.161,0.088,0.751
101500,0.134,0.092,0.774
102000,0.152,0.083,0.765
102500,0.147,0.069,0.783
103000,0.134,0.101,0.765
103500,0.166,0.101,0.733
104000,0.171,0.069,0.760
104500,0.171,0.060,0.770
105000,0.184,0.115,0.700
105500,0.106,0.097,0.797
106000,0.129,0.101,0.770
106500,0.101,0.134,0.765
107000,0.143,0.078,0.779
107500,0.120,0.097,0.783
108000,0.111,0.051,0.839
108500,0.101,0.124,0.774
109000,0.194,0.069,0.737
109500,0.157,0.078,0.765
110000,0.138,0.074,0.788
110500,0.101,0.065,0.834
111000,0.097,0.065,0.839
111500,0.147,0.078,0.774
112000,0.175,0.074,0.751
112500,0.124,0.097,0.779
113000,0.138,0.111,0.751
113500,0.147,0.101,0.751
114000,0.171,0.088,0.742
114500,0.129,0.046,0.825
115000,0.115,0.023,0.862
115500,0.097,0.092,0.811
116000,0.097,0.088,0.816
116500,0.138,0.088,0.774
117000,0.106,0.111,0.783
117500,0.101,0.134,0.765
118000,0.092,0.078,0.829
118500,0.147,0.097,0.756
119000,0.101,0.060,0.839
119500,0.106,0.055,0.839
120000,0.143,0.092,0.765
120500,0.106,0.092,0.802
121000,0.111,0.120,0.770
121500,0.147,0.078,0.774
122000,0.120,0.092,0.788
122500,0.152,0.078,0.770
123000,0.138,0.092,0.770
123500,0.129,0.124,0.747
124000,0.120,0.106,0.774
124500,0.161,0.088,0.751
125000,0.157,0.065,0.779
125500,0.171,0.115,0.714
126000,0.147,0.124,0.728
126500,0.194,0.074,0.733
127000,0.120,0.097,0.783
127500,0.124,0.074,0.802
128000,0.138,0.111,0.751
128500,0.166,0.092,0.742
129000,0.138,0.083,0.779
129500,0.152,0.143,0.705
130000,0.147,0.134,0.719
130500,0.171,0.065,0.765
131000,0.180,0.060,0.760
131500,0.171,0.074,0.756
132000,0.124,0.041,0.834
132500,0.157,0.078,0.765
133000,0.189,0.120,0.691
133500,0.147,0.083,0.770
134000,0.198,0.074,0.728
134500,0.175,0.041,0.783
135000,0.152,0.129,0.719
135500,0.101,0.129,0.770
136000,0.097,0.097,0.806
136500,0.106,0.083,0.811
137000,0.152,0.088,0.760
137500,0.120,0.106,0.774
138000,0.171,0.069,0.760
138500,0.143,0.055,0.802
139000,0.120,0.106,0.774
139500,0.198,0.083,0.719
140000,0.147,0.065,0.788
140500,0.147,0.078,0.774
141000,0.143,0.157,0.700
141500,0.124,0.083,0.793
142000,0.106,0.051,0.843
142500,0.115,0.078,0.806
143000,0.120,0.074,0.806
143500,0.129,0.083,0.788
144000,0.161,0.088,0.751
144500,0.115,0.111,0.774
145000,0.143,0.069,0.788
145500,0.171,0.106,0.724
146000,0.189,0.088,0.724
146500,0.120,0.152,0.728
147000,0.157,0.106,0.737
147500,0.129,0.106,0.765
148000,0.106,0.115,0.779
148500,0.124,0.092,0.783
149000,0.092,0.124,0.783
149500,0.124,0.106,0.770
150000,0.129,0.078,0.793
150500,0.152,0.088,0.760
151000,0.106,0.092,0.802
151500,0.152,0.097,0.751
152000,0.129,0.115,0.756
152500,0.124,0.101,0.774
153000,0.166,0.060,0.774
153500,0.166,0.088,0.747
154000,0.194,0.097,0.710
154500,0.166,0.065,0.770
155000,0.157,0.065,0.779
155500,0.171,0.051,0.779
156000,0.147,0.097,0.756
156500,0.161,0.083,0.756
157000,0.138,0.092,0.770
157500,0.092,0.078,0.829
158000,0.147,0.051,0.802
158500,0.138,0.065,0.797
159000,0.134,0.060,0.806
159500,0.111,0.092,0.797
160000,0.138,0.106,0.756
160500,0.203,0.074,0.724
161000,0.138,0.083,0.779
161500,0.171,0.074,0.756
162000,0.152,0.060,0.788
162500,0.157,0.101,0.742
163000,0.111,0.051,0.839
163500,0.147,0.115,0.737
164000,0.129,0.134,0.737
164500,0.134,0.115,0.751
165000,0.147,0.101,0.751
165500,0.120,0.124,0.756
166000,0.161,0.097,0.742
166500,0.129,0.092,0.779
167000,0.147,0.060,0.793
167500,0.124,0.074,0.802
168000,0.111,0.166,0.724
168500,0.138,0.060,0.802
169000,0.111,0.065,0.825
169500,0.129,0.092,0.779
170000,0.115,0.083,0.802
170500,0.111,0.092,0.797
171000,0.120,0.041,0.839
171500,0.097,0.106,0.797
172000,0.180,0.092,0.728
172500,0.152,0.055,0.793
173000,0.120,0.055,0.825
173500,0.134,0.088,0.779
174000,0.134,0.065,0.802
174500,0.212,0.055,0.733
175000,0.134,0.106,0.760
175500,0.129,0.092,0.779
176000,0.166,0.032,0.802
176500,0.189,0.041,0.770
177000,0.184,0.060,0.756
177500,0.152,0.060,0.788
178000,0.203,0.037,0.760
178500,0.147,0.078,0.774
179000,0.143,0.074,0.783
179500,0.124,0.101,0.774
180000,0.124,0.092,0.783
180500,0.101,0.092,0.806
181000,0.078,0.074,0.848
181500,0.111,0.069,0.820
182000,0.180,0.051,0.770
182500,0.166,0.088,0.747
183000,0.180,0.060,0.760
183500,0.152,0.120,0.728
184000,0.134,0.078,0.788
184500,0.111,0.074,0.816
185000,0.101,0.088,0.811
185500,0.129,0.134,0.737
186000,0.115,0.074,0.811
186500,0.138,0.101,0.760
187000,0.124,0.092,0.783
187500,0.157,0.143,0.700
188000,0.161,0.152,0.687
188500,0.101,0.101,0.797
189000,0.138,0.111,0.751
189500,0.184,0.051,0.765
190000,0.138,0.111,0.751
190500,0.161,0.097,0.742
191000,0.138,0.101,0.760
191500,0.097,0.092,0.811
192000,0.124,0.069,0.806
192500,0.129,0.055,0.816
193000,0.152,0.051,0.797
193500,0.217,0.046,0.737
194000,0.157,0.078,0.765
194500,0.120,0.078,0.802
195000,0.152,0.124,0.724
195500,0.101,0.101,0.797
196000,0.111,0.124,0.765
196500,0.152,0.078,0.770
197000,0.124,0.088,0.788
197500,0.101,0.046,0.853
198000,0.101,0.069,0.829
198500,0.129,0.092,0.779
199000,0.129,0.092,0.779
199500,0.106,0.161,0.733
200000,0.115,0.088,0.797
200500,0.120,0.078,0.802
201000,0.124,0.115,0.760
201500,0.152,0.097,0.751
202000,0.120,0.120,0.760
202500,0.129,0.055,0.816
203000,0.134,0.088,0.779
203500,0.184,0.060,0.756
204000,0.129,0.055,0.816
204500,0.106,0.134,0.760
205000,0.115,0.055,0.829
205500,0.129,0.037,0.834
206000,0.120,0.120,0.760
206500,0.152,0.120,0.728
207000,0.138,0.092,0.770
207500,0.115,0.051,0.834
208000,0.120,0.078,0.802
208500,0.152,0.046,0.802
209000,0.134,0.046,0.820
209500,0.138,0.111,0.751
210000,0.106,0.083,0.811
210500,0.097,0.157,0.747
211000,0.152,0.129,0.719
211500,0.147,0.106,0.747
212000,0.115,0.106,0.779
212500,0.124,0.078,0.797
213000,0.161,0.088,0.751
213500,0.157,0.147,0.696
214000,0.106,0.138,0.756
214500,0.143,0.092,0.765
215000,0.120,0.060,0.820
215500,0.115,0.074,0.811
216000,0.092,0.074,0.834
216500,0.101,0.078,0.820
217000,0.115,0.097,0.788
217500,0.101,0.041,0.857
218000,0.180,0.051,0.770
218500,0.180,0.055,0.765
219000,0.161,0.097,0.742
219500,0.124,0.055,0.820
220000,0.152,0.083,0.765
220500,0.180,0.037,0.783
221000,0.143,0.060,0.797
221500,0.129,0.065,0.806
222000,0.120,0.106,0.774
222500,0.166,0.088,0.747
223000,0.138,0.143,0.719
223500,0.134,0.129,0.737
224000,0.092,0.106,0.802
224500,0.166,0.037,0.797
225000,0.111,0.046,0.843
225500,0.138,0.074,0.788
226000,0.152,0.074,0.774
226500,0.138,0.101,0.760
227000,0.097,0.097,0.806
227500,0.138,0.083,0.779
228000,0.124,0.092,0.783
228500,0.111,0.115,0.774
229000,0.120,0.069,0.811
229500,0.175,0.101,0.724
230000,0.161,0.060,0.779
230500,0.111,0.083,0.806
231000,0.143,0.055,0.802
231500,0.143,0.088,0.770
232000,0.120,0.092,0.788
