time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.032,0.965,0.002,0.057969
1000,0.030,0.921,0.050,0.120280
1500,0.030,0.913,0.057,0.127953
2000,0.030,0.871,0.099,0.182124
2500,0.035,0.883,0.082,0.153226
3000,0.037,0.893,0.069,0.158440
3500,0.040,0.908,0.052,0.131842
4000,0.037,0.918,0.045,0.105969
4500,0.042,0.841,0.117,0.223305
5000,0.042,0.846,0.112,0.189879
5500,0.032,0.873,0.094,0.162509
6000,0.050,0.844,0.107,0.216947
6500,0.042,0.888,0.069,0.135413
7000,0.045,0.886,0.069,0.127248
7500,0.040,0.891,0.069,0.132029
8000,0.045,0.846,0.109,0.201502
8500,0.040,0.866,0.094,0.170101
9000,0.045,0.896,0.060,0.123207
9500,0.040,0.893,0.067,0.147323
10000,0.042,0.888,0.069,0.136174
10500,0.042,0.876,0.082,0.165183
11000,0.037,0.878,0.084,0.155172
11500,0.035,0.878,0.087,0.152778
12000,0.035,0.896,0.069,0.132020
12500,0.035,0.876,0.089,0.168224
13000,0.042,0.834,0.124,0.223990
13500,0.040,0.839,0.122,0.205244
14000,0.047,0.839,0.114,0.210129
14500,0.045,0.836,0.119,0.211196
15000,0.045,0.829,0.127,0.226545
15500,0.047,0.866,0.087,0.179551
16000,0.047,0.846,0.107,0.201063
16500,0.057,0.834,0.109,0.217993
17000,0.045,0.821,0.134,0.217069
17500,0.037,0.864,0.099,0.160913
18000,0.040,0.861,0.099,0.169704
18500,0.047,0.864,0.089,0.185504
19000,0.035,0.871,0.094,0.177697
19500,0.037,0.888,0.074,0.150083
20000,0.040,0.871,0.089,0.169396
20500,0.042,0.886,0.072,0.148588
21000,0.040,0.901,0.060,0.127986
21500,0.035,0.896,0.069,0.137086
22000,0.032,0.891,0.077,0.149565
22500,0.032,0.898,0.069,0.134593
23000,0.035,0.888,0.077,0.179262
23500,0.040,0.873,0.087,0.201936
24000,0.032,0.878,0.089,0.182122
24500,0.035,0.881,0.084,0.179030
25000,0.040,0.864,0.097,0.179520
25500,0.035,0.846,0.119,0.201125
26000,0.037,0.856,0.107,0.190003
26500,0.032,0.878,0.089,0.156785
27000,0.032,0.888,0.079,0.142180
27500,0.030,0.908,0.062,0.115146
28000,0.035,0.881,0.084,0.161581
28500,0.045,0.873,0.082,0.204690
29000,0.050,0.861,0.089,0.209329
29500,0.040,0.878,0.082,0.183450
30000,0.032,0.906,0.062,0.123343
30500,0.045,0.846,0.109,0.219977
31000,0.035,0.854,0.112,0.213500
31500,0.042,0.856,0.102,0.214100
32000,0.035,0.886,0.079,0.159212
32500,0.030,0.901,0.069,0.135647
33000,0.030,0.923,0.047,0.101294
33500,0.032,0.896,0.072,0.135307
34000,0.030,0.913,0.057,0.116427
34500,0.037,0.866,0.097,0.200553
35000,0.035,0.859,0.107,0.185821
35500,0.042,0.841,0.117,0.220323
36000,0.042,0.866,0.092,0.179422
36500,0.032,0.881,0.087,0.156628
37000,0.030,0.893,0.077,0.144827
37500,0.035,0.878,0.087,0.171769
38000,0.032,0.881,0.087,0.177508
38500,0.045,0.891,0.065,0.142708
39000,0.032,0.888,0.079,0.154006
39500,0.032,0.868,0.099,0.177078
40000,0.035,0.868,0.097,0.175338
40500,0.035,0.816,0.149,0.264324
41000,0.047,0.834,0.119,0.217526
41500,0.045,0.839,0.117,0.198397
42000,0.052,0.836,0.112,0.229700
42500,0.040,0.836,0.124,0.216540
43000,0.035,0.856,0.109,0.202129
43500,0.042,0.878,0.079,0.179825
44000,0.045,0.876,0.079,0.196404
44500,0.050,0.859,0.092,0.202210
45000,0.042,0.819,0.139,0.247141
45500,0.042,0.834,0.124,0.228058
46000,0.045,0.849,0.107,0.197199
46500,0.032,0.868,0.099,0.173177
47000,0.035,0.871,0.094,0.175362
47500,0.032,0.878,0.089,0.147039
48000,0.032,0.891,0.077,0.136869
48500,0.037,0.876,0.087,0.157676
49000,0.045,0.821,0.134,0.245680
49500,0.050,0.829,0.122,0.220579
50000,0.047,0.839,0.114,0.214027
50500,0.052,0.836,0.112,0.210210
51000,0.047,0.844,0.109,0.196777
51500,0.050,0.851,0.099,0.187016
52000,0.057,0.851,0.092,0.189861
52500,0.037,0.873,0.089,0.168932
53000,0.035,0.886,0.079,0.154748
53500,0.030,0.908,0.062,0.123269
54000,0.030,0.903,0.067,0.145002
54500,0.032,0.891,0.077,0.157162
55000,0.032,0.898,0.069,0.139810
55500,0.037,0.881,0.082,0.165870
56000,0.035,0.873,0.092,0.171611
56500,0.040,0.851,0.109,0.205320
57000,0.040,0.893,0.067,0.153857
57500,0.052,0.841,0.107,0.223183
58000,0.047,0.841,0.112,0.190380
58500,0.040,0.824,0.136,0.235067
59000,0.040,0.834,0.127,0.235030
59500,0.037,0.868,0.094,0.173975
60000,0.037,0.859,0.104,0.178593
60500,0.040,0.878,0.082,0.153209
61000,0.040,0.868,0.092,0.177337
61500,0.037,0.873,0.089,0.168995
62000,0.040,0.859,0.102,0.183144
