time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.948,0.022,0.090327
1000,0.032,0.943,0.025,0.085323
1500,0.032,0.911,0.057,0.152612
2000,0.037,0.921,0.042,0.123350
2500,0.035,0.891,0.074,0.144473
3000,0.045,0.888,0.067,0.148771
3500,0.045,0.888,0.067,0.146128
4000,0.037,0.918,0.045,0.109546
4500,0.035,0.881,0.084,0.181230
5000,0.040,0.906,0.055,0.132648
5500,0.037,0.913,0.050,0.122027
6000,0.035,0.906,0.060,0.154762
6500,0.040,0.873,0.087,0.183065
7000,0.032,0.926,0.042,0.095146
7500,0.037,0.923,0.040,0.117949
8000,0.035,0.911,0.055,0.111475
8500,0.035,0.901,0.065,0.125229
9000,0.040,0.898,0.062,0.130685
9500,0.032,0.916,0.052,0.119607
10000,0.040,0.903,0.057,0.119890
10500,0.032,0.898,0.069,0.142430
11000,0.032,0.926,0.042,0.101466
11500,0.037,0.906,0.057,0.150536
12000,0.045,0.876,0.079,0.171670
12500,0.047,0.871,0.082,0.192345
13000,0.035,0.903,0.062,0.129162
13500,0.037,0.901,0.062,0.153583
14000,0.032,0.913,0.055,0.128677
14500,0.032,0.916,0.052,0.127391
15000,0.032,0.906,0.062,0.131388
15500,0.030,0.921,0.050,0.107510
16000,0.032,0.908,0.060,0.132532
16500,0.042,0.876,0.082,0.159359
17000,0.040,0.893,0.067,0.133965
17500,0.037,0.893,0.069,0.143837
18000,0.035,0.911,0.055,0.119260
18500,0.032,0.906,0.062,0.126206
19000,0.032,0.911,0.057,0.118343
19500,0.037,0.923,0.040,0.089020
20000,0.035,0.928,0.037,0.097280
20500,0.035,0.935,0.030,0.092288
21000,0.047,0.921,0.032,0.110844
21500,0.037,0.871,0.092,0.168821
22000,0.047,0.878,0.074,0.152539
22500,0.040,0.896,0.065,0.128748
23000,0.050,0.898,0.052,0.133201
23500,0.045,0.918,0.037,0.104019
24000,0.045,0.896,0.060,0.143458
24500,0.035,0.881,0.084,0.164748
25000,0.035,0.911,0.055,0.109468
25500,0.032,0.906,0.062,0.118461
26000,0.045,0.911,0.045,0.122341
26500,0.045,0.881,0.074,0.175580
27000,0.037,0.908,0.055,0.124403
27500,0.035,0.901,0.065,0.137491
28000,0.037,0.896,0.067,0.130456
28500,0.032,0.916,0.052,0.118674
29000,0.040,0.918,0.042,0.103564
29500,0.035,0.916,0.050,0.110518
30000,0.035,0.928,0.037,0.098864
30500,0.037,0.926,0.037,0.098911
31000,0.032,0.928,0.040,0.090014
31500,0.035,0.918,0.047,0.122118
32000,0.035,0.913,0.052,0.123424
32500,0.035,0.906,0.060,0.130322
33000,0.035,0.921,0.045,0.111297
33500,0.035,0.926,0.040,0.107939
34000,0.037,0.908,0.055,0.136523
34500,0.037,0.928,0.035,0.099136
35000,0.032,0.921,0.047,0.116427
35500,0.035,0.916,0.050,0.119861
36000,0.032,0.926,0.042,0.109842
36500,0.035,0.906,0.060,0.124022
37000,0.040,0.896,0.065,0.140571
37500,0.037,0.903,0.060,0.128994
38000,0.035,0.906,0.060,0.124626
38500,0.032,0.901,0.067,0.137676
39000,0.032,0.908,0.060,0.123390
39500,0.032,0.903,0.065,0.132595
40000,0.032,0.908,0.060,0.118429
40500,0.037,0.916,0.047,0.123743
41000,0.032,0.908,0.060,0.126824
41500,0.030,0.921,0.050,0.100396
42000,0.030,0.891,0.079,0.137471
42500,0.030,0.901,0.069,0.130760
43000,0.040,0.906,0.055,0.114640
43500,0.035,0.913,0.052,0.134240
44000,0.035,0.893,0.072,0.140304
44500,0.040,0.896,0.065,0.133582
45000,0.050,0.873,0.077,0.187933
45500,0.040,0.891,0.069,0.134995
46000,0.032,0.896,0.072,0.115317
46500,0.032,0.881,0.087,0.148968
47000,0.030,0.913,0.057,0.111092
