time,n_A+p,n_B,n_AB
100,0.408,0.395,0.197
200,0.263,0.408,0.329
300,0.289,0.421,0.289
400,0.447,0.237,0.316
500,0.395,0.263,0.342
600,0.421,0.276,0.303
700,0.263,0.368,0.368
800,0.224,0.421,0.355
900,0.224,0.434,0.342
1000,0.316,0.329,0.355
1100,0.316,0.368,0.316
1200,0.461,0.171,0.368
1300,0.592,0.158,0.250
1400,0.447,0.211,0.342
1500,0.421,0.118,0.461
1600,0.618,0.092,0.289
1700,0.592,0.066,0.342
1800,0.579,0.132,0.289
1900,0.658,0.118,0.224
2000,0.658,0.066,0.276
2100,0.684,0.079,0.237
2200,0.816,0.013,0.171
2300,0.882,0.000,0.118
2400,0.961,0.000,0.039
2500,0.961,0.000,0.039
2600,0.934,0.000,0.066
2700,0.961,0.000,0.039
2800,0.974,0.000,0.026
2900,0.974,0.000,0.026
3000,0.974,0.000,0.026
3100,0.974,0.000,0.026
3200,1.000,0.000,0.000
