time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.878,0.095,0.180464
1000,0.034,0.801,0.165,0.271831
1500,0.037,0.719,0.245,0.321040
2000,0.043,0.624,0.333,0.361120
2500,0.086,0.569,0.346,0.422802
3000,0.119,0.517,0.364,0.449254
3500,0.095,0.446,0.459,0.445314
4000,0.113,0.443,0.443,0.458494
4500,0.144,0.453,0.404,0.470697
5000,0.122,0.410,0.468,0.455676
5500,0.202,0.336,0.462,0.486739
6000,0.177,0.358,0.465,0.491312
6500,0.168,0.312,0.520,0.469942
7000,0.211,0.297,0.492,0.500689
7500,0.242,0.291,0.468,0.503850
8000,0.333,0.156,0.511,0.472431
8500,0.428,0.144,0.428,0.476770
9000,0.450,0.116,0.434,0.452466
9500,0.434,0.125,0.440,0.451878
10000,0.474,0.098,0.428,0.423503
10500,0.398,0.138,0.465,0.466638
11000,0.422,0.095,0.483,0.431020
11500,0.410,0.131,0.459,0.434178
12000,0.511,0.080,0.410,0.370321
12500,0.498,0.113,0.388,0.443805
13000,0.465,0.092,0.443,0.436666
13500,0.483,0.058,0.459,0.439831
14000,0.468,0.073,0.459,0.429701
14500,0.474,0.098,0.428,0.435029
15000,0.465,0.089,0.446,0.445891
15500,0.443,0.101,0.456,0.432094
16000,0.434,0.101,0.465,0.444599
16500,0.453,0.101,0.446,0.464323
17000,0.502,0.080,0.419,0.431729
17500,0.480,0.058,0.462,0.418126
18000,0.547,0.064,0.388,0.412966
18500,0.602,0.061,0.336,0.385260
19000,0.590,0.052,0.358,0.378647
19500,0.612,0.061,0.327,0.361750
20000,0.627,0.076,0.297,0.364737
20500,0.627,0.052,0.321,0.367893
21000,0.609,0.070,0.321,0.390340
21500,0.661,0.040,0.300,0.354993
22000,0.685,0.015,0.300,0.315206
22500,0.657,0.037,0.306,0.339483
23000,0.703,0.037,0.260,0.309340
23500,0.713,0.031,0.257,0.314741
24000,0.615,0.015,0.370,0.364739
24500,0.612,0.031,0.358,0.376925
25000,0.621,0.040,0.339,0.370787
25500,0.651,0.031,0.318,0.347834
26000,0.676,0.040,0.284,0.354431
26500,0.673,0.046,0.281,0.356681
27000,0.685,0.018,0.297,0.323428
27500,0.713,0.028,0.260,0.310501
28000,0.697,0.037,0.266,0.322359
28500,0.691,0.009,0.300,0.319716
29000,0.654,0.021,0.324,0.328121
29500,0.642,0.040,0.318,0.312263
30000,0.691,0.043,0.266,0.326377
30500,0.667,0.037,0.297,0.304930
31000,0.657,0.055,0.287,0.367781
31500,0.633,0.037,0.330,0.346830
32000,0.581,0.076,0.343,0.355523
32500,0.535,0.058,0.407,0.371834
33000,0.520,0.080,0.401,0.412432
33500,0.492,0.101,0.407,0.430753
34000,0.410,0.089,0.502,0.441933
34500,0.434,0.107,0.459,0.467244
35000,0.437,0.107,0.456,0.443307
35500,0.450,0.092,0.459,0.426185
36000,0.431,0.116,0.453,0.453385
36500,0.459,0.128,0.413,0.459609
37000,0.450,0.131,0.419,0.458368
37500,0.495,0.061,0.443,0.408340
38000,0.471,0.089,0.440,0.435222
38500,0.498,0.067,0.434,0.391839
39000,0.508,0.092,0.401,0.433613
39500,0.520,0.095,0.385,0.417979
40000,0.394,0.098,0.508,0.453765
40500,0.385,0.116,0.498,0.446338
41000,0.419,0.098,0.483,0.463398
41500,0.437,0.141,0.422,0.471672
42000,0.416,0.128,0.456,0.471332
42500,0.483,0.073,0.443,0.435022
43000,0.514,0.113,0.373,0.436177
43500,0.477,0.095,0.428,0.426357
44000,0.495,0.095,0.410,0.452932
44500,0.532,0.080,0.388,0.434257
45000,0.602,0.034,0.364,0.395869
45500,0.578,0.037,0.385,0.384296
46000,0.602,0.061,0.336,0.387732
46500,0.541,0.067,0.391,0.419523
47000,0.517,0.076,0.407,0.445279
47500,0.523,0.083,0.394,0.433365
48000,0.529,0.095,0.376,0.432661
48500,0.541,0.113,0.346,0.421426
49000,0.566,0.083,0.352,0.400306
49500,0.550,0.101,0.349,0.410300
50000,0.554,0.092,0.355,0.388461
50500,0.547,0.092,0.361,0.421563
51000,0.560,0.110,0.330,0.389668
51500,0.590,0.086,0.324,0.385891
52000,0.593,0.064,0.343,0.343364
52500,0.578,0.064,0.358,0.370854
53000,0.575,0.073,0.352,0.412101
53500,0.520,0.070,0.410,0.432119
54000,0.535,0.052,0.413,0.419845
54500,0.557,0.055,0.388,0.406378
55000,0.544,0.040,0.416,0.396752
55500,0.554,0.070,0.376,0.402234
56000,0.538,0.055,0.407,0.392367
56500,0.587,0.049,0.364,0.373438
57000,0.581,0.061,0.358,0.382865
57500,0.627,0.055,0.318,0.375096
