time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.945,0.025,0.084316
1000,0.030,0.935,0.035,0.099383
1500,0.037,0.893,0.069,0.160642
2000,0.062,0.824,0.114,0.260323
2500,0.069,0.772,0.159,0.322262
3000,0.079,0.747,0.174,0.317691
3500,0.124,0.695,0.181,0.382390
4000,0.114,0.707,0.179,0.341862
4500,0.102,0.687,0.211,0.357095
5000,0.129,0.687,0.184,0.361361
5500,0.084,0.685,0.231,0.352150
6000,0.087,0.727,0.186,0.320334
6500,0.134,0.697,0.169,0.346543
7000,0.102,0.744,0.154,0.287494
7500,0.089,0.737,0.174,0.293202
8000,0.057,0.772,0.171,0.267455
8500,0.057,0.809,0.134,0.234900
9000,0.050,0.839,0.112,0.191924
9500,0.055,0.821,0.124,0.230163
10000,0.079,0.797,0.124,0.278904
10500,0.062,0.809,0.129,0.237912
11000,0.079,0.792,0.129,0.259179
11500,0.060,0.774,0.166,0.267682
12000,0.079,0.816,0.104,0.232330
12500,0.077,0.801,0.122,0.236470
13000,0.067,0.797,0.136,0.237731
13500,0.057,0.779,0.164,0.270506
14000,0.052,0.821,0.127,0.201889
14500,0.050,0.839,0.112,0.192275
15000,0.060,0.789,0.151,0.270582
15500,0.065,0.774,0.161,0.279833
16000,0.074,0.772,0.154,0.275162
16500,0.092,0.715,0.194,0.331618
17000,0.094,0.710,0.196,0.346183
17500,0.099,0.695,0.206,0.364618
18000,0.104,0.762,0.134,0.295754
18500,0.079,0.767,0.154,0.300220
19000,0.060,0.794,0.146,0.247828
19500,0.062,0.792,0.146,0.237556
20000,0.057,0.779,0.164,0.259172
20500,0.050,0.811,0.139,0.240419
21000,0.040,0.809,0.151,0.222254
21500,0.047,0.829,0.124,0.200054
22000,0.062,0.804,0.134,0.229087
22500,0.077,0.762,0.161,0.273751
23000,0.072,0.792,0.136,0.270067
23500,0.067,0.801,0.132,0.229476
24000,0.050,0.841,0.109,0.188544
24500,0.050,0.856,0.094,0.174324
25000,0.047,0.829,0.124,0.217989
25500,0.045,0.849,0.107,0.188920
26000,0.069,0.809,0.122,0.244730
26500,0.092,0.744,0.164,0.311958
27000,0.074,0.779,0.146,0.263741
27500,0.069,0.782,0.149,0.274904
28000,0.062,0.819,0.119,0.244797
28500,0.047,0.836,0.117,0.192853
29000,0.084,0.814,0.102,0.206287
29500,0.060,0.854,0.087,0.159393
30000,0.065,0.836,0.099,0.193215
30500,0.065,0.856,0.079,0.175733
31000,0.057,0.826,0.117,0.200594
31500,0.057,0.821,0.122,0.231589
32000,0.050,0.806,0.144,0.263808
32500,0.072,0.816,0.112,0.217228
33000,0.060,0.814,0.127,0.205449
33500,0.050,0.777,0.174,0.278904
34000,0.057,0.806,0.136,0.236220
34500,0.052,0.841,0.107,0.188921
35000,0.042,0.861,0.097,0.171182
35500,0.057,0.866,0.077,0.158357
36000,0.042,0.881,0.077,0.159235
36500,0.040,0.881,0.079,0.176717
37000,0.050,0.881,0.069,0.159501
37500,0.037,0.878,0.084,0.164643
38000,0.040,0.873,0.087,0.166588
38500,0.045,0.901,0.055,0.123648
39000,0.037,0.883,0.079,0.156302
39500,0.032,0.881,0.087,0.159287
40000,0.040,0.873,0.087,0.164368
40500,0.047,0.854,0.099,0.197826
41000,0.040,0.856,0.104,0.179363
41500,0.050,0.841,0.109,0.223054
42000,0.037,0.866,0.097,0.169483
42500,0.032,0.903,0.065,0.123570
43000,0.032,0.881,0.087,0.149983
43500,0.040,0.864,0.097,0.192113
44000,0.040,0.873,0.087,0.167001
44500,0.050,0.898,0.052,0.134383
45000,0.042,0.888,0.069,0.127843
45500,0.045,0.876,0.079,0.156646
46000,0.037,0.854,0.109,0.196725
46500,0.050,0.836,0.114,0.234318
47000,0.035,0.859,0.107,0.185346
47500,0.042,0.883,0.074,0.168585
48000,0.052,0.851,0.097,0.196431
48500,0.042,0.868,0.089,0.165300
49000,0.047,0.888,0.065,0.138944
49500,0.047,0.868,0.084,0.185277
50000,0.057,0.816,0.127,0.264969
50500,0.045,0.841,0.114,0.193255
51000,0.055,0.841,0.104,0.203585
51500,0.045,0.849,0.107,0.189090
52000,0.035,0.839,0.127,0.202687
52500,0.042,0.861,0.097,0.158552
53000,0.045,0.851,0.104,0.182249
53500,0.067,0.819,0.114,0.228050
54000,0.062,0.811,0.127,0.229422
54500,0.057,0.799,0.144,0.239645
55000,0.060,0.841,0.099,0.207393
55500,0.062,0.844,0.094,0.200356
56000,0.074,0.792,0.134,0.259937
56500,0.072,0.787,0.141,0.257568
57000,0.082,0.764,0.154,0.280120
57500,0.062,0.772,0.166,0.270073
58000,0.079,0.801,0.119,0.227435
58500,0.055,0.856,0.089,0.156808
59000,0.057,0.851,0.092,0.173190
59500,0.047,0.854,0.099,0.178558
60000,0.050,0.868,0.082,0.168988
60500,0.042,0.873,0.084,0.155525
61000,0.042,0.856,0.102,0.172549
61500,0.047,0.834,0.119,0.229172
62000,0.052,0.811,0.136,0.244582
62500,0.067,0.804,0.129,0.280780
63000,0.069,0.797,0.134,0.254463
63500,0.065,0.814,0.122,0.244239
64000,0.079,0.789,0.132,0.293135
64500,0.047,0.826,0.127,0.219021
65000,0.045,0.834,0.122,0.189972
65500,0.032,0.883,0.084,0.155707
66000,0.040,0.883,0.077,0.138702
66500,0.035,0.903,0.062,0.123079
67000,0.045,0.878,0.077,0.136117
67500,0.045,0.824,0.132,0.217415
68000,0.040,0.861,0.099,0.166055
68500,0.045,0.841,0.114,0.181237
69000,0.040,0.864,0.097,0.159366
69500,0.057,0.856,0.087,0.182362
70000,0.045,0.856,0.099,0.198473
70500,0.057,0.819,0.124,0.241085
71000,0.062,0.782,0.156,0.275254
71500,0.079,0.769,0.151,0.284556
72000,0.062,0.762,0.176,0.277854
72500,0.074,0.774,0.151,0.251276
73000,0.097,0.752,0.151,0.287649
73500,0.109,0.732,0.159,0.344967
74000,0.089,0.749,0.161,0.292794
74500,0.084,0.752,0.164,0.286347
75000,0.065,0.752,0.184,0.285950
75500,0.079,0.767,0.154,0.293396
76000,0.062,0.749,0.189,0.301857
76500,0.114,0.707,0.179,0.314870
77000,0.099,0.734,0.166,0.302502
77500,0.117,0.682,0.201,0.377735
78000,0.074,0.715,0.211,0.331547
78500,0.065,0.702,0.233,0.332084
79000,0.084,0.727,0.189,0.304033
79500,0.102,0.737,0.161,0.312551
80000,0.139,0.640,0.221,0.400248
80500,0.144,0.658,0.199,0.378101
81000,0.092,0.717,0.191,0.314841
81500,0.082,0.747,0.171,0.328744
82000,0.055,0.809,0.136,0.237596
82500,0.045,0.841,0.114,0.197212
83000,0.042,0.871,0.087,0.169222
83500,0.042,0.903,0.055,0.125064
84000,0.037,0.873,0.089,0.172523
84500,0.045,0.871,0.084,0.168847
85000,0.052,0.819,0.129,0.262949
85500,0.062,0.821,0.117,0.226446
86000,0.055,0.839,0.107,0.199889
86500,0.079,0.804,0.117,0.260773
87000,0.057,0.784,0.159,0.274322
87500,0.087,0.734,0.179,0.353153
88000,0.055,0.821,0.124,0.220763
88500,0.055,0.789,0.156,0.262703
89000,0.057,0.809,0.134,0.245516
89500,0.074,0.784,0.141,0.289168
90000,0.079,0.779,0.141,0.288007
90500,0.087,0.774,0.139,0.280365
91000,0.089,0.762,0.149,0.289736
91500,0.079,0.727,0.194,0.317143
92000,0.107,0.722,0.171,0.333878
92500,0.102,0.722,0.176,0.339910
93000,0.067,0.767,0.166,0.266188
93500,0.074,0.772,0.154,0.256631
94000,0.074,0.784,0.141,0.245812
94500,0.065,0.792,0.144,0.243164
95000,0.117,0.672,0.211,0.376573
95500,0.104,0.665,0.231,0.367562
96000,0.119,0.677,0.203,0.354115
96500,0.094,0.685,0.221,0.332367
97000,0.077,0.739,0.184,0.256931
97500,0.099,0.732,0.169,0.294569
98000,0.074,0.767,0.159,0.270819
98500,0.062,0.826,0.112,0.187715
99000,0.072,0.799,0.129,0.226275
99500,0.065,0.809,0.127,0.237026
100000,0.074,0.826,0.099,0.208832
