time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.032,0.926,0.042,0.131920
1000,0.030,0.854,0.117,0.234209
1500,0.037,0.804,0.159,0.294070
2000,0.047,0.730,0.223,0.353455
2500,0.060,0.608,0.333,0.418169
3000,0.089,0.499,0.412,0.445232
3500,0.092,0.427,0.481,0.431132
4000,0.114,0.357,0.529,0.425524
4500,0.139,0.325,0.536,0.426414
5000,0.189,0.298,0.514,0.440337
5500,0.191,0.246,0.563,0.409119
6000,0.179,0.231,0.591,0.402640
6500,0.203,0.213,0.583,0.433240
7000,0.213,0.201,0.586,0.437032
7500,0.246,0.144,0.610,0.403964
8000,0.251,0.132,0.618,0.388945
8500,0.258,0.159,0.583,0.436062
9000,0.221,0.164,0.615,0.404797
9500,0.268,0.159,0.573,0.421661
10000,0.280,0.171,0.548,0.446622
10500,0.323,0.151,0.526,0.451710
11000,0.295,0.132,0.573,0.435194
11500,0.278,0.136,0.586,0.418725
12000,0.261,0.112,0.628,0.382193
12500,0.278,0.166,0.556,0.447941
13000,0.280,0.146,0.573,0.441950
13500,0.223,0.174,0.603,0.414384
14000,0.223,0.159,0.618,0.399871
14500,0.196,0.176,0.628,0.413533
15000,0.263,0.146,0.591,0.431732
15500,0.258,0.139,0.603,0.412225
16000,0.258,0.164,0.578,0.429307
16500,0.285,0.122,0.593,0.406752
17000,0.300,0.124,0.576,0.425040
17500,0.352,0.109,0.538,0.421813
18000,0.305,0.129,0.566,0.417745
18500,0.280,0.099,0.620,0.374234
19000,0.335,0.129,0.536,0.434701
19500,0.355,0.107,0.538,0.420543
20000,0.333,0.136,0.531,0.440033
20500,0.270,0.134,0.596,0.410186
21000,0.300,0.154,0.546,0.437253
21500,0.275,0.181,0.543,0.440177
22000,0.251,0.201,0.548,0.451075
22500,0.248,0.146,0.605,0.413620
23000,0.256,0.149,0.596,0.416915
23500,0.300,0.132,0.568,0.432163
24000,0.246,0.146,0.608,0.437887
24500,0.251,0.149,0.600,0.431321
25000,0.251,0.166,0.583,0.423911
25500,0.263,0.122,0.615,0.393439
26000,0.280,0.112,0.608,0.394660
26500,0.323,0.132,0.546,0.451188
27000,0.320,0.149,0.531,0.452622
27500,0.295,0.102,0.603,0.386973
28000,0.298,0.141,0.561,0.439756
28500,0.285,0.132,0.583,0.424860
29000,0.305,0.122,0.573,0.429742
29500,0.313,0.114,0.573,0.418433
30000,0.313,0.129,0.558,0.434793
30500,0.283,0.117,0.600,0.400307
31000,0.308,0.107,0.586,0.415211
31500,0.330,0.117,0.553,0.418765
32000,0.273,0.134,0.593,0.421916
32500,0.268,0.141,0.591,0.432660
33000,0.303,0.122,0.576,0.429539
33500,0.285,0.124,0.591,0.403394
34000,0.283,0.134,0.583,0.427509
34500,0.251,0.149,0.600,0.401937
35000,0.243,0.201,0.556,0.435974
35500,0.280,0.181,0.538,0.455718
36000,0.270,0.196,0.533,0.453175
36500,0.233,0.166,0.600,0.418704
37000,0.199,0.201,0.600,0.412775
37500,0.189,0.243,0.568,0.435709
38000,0.189,0.211,0.600,0.408610
38500,0.201,0.228,0.571,0.433737
39000,0.248,0.179,0.573,0.430953
39500,0.246,0.161,0.593,0.425126
40000,0.298,0.169,0.533,0.463411
40500,0.270,0.141,0.588,0.425998
41000,0.266,0.136,0.598,0.416579
41500,0.285,0.151,0.563,0.442527
42000,0.303,0.154,0.543,0.441620
42500,0.258,0.194,0.548,0.451156
43000,0.275,0.156,0.568,0.434152
43500,0.243,0.169,0.588,0.427472
44000,0.218,0.159,0.623,0.393000
44500,0.216,0.156,0.628,0.403382
45000,0.275,0.149,0.576,0.430246
45500,0.293,0.139,0.568,0.429095
46000,0.370,0.087,0.543,0.418323
46500,0.395,0.082,0.524,0.417128
47000,0.380,0.072,0.548,0.398888
47500,0.350,0.109,0.541,0.418038
48000,0.308,0.144,0.548,0.448821
48500,0.315,0.112,0.573,0.425973
49000,0.335,0.109,0.556,0.437251
49500,0.315,0.117,0.568,0.429058
50000,0.313,0.119,0.568,0.443518
50500,0.310,0.161,0.529,0.450325
51000,0.330,0.159,0.511,0.466474
51500,0.313,0.151,0.536,0.448184
52000,0.313,0.139,0.548,0.431307
52500,0.308,0.159,0.533,0.438221
53000,0.295,0.139,0.566,0.428617
53500,0.320,0.139,0.541,0.427693
54000,0.305,0.132,0.563,0.421941
54500,0.350,0.127,0.524,0.447387
55000,0.362,0.104,0.533,0.430781
55500,0.352,0.107,0.541,0.423244
56000,0.365,0.097,0.538,0.422119
56500,0.352,0.127,0.521,0.444457
57000,0.335,0.082,0.583,0.420419
57500,0.350,0.092,0.558,0.420011
58000,0.380,0.087,0.533,0.430747
58500,0.330,0.114,0.556,0.419572
59000,0.266,0.122,0.613,0.392533
59500,0.211,0.164,0.625,0.406603
60000,0.256,0.161,0.583,0.424608
60500,0.268,0.141,0.591,0.425368
61000,0.340,0.129,0.531,0.441449
61500,0.342,0.109,0.548,0.428313
62000,0.310,0.122,0.568,0.427855
62500,0.333,0.134,0.533,0.437826
63000,0.337,0.129,0.533,0.441129
63500,0.380,0.099,0.521,0.430993
64000,0.385,0.084,0.531,0.420187
64500,0.377,0.077,0.546,0.416590
65000,0.340,0.092,0.568,0.424761
65500,0.310,0.107,0.583,0.411510
66000,0.318,0.107,0.576,0.413180
66500,0.253,0.139,0.608,0.412845
67000,0.233,0.181,0.586,0.423948
67500,0.231,0.189,0.581,0.426223
68000,0.221,0.206,0.573,0.439797
68500,0.203,0.218,0.578,0.439873
69000,0.246,0.174,0.581,0.431872
69500,0.216,0.156,0.628,0.390691
70000,0.226,0.196,0.578,0.427075
70500,0.238,0.186,0.576,0.433951
71000,0.211,0.159,0.630,0.390321
71500,0.196,0.174,0.630,0.403723
72000,0.266,0.211,0.524,0.472692
72500,0.243,0.208,0.548,0.461321
73000,0.226,0.194,0.581,0.428808
73500,0.268,0.174,0.558,0.454676
74000,0.213,0.144,0.643,0.391001
74500,0.206,0.176,0.618,0.413246
75000,0.196,0.194,0.610,0.418277
75500,0.268,0.166,0.566,0.426822
76000,0.263,0.194,0.543,0.441869
76500,0.226,0.174,0.600,0.404075
77000,0.308,0.169,0.524,0.462262
77500,0.275,0.149,0.576,0.428635
78000,0.293,0.169,0.538,0.435069
78500,0.280,0.149,0.571,0.431371
79000,0.263,0.107,0.630,0.381881
79500,0.270,0.149,0.581,0.444171
80000,0.290,0.124,0.586,0.417303
80500,0.303,0.122,0.576,0.425952
81000,0.328,0.119,0.553,0.424752
81500,0.273,0.132,0.596,0.417920
82000,0.270,0.186,0.543,0.459735
82500,0.266,0.124,0.610,0.412088
83000,0.305,0.136,0.558,0.429957
83500,0.300,0.117,0.583,0.430119
84000,0.266,0.156,0.578,0.426326
84500,0.290,0.112,0.598,0.408618
85000,0.308,0.129,0.563,0.420557
85500,0.273,0.132,0.596,0.415052
86000,0.268,0.144,0.588,0.404293
86500,0.256,0.186,0.558,0.435324
87000,0.273,0.132,0.596,0.419303
87500,0.280,0.144,0.576,0.426341
88000,0.298,0.151,0.551,0.440740
88500,0.285,0.146,0.568,0.440582
89000,0.270,0.164,0.566,0.419816
89500,0.283,0.146,0.571,0.417569
90000,0.308,0.099,0.593,0.402416
90500,0.308,0.124,0.568,0.420651
91000,0.290,0.117,0.593,0.418984
91500,0.308,0.122,0.571,0.431576
92000,0.298,0.141,0.561,0.439264
92500,0.305,0.156,0.538,0.436346
93000,0.270,0.169,0.561,0.421971
93500,0.298,0.166,0.536,0.448575
94000,0.293,0.136,0.571,0.431285
94500,0.280,0.104,0.615,0.394963
95000,0.261,0.144,0.596,0.428567
95500,0.275,0.122,0.603,0.410142
96000,0.308,0.151,0.541,0.444617
96500,0.305,0.134,0.561,0.431392
97000,0.283,0.154,0.563,0.444762
97500,0.246,0.161,0.593,0.432992
98000,0.258,0.171,0.571,0.435700
98500,0.283,0.179,0.538,0.453873
99000,0.315,0.151,0.533,0.447758
99500,0.280,0.166,0.553,0.436679
100000,0.248,0.174,0.578,0.436265
