time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.920,0.052,0.130583
1000,0.034,0.850,0.116,0.231741
1500,0.046,0.820,0.135,0.251776
2000,0.061,0.823,0.116,0.253438
2500,0.058,0.752,0.190,0.322515
3000,0.055,0.758,0.187,0.291019
3500,0.073,0.765,0.162,0.314036
4000,0.119,0.648,0.232,0.399990
4500,0.113,0.590,0.297,0.430800
5000,0.128,0.612,0.260,0.439288
5500,0.144,0.578,0.278,0.451534
6000,0.165,0.544,0.291,0.482219
6500,0.199,0.529,0.272,0.493320
7000,0.150,0.514,0.336,0.480486
7500,0.208,0.511,0.281,0.490071
8000,0.202,0.486,0.312,0.501672
8500,0.260,0.407,0.333,0.497453
9000,0.309,0.382,0.309,0.492126
9500,0.297,0.404,0.300,0.510212
10000,0.251,0.425,0.324,0.518420
10500,0.306,0.394,0.300,0.520344
11000,0.309,0.388,0.303,0.511684
11500,0.251,0.425,0.324,0.492399
12000,0.220,0.535,0.245,0.452094
12500,0.174,0.502,0.324,0.473809
13000,0.269,0.422,0.309,0.513236
13500,0.330,0.339,0.330,0.523785
14000,0.349,0.315,0.336,0.519851
14500,0.391,0.266,0.343,0.505815
15000,0.459,0.220,0.321,0.492597
15500,0.486,0.245,0.269,0.480606
16000,0.505,0.165,0.330,0.453009
16500,0.523,0.168,0.309,0.429885
17000,0.520,0.193,0.287,0.441948
17500,0.523,0.202,0.275,0.448995
18000,0.502,0.187,0.312,0.458921
18500,0.563,0.153,0.284,0.438000
19000,0.694,0.101,0.205,0.348692
19500,0.694,0.095,0.211,0.342028
20000,0.651,0.061,0.287,0.366817
20500,0.734,0.046,0.220,0.279140
21000,0.777,0.031,0.193,0.226270
21500,0.853,0.006,0.141,0.171934
22000,0.844,0.009,0.147,0.190017
22500,0.862,0.015,0.122,0.164670
23000,0.878,0.009,0.113,0.155217
23500,0.905,0.003,0.092,0.111758
24000,0.960,0.003,0.037,0.040588
24500,0.982,0.003,0.015,0.018582
25000,0.982,0.000,0.018,0.022235
25500,0.969,0.012,0.018,0.049279
26000,0.960,0.000,0.040,0.052976
26500,0.979,0.000,0.021,0.027201
27000,0.988,0.000,0.012,0.018675
27500,1.000,0.000,0.000,0.000000
