time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.940,0.030,0.103453
1000,0.030,0.931,0.040,0.118248
1500,0.030,0.893,0.077,0.173021
2000,0.045,0.794,0.161,0.286417
2500,0.045,0.789,0.166,0.271670
3000,0.055,0.762,0.184,0.308934
3500,0.067,0.730,0.203,0.345939
4000,0.052,0.685,0.263,0.363074
4500,0.079,0.623,0.298,0.413577
5000,0.102,0.536,0.362,0.448783
5500,0.169,0.412,0.419,0.483094
6000,0.176,0.437,0.387,0.481518
6500,0.196,0.422,0.382,0.481478
7000,0.191,0.345,0.464,0.468936
7500,0.199,0.335,0.467,0.469873
8000,0.233,0.337,0.429,0.487417
8500,0.194,0.278,0.529,0.442369
9000,0.288,0.241,0.471,0.470578
9500,0.258,0.241,0.501,0.455742
10000,0.325,0.223,0.452,0.475009
10500,0.308,0.241,0.452,0.489656
11000,0.285,0.258,0.457,0.481812
11500,0.290,0.241,0.469,0.475316
12000,0.270,0.263,0.467,0.477142
12500,0.283,0.236,0.481,0.475441
13000,0.263,0.248,0.489,0.465554
13500,0.320,0.243,0.437,0.489450
14000,0.300,0.243,0.457,0.476411
14500,0.335,0.203,0.462,0.484934
15000,0.330,0.194,0.476,0.454619
15500,0.409,0.171,0.419,0.447834
16000,0.400,0.174,0.427,0.446717
16500,0.397,0.161,0.442,0.458304
17000,0.412,0.132,0.457,0.442042
17500,0.400,0.156,0.444,0.462282
18000,0.402,0.169,0.429,0.476959
18500,0.452,0.134,0.414,0.457152
19000,0.457,0.169,0.375,0.472809
19500,0.467,0.151,0.382,0.463346
20000,0.412,0.159,0.429,0.454335
20500,0.422,0.179,0.400,0.468871
21000,0.402,0.174,0.424,0.468082
21500,0.432,0.129,0.439,0.435578
22000,0.412,0.166,0.422,0.467085
22500,0.362,0.186,0.452,0.472080
23000,0.392,0.171,0.437,0.472603
23500,0.409,0.174,0.417,0.477157
24000,0.429,0.132,0.439,0.448952
24500,0.481,0.146,0.372,0.446521
25000,0.424,0.136,0.439,0.447014
25500,0.419,0.156,0.424,0.470021
26000,0.409,0.151,0.439,0.469953
26500,0.449,0.151,0.400,0.464111
27000,0.442,0.127,0.432,0.447221
27500,0.417,0.166,0.417,0.470737
28000,0.397,0.176,0.427,0.470601
28500,0.365,0.191,0.444,0.482898
29000,0.365,0.196,0.439,0.475484
29500,0.340,0.208,0.452,0.492839
30000,0.352,0.211,0.437,0.484478
30500,0.303,0.226,0.471,0.473897
31000,0.328,0.233,0.439,0.487330
31500,0.335,0.238,0.427,0.488268
32000,0.387,0.189,0.424,0.483238
32500,0.385,0.191,0.424,0.479094
33000,0.377,0.191,0.432,0.474086
33500,0.350,0.208,0.442,0.489745
34000,0.360,0.206,0.434,0.473568
34500,0.335,0.218,0.447,0.476487
35000,0.320,0.194,0.486,0.456504
35500,0.409,0.151,0.439,0.458531
36000,0.380,0.166,0.454,0.464905
36500,0.407,0.149,0.444,0.450821
37000,0.400,0.194,0.407,0.477701
37500,0.375,0.174,0.452,0.477259
38000,0.382,0.146,0.471,0.452527
38500,0.360,0.189,0.452,0.467860
39000,0.328,0.184,0.489,0.465778
39500,0.397,0.161,0.442,0.466514
40000,0.442,0.141,0.417,0.458609
40500,0.452,0.132,0.417,0.449550
41000,0.499,0.107,0.395,0.434345
41500,0.548,0.089,0.362,0.399333
42000,0.538,0.097,0.365,0.404670
42500,0.566,0.102,0.333,0.401328
43000,0.588,0.072,0.340,0.376959
43500,0.566,0.082,0.352,0.389527
44000,0.524,0.074,0.402,0.432966
44500,0.581,0.082,0.337,0.414110
45000,0.600,0.057,0.342,0.387784
45500,0.615,0.069,0.315,0.376745
46000,0.558,0.077,0.365,0.406255
46500,0.543,0.089,0.367,0.416321
47000,0.494,0.084,0.422,0.425637
47500,0.526,0.084,0.390,0.416087
48000,0.548,0.102,0.350,0.410067
48500,0.571,0.089,0.340,0.409963
49000,0.625,0.060,0.315,0.352115
49500,0.633,0.067,0.300,0.365294
50000,0.658,0.055,0.288,0.336465
50500,0.623,0.042,0.335,0.345866
51000,0.546,0.079,0.375,0.417864
51500,0.573,0.052,0.375,0.394945
52000,0.563,0.047,0.390,0.393656
52500,0.620,0.055,0.325,0.375653
53000,0.596,0.065,0.340,0.396510
53500,0.581,0.060,0.360,0.388986
54000,0.598,0.065,0.337,0.375384
54500,0.635,0.050,0.315,0.343365
55000,0.628,0.062,0.310,0.377661
55500,0.603,0.099,0.298,0.398102
56000,0.573,0.084,0.342,0.410435
56500,0.556,0.094,0.350,0.422375
57000,0.506,0.129,0.365,0.457412
57500,0.491,0.146,0.362,0.460106
58000,0.499,0.104,0.397,0.435501
58500,0.484,0.134,0.382,0.458713
59000,0.494,0.122,0.385,0.453892
59500,0.481,0.092,0.427,0.419845
60000,0.516,0.104,0.380,0.433705
60500,0.519,0.117,0.365,0.436618
61000,0.578,0.079,0.342,0.377327
61500,0.573,0.062,0.365,0.397402
62000,0.583,0.087,0.330,0.414944
62500,0.610,0.060,0.330,0.396041
63000,0.648,0.050,0.303,0.358435
63500,0.638,0.050,0.313,0.374577
64000,0.615,0.045,0.340,0.378391
64500,0.566,0.077,0.357,0.403257
65000,0.598,0.067,0.335,0.400559
65500,0.618,0.062,0.320,0.382540
66000,0.660,0.077,0.263,0.361285
66500,0.625,0.045,0.330,0.367687
67000,0.638,0.052,0.310,0.376219
67500,0.667,0.030,0.303,0.341556
68000,0.660,0.055,0.285,0.364095
68500,0.640,0.035,0.325,0.363536
69000,0.610,0.045,0.345,0.387942
69500,0.603,0.047,0.350,0.386990
70000,0.581,0.057,0.362,0.397875
70500,0.533,0.077,0.390,0.428431
71000,0.566,0.082,0.352,0.417245
71500,0.583,0.072,0.345,0.401153
72000,0.583,0.067,0.350,0.395994
72500,0.538,0.092,0.370,0.429281
73000,0.511,0.134,0.355,0.454092
73500,0.524,0.102,0.375,0.434228
74000,0.501,0.117,0.382,0.448595
74500,0.511,0.114,0.375,0.441793
75000,0.481,0.127,0.392,0.461319
75500,0.459,0.124,0.417,0.450522
76000,0.429,0.141,0.429,0.459145
76500,0.452,0.104,0.444,0.442901
77000,0.489,0.102,0.409,0.427632
77500,0.546,0.089,0.365,0.412997
78000,0.541,0.107,0.352,0.422067
78500,0.568,0.094,0.337,0.415404
79000,0.583,0.072,0.345,0.389879
79500,0.573,0.079,0.347,0.402365
80000,0.608,0.055,0.337,0.377856
80500,0.561,0.092,0.347,0.423239
81000,0.526,0.097,0.377,0.440179
81500,0.526,0.117,0.357,0.439445
82000,0.437,0.159,0.404,0.465785
82500,0.442,0.151,0.407,0.457750
83000,0.424,0.139,0.437,0.461277
83500,0.447,0.124,0.429,0.453680
84000,0.454,0.112,0.434,0.443232
84500,0.476,0.112,0.412,0.441110
85000,0.429,0.132,0.439,0.459977
85500,0.452,0.127,0.422,0.442400
86000,0.427,0.166,0.407,0.475149
86500,0.479,0.094,0.427,0.429612
87000,0.464,0.119,0.417,0.459274
87500,0.484,0.124,0.392,0.448589
88000,0.390,0.146,0.464,0.456978
88500,0.432,0.164,0.404,0.467130
89000,0.427,0.129,0.444,0.448754
89500,0.404,0.161,0.434,0.473698
90000,0.395,0.156,0.449,0.462325
90500,0.422,0.144,0.434,0.461910
91000,0.442,0.151,0.407,0.457515
91500,0.382,0.199,0.419,0.476085
92000,0.397,0.179,0.424,0.475945
92500,0.402,0.151,0.447,0.445861
93000,0.357,0.181,0.462,0.456856
93500,0.390,0.191,0.419,0.476519
94000,0.382,0.181,0.437,0.475120
94500,0.429,0.134,0.437,0.448817
95000,0.404,0.176,0.419,0.478515
95500,0.424,0.119,0.457,0.444721
96000,0.449,0.144,0.407,0.452819
96500,0.404,0.159,0.437,0.471009
97000,0.432,0.129,0.439,0.454900
97500,0.409,0.129,0.462,0.445410
98000,0.382,0.169,0.449,0.469922
98500,0.479,0.124,0.397,0.433742
99000,0.400,0.164,0.437,0.461601
99500,0.347,0.213,0.439,0.477704
100000,0.347,0.233,0.419,0.491015
