time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.949,0.023,0.077243
1000,0.028,0.917,0.055,0.131440
1500,0.037,0.912,0.051,0.146223
2000,0.037,0.857,0.106,0.190600
2500,0.051,0.848,0.101,0.197761
3000,0.037,0.853,0.111,0.182845
3500,0.032,0.853,0.115,0.195310
4000,0.046,0.816,0.138,0.225919
4500,0.032,0.871,0.097,0.169941
5000,0.046,0.806,0.147,0.258176
5500,0.032,0.793,0.175,0.269182
6000,0.028,0.871,0.101,0.167328
6500,0.041,0.889,0.069,0.145551
7000,0.028,0.922,0.051,0.108386
7500,0.037,0.848,0.115,0.191685
8000,0.028,0.866,0.106,0.183924
8500,0.037,0.876,0.088,0.166585
9000,0.037,0.829,0.134,0.226681
9500,0.041,0.880,0.078,0.156542
10000,0.037,0.857,0.106,0.201315
10500,0.046,0.848,0.106,0.220434
11000,0.037,0.885,0.078,0.162974
11500,0.037,0.848,0.115,0.211611
12000,0.041,0.862,0.097,0.201713
12500,0.041,0.829,0.129,0.227796
13000,0.074,0.733,0.194,0.317719
13500,0.060,0.696,0.244,0.344174
14000,0.074,0.682,0.244,0.345017
14500,0.065,0.770,0.166,0.282220
15000,0.046,0.825,0.129,0.219646
15500,0.032,0.825,0.143,0.214241
16000,0.041,0.857,0.101,0.184778
16500,0.037,0.834,0.129,0.197841
17000,0.051,0.839,0.111,0.210993
17500,0.041,0.843,0.115,0.218530
18000,0.046,0.774,0.180,0.274224
18500,0.032,0.834,0.134,0.207551
19000,0.028,0.834,0.138,0.216742
19500,0.046,0.880,0.074,0.167092
20000,0.041,0.866,0.092,0.175121
20500,0.065,0.806,0.129,0.234627
21000,0.060,0.724,0.217,0.320405
21500,0.041,0.770,0.189,0.270384
22000,0.028,0.839,0.134,0.202199
22500,0.065,0.760,0.175,0.270961
23000,0.055,0.705,0.240,0.339539
23500,0.083,0.737,0.180,0.314362
24000,0.055,0.770,0.175,0.278853
24500,0.055,0.710,0.235,0.308880
25000,0.046,0.788,0.166,0.249878
25500,0.051,0.829,0.120,0.226265
26000,0.046,0.811,0.143,0.219441
26500,0.065,0.756,0.180,0.280435
27000,0.051,0.770,0.180,0.262078
27500,0.041,0.820,0.138,0.220044
28000,0.037,0.820,0.143,0.205542
28500,0.041,0.839,0.120,0.212109
29000,0.041,0.843,0.115,0.215349
29500,0.037,0.871,0.092,0.177622
30000,0.032,0.876,0.092,0.183123
30500,0.051,0.839,0.111,0.216721
31000,0.069,0.770,0.161,0.278103
31500,0.078,0.765,0.157,0.296420
32000,0.069,0.756,0.175,0.302152
32500,0.069,0.724,0.207,0.338124
33000,0.069,0.737,0.194,0.309489
33500,0.083,0.733,0.184,0.321087
34000,0.051,0.747,0.203,0.288150
34500,0.069,0.710,0.221,0.326239
35000,0.069,0.733,0.198,0.300104
35500,0.046,0.816,0.138,0.226266
36000,0.041,0.839,0.120,0.194816
36500,0.032,0.889,0.078,0.129204
37000,0.037,0.871,0.092,0.149479
37500,0.032,0.857,0.111,0.176171
38000,0.046,0.825,0.129,0.223419
38500,0.051,0.793,0.157,0.258009
39000,0.069,0.774,0.157,0.275991
39500,0.046,0.816,0.138,0.239506
40000,0.074,0.710,0.217,0.338645
40500,0.074,0.724,0.203,0.345806
41000,0.074,0.710,0.217,0.345178
41500,0.046,0.756,0.198,0.298363
42000,0.065,0.756,0.180,0.300143
42500,0.074,0.691,0.235,0.349808
43000,0.138,0.581,0.281,0.431721
43500,0.060,0.673,0.267,0.354024
44000,0.055,0.756,0.189,0.281307
44500,0.069,0.714,0.217,0.343106
45000,0.088,0.691,0.221,0.356014
45500,0.097,0.700,0.203,0.327171
46000,0.078,0.691,0.230,0.346379
46500,0.065,0.724,0.212,0.307596
47000,0.037,0.802,0.161,0.242458
47500,0.032,0.853,0.115,0.182309
48000,0.037,0.797,0.166,0.270416
48500,0.046,0.793,0.161,0.262520
49000,0.051,0.751,0.198,0.309395
49500,0.028,0.894,0.078,0.140322
50000,0.032,0.899,0.069,0.132418
50500,0.046,0.797,0.157,0.273228
51000,0.088,0.747,0.166,0.299491
51500,0.041,0.857,0.101,0.181068
52000,0.032,0.871,0.097,0.163172
52500,0.032,0.825,0.143,0.220548
53000,0.046,0.834,0.120,0.213169
53500,0.028,0.834,0.138,0.197888
54000,0.041,0.802,0.157,0.219885
54500,0.051,0.747,0.203,0.297598
55000,0.041,0.774,0.184,0.264008
55500,0.046,0.751,0.203,0.279546
56000,0.065,0.756,0.180,0.294511
56500,0.060,0.806,0.134,0.244592
57000,0.078,0.770,0.152,0.279661
57500,0.069,0.774,0.157,0.288793
58000,0.092,0.728,0.180,0.321776
58500,0.069,0.677,0.253,0.345625
59000,0.124,0.599,0.276,0.398624
59500,0.161,0.539,0.300,0.429669
60000,0.189,0.452,0.359,0.474768
60500,0.276,0.332,0.392,0.491329
61000,0.350,0.272,0.378,0.494915
61500,0.281,0.332,0.387,0.489615
62000,0.276,0.300,0.424,0.484991
62500,0.327,0.318,0.355,0.502100
63000,0.313,0.378,0.309,0.481124
63500,0.318,0.249,0.433,0.490878
64000,0.387,0.281,0.332,0.481839
64500,0.438,0.180,0.382,0.467673
65000,0.608,0.097,0.295,0.381685
65500,0.710,0.074,0.217,0.314665
66000,0.751,0.060,0.189,0.286028
66500,0.811,0.041,0.147,0.222894
67000,0.903,0.018,0.078,0.088856
67500,0.954,0.014,0.032,0.041816
68000,0.982,0.005,0.014,0.007130
68500,0.963,0.000,0.037,0.036040
69000,0.982,0.000,0.018,0.010983
69500,0.991,0.000,0.009,0.000374
70000,0.991,0.000,0.009,0.000374
70500,0.991,0.000,0.009,0.000374
71000,0.991,0.000,0.009,0.000374
71500,0.991,0.000,0.009,0.000374
72000,0.991,0.000,0.009,0.000374
72500,0.991,0.000,0.009,0.000374
73000,0.991,0.000,0.009,0.000374
73500,0.991,0.000,0.009,0.000374
74000,0.991,0.000,0.009,0.000374
74500,0.991,0.000,0.009,0.000374
75000,0.991,0.000,0.009,0.000374
75500,0.991,0.000,0.009,0.000374
76000,0.991,0.000,0.009,0.000374
76500,0.991,0.000,0.009,0.000374
77000,0.991,0.000,0.009,0.000374
77500,0.991,0.000,0.009,0.000374
78000,0.991,0.000,0.009,0.000374
78500,0.991,0.000,0.009,0.000374
79000,0.991,0.000,0.009,0.000374
79500,0.991,0.000,0.009,0.000374
80000,0.991,0.000,0.009,0.000374
80500,0.991,0.000,0.009,0.000374
81000,0.991,0.000,0.009,0.000374
81500,0.991,0.000,0.009,0.000374
82000,0.991,0.000,0.009,0.000374
82500,0.986,0.000,0.014,0.009189
83000,0.982,0.000,0.018,0.018564
83500,0.991,0.000,0.009,0.000374
84000,0.991,0.000,0.009,0.000374
84500,0.991,0.000,0.009,0.000374
85000,0.991,0.000,0.009,0.000374
85500,0.991,0.000,0.009,0.000374
86000,0.991,0.000,0.009,0.000374
86500,0.991,0.000,0.009,0.000374
87000,0.991,0.000,0.009,0.000374
87500,0.991,0.000,0.009,0.000374
88000,0.991,0.000,0.009,0.000374
88500,0.995,0.000,0.005,0.000187
89000,0.995,0.000,0.005,0.000187
89500,0.995,0.000,0.005,0.000187
90000,0.995,0.000,0.005,0.000187
90500,0.995,0.000,0.005,0.000187
91000,0.995,0.000,0.005,0.000187
91500,0.995,0.000,0.005,0.000187
92000,0.995,0.000,0.005,0.000187
92500,1.000,0.000,0.000,0.000000
