time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.930,0.043,0.107750
1000,0.028,0.878,0.095,0.155954
1500,0.028,0.817,0.156,0.241902
2000,0.040,0.670,0.291,0.334541
2500,0.073,0.541,0.385,0.421790
3000,0.092,0.443,0.465,0.448279
3500,0.153,0.358,0.489,0.465909
4000,0.153,0.361,0.486,0.483616
4500,0.147,0.284,0.569,0.463229
5000,0.183,0.251,0.566,0.452963
5500,0.180,0.257,0.563,0.471002
6000,0.214,0.202,0.584,0.460265
6500,0.208,0.269,0.523,0.487116
7000,0.214,0.254,0.532,0.466536
7500,0.245,0.235,0.520,0.476513
8000,0.287,0.165,0.547,0.465660
8500,0.251,0.153,0.596,0.443725
9000,0.336,0.113,0.550,0.431415
9500,0.346,0.131,0.523,0.446067
10000,0.306,0.150,0.544,0.470787
10500,0.321,0.144,0.535,0.477815
11000,0.321,0.190,0.489,0.496591
11500,0.300,0.165,0.535,0.474739
12000,0.211,0.245,0.544,0.463759
12500,0.251,0.254,0.495,0.494531
13000,0.211,0.232,0.557,0.448039
13500,0.223,0.251,0.526,0.477577
14000,0.232,0.180,0.587,0.439580
14500,0.300,0.141,0.560,0.438903
15000,0.235,0.235,0.529,0.476676
15500,0.232,0.177,0.590,0.423740
16000,0.193,0.242,0.566,0.474118
16500,0.174,0.229,0.596,0.446214
17000,0.269,0.223,0.508,0.477427
17500,0.303,0.183,0.514,0.470003
18000,0.321,0.205,0.474,0.489832
18500,0.300,0.199,0.502,0.498398
19000,0.269,0.202,0.529,0.468696
19500,0.251,0.199,0.550,0.452441
20000,0.226,0.251,0.523,0.478812
20500,0.294,0.223,0.483,0.486115
21000,0.211,0.324,0.465,0.482422
21500,0.190,0.303,0.508,0.477491
22000,0.193,0.245,0.563,0.463290
22500,0.284,0.193,0.523,0.486688
23000,0.254,0.223,0.523,0.485715
23500,0.229,0.223,0.547,0.472439
24000,0.254,0.183,0.563,0.461981
24500,0.226,0.260,0.514,0.474480
25000,0.177,0.272,0.550,0.468091
25500,0.245,0.214,0.541,0.460007
26000,0.239,0.239,0.523,0.486747
26500,0.272,0.171,0.557,0.450367
27000,0.275,0.217,0.508,0.475916
27500,0.275,0.211,0.514,0.491821
28000,0.260,0.202,0.538,0.449309
28500,0.248,0.223,0.529,0.477777
29000,0.242,0.217,0.541,0.473587
29500,0.229,0.199,0.572,0.439885
30000,0.303,0.190,0.508,0.487351
30500,0.245,0.199,0.557,0.448329
31000,0.263,0.211,0.526,0.471262
31500,0.156,0.278,0.566,0.464729
32000,0.239,0.260,0.502,0.502348
32500,0.199,0.248,0.554,0.460103
33000,0.232,0.202,0.566,0.439045
33500,0.235,0.229,0.535,0.466125
34000,0.306,0.208,0.486,0.494693
34500,0.226,0.217,0.557,0.456753
35000,0.208,0.260,0.532,0.481001
35500,0.245,0.214,0.541,0.462534
36000,0.177,0.202,0.621,0.411314
36500,0.254,0.223,0.523,0.471431
37000,0.229,0.226,0.544,0.460672
37500,0.174,0.235,0.590,0.427852
38000,0.232,0.159,0.609,0.433882
38500,0.291,0.177,0.532,0.481838
39000,0.220,0.260,0.520,0.487856
39500,0.217,0.269,0.514,0.493109
40000,0.281,0.159,0.560,0.442087
40500,0.306,0.174,0.520,0.478118
41000,0.260,0.165,0.575,0.451970
41500,0.251,0.183,0.566,0.465680
42000,0.278,0.190,0.532,0.480747
42500,0.257,0.159,0.584,0.456592
43000,0.324,0.150,0.526,0.469846
43500,0.263,0.171,0.566,0.452962
44000,0.281,0.190,0.529,0.471952
44500,0.272,0.153,0.575,0.439575
45000,0.336,0.141,0.523,0.451669
45500,0.257,0.150,0.593,0.422281
46000,0.208,0.193,0.599,0.455611
46500,0.248,0.190,0.563,0.470166
47000,0.211,0.174,0.615,0.423050
47500,0.211,0.193,0.596,0.433856
48000,0.229,0.232,0.538,0.454678
48500,0.202,0.251,0.547,0.464145
49000,0.220,0.214,0.566,0.455565
49500,0.217,0.245,0.538,0.454696
50000,0.254,0.193,0.554,0.447856
50500,0.266,0.168,0.566,0.466236
51000,0.248,0.165,0.587,0.430524
51500,0.232,0.226,0.541,0.456765
52000,0.214,0.199,0.587,0.452510
52500,0.232,0.229,0.538,0.463515
53000,0.287,0.150,0.563,0.435751
53500,0.291,0.208,0.502,0.485801
54000,0.281,0.159,0.560,0.459472
54500,0.404,0.101,0.495,0.458797
55000,0.324,0.122,0.554,0.454394
55500,0.269,0.177,0.554,0.465196
56000,0.217,0.183,0.599,0.435890
56500,0.248,0.199,0.554,0.478712
57000,0.248,0.199,0.554,0.467619
57500,0.275,0.156,0.569,0.445139
58000,0.303,0.138,0.560,0.420550
58500,0.275,0.110,0.615,0.426724
59000,0.306,0.119,0.575,0.447673
59500,0.251,0.171,0.578,0.446839
60000,0.217,0.235,0.547,0.469642
60500,0.226,0.190,0.584,0.438445
61000,0.291,0.211,0.498,0.477540
61500,0.239,0.168,0.593,0.408263
62000,0.196,0.165,0.639,0.409154
62500,0.168,0.248,0.584,0.456662
63000,0.150,0.297,0.554,0.453763
63500,0.196,0.251,0.554,0.466952
64000,0.239,0.208,0.554,0.470419
64500,0.272,0.205,0.523,0.482995
65000,0.263,0.171,0.566,0.465836
65500,0.239,0.239,0.523,0.483831
66000,0.275,0.223,0.502,0.487672
66500,0.260,0.205,0.535,0.469806
67000,0.284,0.177,0.538,0.472800
