time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.899,0.074,0.149167
1000,0.032,0.765,0.203,0.298415
1500,0.060,0.677,0.263,0.358922
2000,0.083,0.567,0.350,0.415384
2500,0.124,0.401,0.475,0.441978
3000,0.258,0.387,0.355,0.483762
3500,0.281,0.276,0.442,0.478650
4000,0.401,0.249,0.350,0.460532
4500,0.396,0.235,0.369,0.481430
5000,0.415,0.171,0.415,0.455938
5500,0.475,0.101,0.424,0.430219
6000,0.512,0.138,0.350,0.436717
6500,0.576,0.069,0.355,0.386619
7000,0.618,0.069,0.313,0.380718
7500,0.581,0.060,0.359,0.379541
8000,0.535,0.074,0.392,0.408613
8500,0.590,0.078,0.332,0.401356
9000,0.530,0.111,0.359,0.426679
9500,0.535,0.097,0.369,0.405533
10000,0.461,0.101,0.438,0.425247
10500,0.479,0.152,0.369,0.449932
11000,0.581,0.078,0.341,0.377675
11500,0.594,0.065,0.341,0.380488
12000,0.618,0.060,0.323,0.364205
12500,0.502,0.078,0.419,0.407370
13000,0.581,0.074,0.346,0.387940
13500,0.576,0.065,0.359,0.406629
14000,0.571,0.078,0.350,0.404847
14500,0.636,0.055,0.309,0.372275
15000,0.682,0.023,0.295,0.322224
15500,0.636,0.060,0.304,0.386796
16000,0.618,0.097,0.286,0.363163
16500,0.567,0.083,0.350,0.419100
17000,0.456,0.134,0.410,0.451082
17500,0.479,0.138,0.382,0.459138
18000,0.429,0.157,0.415,0.462241
18500,0.484,0.065,0.452,0.404795
19000,0.406,0.143,0.452,0.462414
19500,0.484,0.129,0.387,0.442180
20000,0.516,0.097,0.387,0.419077
20500,0.512,0.129,0.359,0.439199
21000,0.521,0.106,0.373,0.423984
21500,0.544,0.041,0.415,0.394094
22000,0.677,0.037,0.286,0.325522
22500,0.747,0.014,0.240,0.262847
23000,0.654,0.046,0.300,0.361691
23500,0.553,0.051,0.396,0.391918
24000,0.493,0.147,0.359,0.450179
24500,0.576,0.115,0.309,0.430889
25000,0.502,0.143,0.355,0.447573
25500,0.521,0.134,0.346,0.440407
26000,0.627,0.078,0.295,0.381908
26500,0.641,0.046,0.313,0.357393
27000,0.581,0.046,0.373,0.391265
27500,0.525,0.074,0.401,0.419939
28000,0.452,0.083,0.465,0.417987
28500,0.539,0.083,0.378,0.402365
29000,0.406,0.175,0.419,0.470997
29500,0.373,0.180,0.447,0.462533
30000,0.452,0.129,0.419,0.448944
30500,0.502,0.171,0.327,0.446310
31000,0.415,0.134,0.452,0.442440
31500,0.396,0.180,0.424,0.458253
32000,0.429,0.207,0.364,0.470675
32500,0.410,0.147,0.442,0.456812
33000,0.373,0.129,0.498,0.432325
33500,0.359,0.230,0.410,0.469510
34000,0.369,0.235,0.396,0.485344
34500,0.429,0.143,0.429,0.449968
35000,0.396,0.161,0.442,0.454318
35500,0.415,0.120,0.465,0.436090
36000,0.410,0.180,0.410,0.470972
36500,0.562,0.078,0.359,0.394753
37000,0.590,0.074,0.336,0.392191
37500,0.544,0.074,0.382,0.425474
38000,0.618,0.078,0.304,0.401506
38500,0.535,0.046,0.419,0.400599
39000,0.553,0.069,0.378,0.418898
39500,0.571,0.101,0.327,0.414364
40000,0.590,0.037,0.373,0.371497
40500,0.590,0.069,0.341,0.390644
41000,0.585,0.051,0.364,0.404994
41500,0.668,0.055,0.276,0.340274
42000,0.631,0.088,0.281,0.388114
42500,0.650,0.069,0.281,0.345558
43000,0.641,0.055,0.304,0.363134
43500,0.576,0.041,0.382,0.388852
44000,0.525,0.120,0.355,0.443884
44500,0.461,0.138,0.401,0.460415
45000,0.442,0.111,0.447,0.453753
45500,0.475,0.134,0.392,0.460089
46000,0.456,0.124,0.419,0.452367
46500,0.442,0.138,0.419,0.444136
47000,0.456,0.134,0.410,0.427821
47500,0.475,0.161,0.364,0.453450
48000,0.530,0.111,0.359,0.426142
48500,0.470,0.101,0.429,0.434521
49000,0.442,0.184,0.373,0.471943
49500,0.341,0.235,0.424,0.485109
50000,0.332,0.221,0.447,0.464363
50500,0.313,0.198,0.488,0.459449
51000,0.346,0.258,0.396,0.483459
51500,0.290,0.207,0.502,0.465295
52000,0.336,0.230,0.433,0.487457
52500,0.364,0.221,0.415,0.479799
53000,0.396,0.194,0.410,0.471551
53500,0.507,0.129,0.364,0.441605
54000,0.521,0.088,0.392,0.413658
54500,0.613,0.046,0.341,0.357189
55000,0.604,0.088,0.309,0.400366
55500,0.719,0.037,0.244,0.290212
56000,0.719,0.014,0.267,0.292914
56500,0.677,0.018,0.304,0.328132
57000,0.733,0.051,0.217,0.298848
57500,0.719,0.023,0.258,0.303850
58000,0.733,0.014,0.253,0.289906
58500,0.673,0.046,0.281,0.356757
59000,0.682,0.055,0.263,0.368397
59500,0.613,0.078,0.309,0.381227
60000,0.512,0.106,0.382,0.416726
60500,0.544,0.097,0.359,0.414290
61000,0.604,0.083,0.313,0.381498
61500,0.530,0.111,0.359,0.442844
62000,0.465,0.097,0.438,0.438276
62500,0.419,0.221,0.359,0.464047
63000,0.415,0.180,0.406,0.450814
63500,0.484,0.134,0.382,0.431229
64000,0.599,0.101,0.300,0.370170
64500,0.493,0.069,0.438,0.406197
65000,0.539,0.101,0.359,0.408925
65500,0.530,0.120,0.350,0.444973
66000,0.442,0.106,0.452,0.428821
66500,0.498,0.143,0.359,0.426250
67000,0.512,0.115,0.373,0.435296
67500,0.484,0.129,0.387,0.447892
68000,0.530,0.051,0.419,0.391277
68500,0.530,0.074,0.396,0.414195
69000,0.507,0.147,0.346,0.445514
69500,0.401,0.189,0.410,0.473783
70000,0.364,0.198,0.438,0.480856
70500,0.438,0.175,0.387,0.472158
71000,0.392,0.203,0.406,0.479908
71500,0.318,0.263,0.419,0.493514
72000,0.295,0.327,0.378,0.490348
72500,0.318,0.249,0.433,0.472421
73000,0.258,0.300,0.442,0.492495
73500,0.253,0.332,0.415,0.484083
74000,0.235,0.323,0.442,0.466135
74500,0.272,0.263,0.465,0.477175
75000,0.244,0.207,0.548,0.434596
75500,0.313,0.207,0.479,0.460483
76000,0.336,0.226,0.438,0.487729
76500,0.309,0.207,0.484,0.461501
77000,0.286,0.267,0.447,0.473673
77500,0.281,0.240,0.479,0.473113
78000,0.221,0.355,0.424,0.483022
78500,0.276,0.300,0.424,0.488626
79000,0.258,0.309,0.433,0.480790
79500,0.336,0.171,0.493,0.453306
80000,0.396,0.157,0.447,0.458379
80500,0.359,0.184,0.456,0.469191
81000,0.364,0.171,0.465,0.473217
81500,0.456,0.152,0.392,0.451774
82000,0.548,0.111,0.341,0.418660
82500,0.488,0.120,0.392,0.430208
83000,0.452,0.124,0.424,0.443191
83500,0.410,0.143,0.447,0.445548
84000,0.613,0.088,0.300,0.379930
84500,0.682,0.046,0.272,0.330013
85000,0.608,0.088,0.304,0.396793
85500,0.581,0.097,0.323,0.400105
86000,0.484,0.129,0.387,0.450461
86500,0.415,0.171,0.415,0.478801
