time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.924,0.049,0.128596
1000,0.037,0.853,0.110,0.220443
1500,0.037,0.835,0.128,0.230405
2000,0.046,0.774,0.180,0.291582
2500,0.064,0.716,0.220,0.344362
3000,0.080,0.645,0.275,0.377991
3500,0.080,0.593,0.327,0.393513
4000,0.107,0.547,0.346,0.441925
4500,0.116,0.514,0.370,0.460565
5000,0.135,0.492,0.373,0.476686
5500,0.116,0.425,0.459,0.451707
6000,0.119,0.450,0.431,0.465357
6500,0.144,0.428,0.428,0.457995
7000,0.156,0.419,0.425,0.479588
7500,0.165,0.376,0.459,0.456892
8000,0.183,0.367,0.450,0.492118
8500,0.190,0.318,0.492,0.489468
9000,0.263,0.312,0.425,0.514307
9500,0.239,0.297,0.465,0.483464
10000,0.199,0.376,0.425,0.494763
10500,0.211,0.330,0.459,0.489266
11000,0.220,0.248,0.532,0.457870
11500,0.199,0.324,0.477,0.489156
12000,0.254,0.245,0.502,0.491442
12500,0.291,0.196,0.514,0.476270
13000,0.373,0.205,0.422,0.479445
13500,0.352,0.165,0.483,0.450685
14000,0.361,0.187,0.453,0.490882
14500,0.394,0.144,0.462,0.429451
15000,0.431,0.144,0.425,0.469883
15500,0.450,0.153,0.398,0.454612
16000,0.391,0.135,0.474,0.471974
16500,0.388,0.183,0.428,0.477409
17000,0.367,0.205,0.428,0.486023
17500,0.373,0.190,0.437,0.465433
18000,0.373,0.272,0.355,0.442228
18500,0.376,0.180,0.443,0.465457
19000,0.446,0.162,0.391,0.450630
19500,0.505,0.104,0.391,0.436917
20000,0.511,0.119,0.370,0.468923
20500,0.505,0.107,0.388,0.414664
21000,0.523,0.104,0.373,0.394162
21500,0.529,0.107,0.364,0.383477
22000,0.599,0.061,0.339,0.362671
22500,0.572,0.067,0.361,0.349387
23000,0.529,0.098,0.373,0.415549
23500,0.569,0.095,0.336,0.384139
24000,0.538,0.067,0.394,0.434427
24500,0.602,0.043,0.355,0.380844
25000,0.667,0.052,0.281,0.334163
25500,0.706,0.043,0.251,0.287357
26000,0.642,0.043,0.315,0.358801
26500,0.685,0.031,0.284,0.309433
27000,0.688,0.031,0.281,0.316815
27500,0.719,0.055,0.226,0.275872
28000,0.780,0.021,0.199,0.216882
28500,0.792,0.021,0.187,0.217106
29000,0.817,0.034,0.150,0.201231
29500,0.780,0.015,0.205,0.242534
30000,0.801,0.018,0.180,0.221414
30500,0.820,0.012,0.168,0.192901
31000,0.835,0.006,0.159,0.187527
31500,0.847,0.003,0.150,0.189642
32000,0.890,0.003,0.107,0.153823
32500,0.908,0.000,0.092,0.118407
33000,0.872,0.000,0.128,0.153565
33500,0.884,0.003,0.113,0.150687
34000,0.887,0.003,0.110,0.140286
34500,0.890,0.015,0.095,0.133641
35000,0.862,0.031,0.107,0.184855
35500,0.862,0.003,0.135,0.166308
36000,0.908,0.003,0.089,0.113021
36500,0.899,0.003,0.098,0.136145
37000,0.914,0.003,0.083,0.103706
37500,0.890,0.000,0.110,0.137784
38000,0.884,0.000,0.116,0.162266
38500,0.927,0.000,0.073,0.117330
39000,0.920,0.000,0.080,0.129010
39500,0.875,0.000,0.125,0.189930
40000,0.905,0.000,0.095,0.120546
40500,0.936,0.000,0.064,0.080589
41000,0.936,0.003,0.061,0.082107
41500,0.945,0.000,0.055,0.070509
42000,0.924,0.000,0.076,0.097933
42500,0.914,0.000,0.086,0.116488
43000,0.884,0.000,0.116,0.144500
43500,0.890,0.000,0.110,0.143813
44000,0.890,0.000,0.110,0.142361
44500,0.899,0.006,0.095,0.133511
45000,0.914,0.003,0.083,0.110876
45500,0.899,0.006,0.095,0.140353
46000,0.924,0.000,0.076,0.105562
46500,0.862,0.003,0.135,0.186874
47000,0.881,0.000,0.119,0.177743
47500,0.869,0.009,0.122,0.192947
48000,0.823,0.009,0.168,0.247312
48500,0.810,0.021,0.168,0.257340
49000,0.798,0.021,0.180,0.263907
49500,0.801,0.031,0.168,0.258689
50000,0.813,0.009,0.177,0.241610
50500,0.844,0.006,0.150,0.213564
51000,0.826,0.006,0.168,0.238469
51500,0.872,0.003,0.125,0.144055
52000,0.902,0.000,0.098,0.110939
52500,0.951,0.000,0.049,0.054821
53000,0.957,0.000,0.043,0.065876
53500,0.954,0.000,0.046,0.066604
54000,0.966,0.000,0.034,0.043028
54500,0.976,0.000,0.024,0.030371
55000,0.982,0.000,0.018,0.022342
55500,0.988,0.000,0.012,0.017929
56000,0.997,0.000,0.003,0.000713
56500,0.997,0.000,0.003,0.000713
57000,0.997,0.000,0.003,0.000713
57500,0.997,0.000,0.003,0.000713
58000,0.997,0.000,0.003,0.000713
58500,0.997,0.000,0.003,0.000713
59000,0.997,0.000,0.003,0.000713
59500,0.997,0.000,0.003,0.000713
60000,0.997,0.000,0.003,0.000713
60500,0.997,0.000,0.003,0.000713
61000,0.997,0.000,0.003,0.000713
61500,1.000,0.000,0.000,0.000000
