time,n_A+p,n_B,n_AB
0,0.030,0.970,0.000
500,0.030,0.935,0.035
1000,0.036,0.817,0.147
1500,0.038,0.717,0.244
2000,0.048,0.564,0.388
2500,0.064,0.412,0.524
3000,0.087,0.337,0.576
3500,0.080,0.295,0.626
4000,0.081,0.267,0.651
4500,0.069,0.247,0.684
5000,0.084,0.198,0.718
5500,0.091,0.186,0.723
6000,0.081,0.183,0.735
6500,0.069,0.161,0.770
7000,0.075,0.186,0.739
7500,0.062,0.154,0.784
8000,0.076,0.159,0.764
8500,0.089,0.143,0.768
9000,0.094,0.136,0.771
9500,0.095,0.110,0.795
10000,0.129,0.126,0.745
10500,0.082,0.146,0.772
11000,0.076,0.118,0.807
11500,0.088,0.119,0.793
12000,0.091,0.100,0.808
12500,0.104,0.105,0.791
13000,0.118,0.104,0.779
13500,0.106,0.114,0.781
14000,0.108,0.093,0.799
14500,0.105,0.083,0.813
15000,0.076,0.076,0.848
15500,0.088,0.087,0.825
16000,0.107,0.084,0.809
16500,0.074,0.087,0.839
17000,0.097,0.084,0.819
17500,0.070,0.075,0.855
18000,0.088,0.078,0.834
18500,0.093,0.072,0.835
19000,0.125,0.050,0.825
19500,0.133,0.061,0.806
20000,0.108,0.085,0.807
20500,0.110,0.072,0.818
21000,0.107,0.066,0.828
21500,0.119,0.070,0.811
22000,0.159,0.060,0.781
22500,0.108,0.072,0.820
23000,0.097,0.072,0.832
23500,0.115,0.055,0.829
24000,0.096,0.065,0.839
24500,0.104,0.050,0.846
25000,0.097,0.061,0.842
25500,0.136,0.055,0.809
26000,0.098,0.066,0.836
26500,0.104,0.081,0.815
27000,0.108,0.072,0.820
27500,0.115,0.113,0.772
28000,0.082,0.088,0.830
28500,0.106,0.076,0.818
29000,0.097,0.062,0.841
29500,0.093,0.061,0.846
30000,0.098,0.073,0.828
30500,0.093,0.083,0.824
31000,0.104,0.072,0.824
31500,0.101,0.071,0.828
32000,0.090,0.064,0.846
32500,0.133,0.055,0.811
33000,0.135,0.081,0.783
33500,0.109,0.060,0.831
34000,0.098,0.062,0.841
34500,0.082,0.049,0.868
35000,0.108,0.061,0.832
35500,0.109,0.051,0.840
36000,0.127,0.060,0.813
36500,0.091,0.068,0.842
37000,0.112,0.079,0.809
37500,0.097,0.069,0.834
38000,0.118,0.067,0.815
38500,0.116,0.070,0.814
39000,0.108,0.064,0.828
39500,0.096,0.069,0.835
40000,0.097,0.107,0.796
40500,0.111,0.083,0.806
41000,0.109,0.068,0.822
41500,0.102,0.064,0.834
42000,0.105,0.072,0.823
42500,0.112,0.076,0.811
43000,0.131,0.058,0.811
43500,0.140,0.057,0.803
44000,0.123,0.050,0.827
44500,0.134,0.051,0.815
45000,0.119,0.059,0.822
45500,0.102,0.076,0.822
46000,0.104,0.079,0.817
46500,0.077,0.099,0.824
47000,0.075,0.070,0.856
