time,n_A+p,n_B,n_AB
0,0.028,0.972,0.000
500,0.028,0.972,0.000
1000,0.028,0.940,0.032
1500,0.028,0.945,0.028
2000,0.032,0.903,0.065
2500,0.028,0.935,0.037
3000,0.032,0.931,0.037
3500,0.028,0.940,0.032
4000,0.032,0.931,0.037
4500,0.041,0.931,0.028
5000,0.028,0.931,0.041
5500,0.028,0.963,0.009
6000,0.032,0.945,0.023
6500,0.028,0.935,0.037
7000,0.028,0.935,0.037
7500,0.028,0.945,0.028
8000,0.028,0.940,0.032
8500,0.028,0.926,0.046
9000,0.032,0.954,0.014
9500,0.028,0.945,0.028
10000,0.028,0.931,0.041
10500,0.028,0.949,0.023
11000,0.041,0.935,0.023
11500,0.037,0.940,0.023
12000,0.032,0.954,0.014
12500,0.037,0.940,0.023
13000,0.032,0.945,0.023
13500,0.028,0.926,0.046
14000,0.028,0.945,0.028
14500,0.037,0.926,0.037
15000,0.032,0.931,0.037
15500,0.028,0.917,0.055
16000,0.028,0.963,0.009
16500,0.037,0.922,0.041
17000,0.028,0.972,0.000
17500,0.028,0.949,0.023
18000,0.032,0.945,0.023
18500,0.028,0.968,0.005
19000,0.028,0.968,0.005
19500,0.028,0.949,0.023
20000,0.028,0.959,0.014
20500,0.028,0.945,0.028
21000,0.037,0.917,0.046
21500,0.032,0.959,0.009
22000,0.032,0.917,0.051
22500,0.028,0.931,0.041
23000,0.028,0.954,0.018
23500,0.028,0.935,0.037
24000,0.028,0.968,0.005
24500,0.032,0.922,0.046
25000,0.041,0.912,0.046
25500,0.032,0.926,0.041
26000,0.028,0.922,0.051
26500,0.032,0.912,0.055
27000,0.037,0.917,0.046
27500,0.032,0.945,0.023
28000,0.028,0.885,0.088
28500,0.028,0.945,0.028
29000,0.041,0.899,0.060
29500,0.028,0.949,0.023
30000,0.028,0.959,0.014
30500,0.028,0.949,0.023
31000,0.028,0.922,0.051
31500,0.028,0.949,0.023
32000,0.028,0.922,0.051
32500,0.060,0.885,0.055
33000,0.028,0.917,0.055
33500,0.028,0.949,0.023
34000,0.032,0.903,0.065
34500,0.028,0.949,0.023
35000,0.028,0.949,0.023
35500,0.028,0.949,0.023
36000,0.028,0.945,0.028
36500,0.028,0.926,0.046
37000,0.046,0.899,0.055
37500,0.037,0.926,0.037
38000,0.055,0.894,0.051
38500,0.051,0.912,0.037
39000,0.051,0.903,0.046
39500,0.041,0.908,0.051
40000,0.046,0.889,0.065
40500,0.037,0.885,0.078
41000,0.028,0.935,0.037
41500,0.032,0.926,0.041
42000,0.046,0.917,0.037
42500,0.032,0.912,0.055
43000,0.028,0.940,0.032
43500,0.028,0.954,0.018
44000,0.028,0.959,0.014
44500,0.028,0.963,0.009
45000,0.028,0.949,0.023
45500,0.032,0.931,0.037
46000,0.037,0.917,0.046
46500,0.032,0.935,0.032
47000,0.032,0.949,0.018
47500,0.028,0.963,0.009
48000,0.032,0.926,0.041
48500,0.032,0.926,0.041
49000,0.032,0.935,0.032
49500,0.028,0.949,0.023
50000,0.028,0.935,0.037
50500,0.032,0.945,0.023
51000,0.032,0.926,0.041
51500,0.032,0.949,0.018
52000,0.028,0.931,0.041
52500,0.028,0.940,0.032
53000,0.032,0.912,0.055
53500,0.028,0.945,0.028
54000,0.032,0.917,0.051
54500,0.051,0.908,0.041
55000,0.032,0.926,0.041
55500,0.028,0.945,0.028
56000,0.028,0.945,0.028
56500,0.032,0.917,0.051
57000,0.028,0.959,0.014
