time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.037,0.934,0.029,0.229674
1000,0.044,0.889,0.067,0.324020
1500,0.060,0.828,0.112,0.448410
2000,0.095,0.765,0.140,0.545480
2500,0.185,0.634,0.181,0.684910
3000,0.190,0.616,0.193,0.648364
3500,0.244,0.540,0.216,0.654454
4000,0.252,0.520,0.228,0.713216
4500,0.268,0.506,0.225,0.726947
5000,0.272,0.515,0.212,0.709898
5500,0.321,0.437,0.243,0.711189
6000,0.363,0.387,0.250,0.603774
6500,0.410,0.373,0.217,0.550042
7000,0.450,0.320,0.230,0.510709
7500,0.430,0.344,0.226,0.554313
8000,0.456,0.311,0.232,0.621106
8500,0.510,0.245,0.244,0.601086
9000,0.539,0.208,0.253,0.467744
9500,0.579,0.182,0.240,0.436006
10000,0.586,0.200,0.214,0.622159
10500,0.582,0.161,0.257,0.508107
11000,0.524,0.207,0.269,0.657327
11500,0.520,0.200,0.280,0.683434
12000,0.526,0.233,0.241,0.684663
12500,0.592,0.164,0.244,0.589328
13000,0.589,0.168,0.243,0.566272
13500,0.517,0.211,0.271,0.699905
14000,0.551,0.215,0.235,0.689924
14500,0.556,0.223,0.221,0.666748
15000,0.582,0.166,0.251,0.614254
15500,0.598,0.167,0.235,0.582481
16000,0.576,0.180,0.243,0.548157
16500,0.618,0.170,0.212,0.522730
17000,0.627,0.183,0.190,0.562256
17500,0.650,0.142,0.208,0.579026
18000,0.618,0.177,0.205,0.658297
18500,0.716,0.115,0.169,0.441048
19000,0.767,0.093,0.141,0.331767
19500,0.729,0.111,0.160,0.423513
20000,0.774,0.079,0.147,0.305923
20500,0.708,0.101,0.190,0.428044
21000,0.724,0.095,0.181,0.349343
21500,0.682,0.101,0.217,0.547785
22000,0.661,0.132,0.208,0.510021
22500,0.708,0.100,0.192,0.430344
23000,0.676,0.116,0.208,0.460348
23500,0.640,0.115,0.244,0.538167
24000,0.671,0.124,0.205,0.470974
24500,0.656,0.122,0.222,0.476995
25000,0.702,0.103,0.195,0.346481
25500,0.768,0.079,0.153,0.259826
26000,0.775,0.081,0.144,0.291407
26500,0.785,0.077,0.139,0.241915
27000,0.714,0.134,0.152,0.395664
27500,0.671,0.148,0.181,0.435813
28000,0.597,0.193,0.211,0.492978
28500,0.579,0.183,0.238,0.647686
29000,0.493,0.224,0.283,0.707628
29500,0.448,0.285,0.267,0.685440
30000,0.448,0.287,0.265,0.732599
30500,0.485,0.264,0.251,0.674351
31000,0.524,0.201,0.274,0.671497
31500,0.534,0.221,0.246,0.672869
32000,0.547,0.203,0.250,0.673978
32500,0.527,0.261,0.212,0.669733
33000,0.431,0.315,0.253,0.686963
33500,0.471,0.271,0.258,0.686536
34000,0.548,0.199,0.253,0.645934
34500,0.517,0.189,0.294,0.671739
35000,0.566,0.160,0.274,0.639618
35500,0.594,0.154,0.252,0.589939
36000,0.586,0.158,0.256,0.582198
36500,0.654,0.125,0.222,0.479121
37000,0.733,0.094,0.173,0.299275
37500,0.730,0.109,0.161,0.336565
38000,0.683,0.109,0.208,0.402255
38500,0.674,0.159,0.167,0.499727
39000,0.632,0.141,0.227,0.600533
39500,0.586,0.156,0.258,0.562360
40000,0.613,0.187,0.200,0.626410
40500,0.578,0.196,0.226,0.660844
41000,0.538,0.215,0.247,0.687020
41500,0.583,0.154,0.264,0.555471
42000,0.682,0.129,0.189,0.401127
42500,0.636,0.163,0.201,0.538233
43000,0.694,0.111,0.196,0.373833
43500,0.653,0.129,0.218,0.429912
44000,0.744,0.095,0.161,0.333989
44500,0.750,0.095,0.155,0.387939
45000,0.715,0.090,0.194,0.501299
45500,0.740,0.083,0.177,0.342791
46000,0.711,0.126,0.162,0.477172
46500,0.685,0.118,0.197,0.495610
47000,0.654,0.159,0.187,0.491851
47500,0.671,0.155,0.174,0.595098
48000,0.653,0.156,0.191,0.484251
48500,0.651,0.141,0.207,0.417885
49000,0.664,0.134,0.202,0.491999
49500,0.577,0.203,0.221,0.676323
50000,0.595,0.183,0.221,0.646622
50500,0.633,0.151,0.215,0.570342
51000,0.630,0.142,0.228,0.496230
51500,0.643,0.127,0.230,0.425176
52000,0.656,0.145,0.199,0.443821
52500,0.592,0.177,0.231,0.541380
53000,0.612,0.165,0.223,0.512167
53500,0.592,0.163,0.245,0.529223
54000,0.473,0.275,0.253,0.701337
54500,0.508,0.226,0.266,0.677151
55000,0.633,0.146,0.221,0.435340
55500,0.697,0.093,0.210,0.343716
56000,0.719,0.080,0.201,0.341616
56500,0.629,0.176,0.194,0.647139
57000,0.636,0.141,0.223,0.622144
57500,0.680,0.094,0.225,0.483650
58000,0.601,0.137,0.262,0.652186
58500,0.612,0.143,0.245,0.527738
59000,0.539,0.189,0.272,0.548306
59500,0.577,0.178,0.244,0.650645
60000,0.539,0.200,0.261,0.605220
60500,0.569,0.172,0.260,0.484378
61000,0.578,0.155,0.267,0.600672
61500,0.587,0.171,0.242,0.551218
62000,0.529,0.234,0.237,0.598718
62500,0.524,0.214,0.263,0.528892
63000,0.549,0.176,0.274,0.539298
63500,0.571,0.158,0.271,0.475184
64000,0.558,0.217,0.226,0.509545
64500,0.606,0.159,0.235,0.420177
65000,0.573,0.166,0.261,0.493862
65500,0.587,0.161,0.252,0.531924
66000,0.595,0.170,0.235,0.650213
66500,0.598,0.174,0.228,0.600485
67000,0.544,0.177,0.279,0.625252
67500,0.579,0.193,0.229,0.613175
68000,0.586,0.186,0.228,0.596082
68500,0.537,0.202,0.261,0.693375
69000,0.549,0.185,0.265,0.654737
69500,0.509,0.254,0.237,0.712591
70000,0.473,0.263,0.265,0.724314
70500,0.446,0.281,0.272,0.726737
71000,0.482,0.259,0.259,0.710392
71500,0.498,0.205,0.297,0.613238
72000,0.561,0.150,0.289,0.552764
72500,0.598,0.143,0.258,0.504695
73000,0.662,0.119,0.219,0.527322
73500,0.608,0.160,0.232,0.600578
74000,0.633,0.125,0.242,0.509902
74500,0.636,0.118,0.246,0.486697
75000,0.616,0.165,0.219,0.579313
75500,0.601,0.163,0.236,0.554671
76000,0.614,0.134,0.252,0.471544
76500,0.522,0.214,0.264,0.604756
77000,0.641,0.140,0.219,0.427750
77500,0.729,0.095,0.176,0.312266
78000,0.767,0.063,0.169,0.252691
78500,0.791,0.062,0.147,0.228660
79000,0.811,0.052,0.137,0.276427
79500,0.719,0.113,0.168,0.400244
80000,0.743,0.094,0.163,0.353607
80500,0.769,0.080,0.150,0.259459
81000,0.743,0.073,0.183,0.413953
81500,0.776,0.055,0.169,0.368494
82000,0.811,0.052,0.137,0.260846
82500,0.853,0.026,0.122,0.179619
83000,0.877,0.025,0.098,0.107758
83500,0.856,0.034,0.111,0.158205
84000,0.838,0.047,0.115,0.170480
84500,0.841,0.052,0.107,0.247088
85000,0.837,0.049,0.114,0.220995
85500,0.874,0.033,0.093,0.167418
86000,0.854,0.051,0.095,0.189399
86500,0.777,0.084,0.139,0.380379
87000,0.749,0.085,0.166,0.388223
87500,0.711,0.126,0.163,0.401847
88000,0.763,0.083,0.154,0.360502
88500,0.747,0.075,0.179,0.299669
89000,0.674,0.147,0.179,0.452817
89500,0.623,0.158,0.219,0.592461
90000,0.614,0.169,0.217,0.650380
90500,0.650,0.112,0.239,0.562582
91000,0.698,0.099,0.203,0.509485
91500,0.676,0.115,0.210,0.558827
92000,0.733,0.100,0.167,0.484507
92500,0.704,0.098,0.197,0.549270
93000,0.713,0.081,0.206,0.518499
93500,0.792,0.066,0.142,0.308900
94000,0.711,0.134,0.155,0.566738
94500,0.704,0.132,0.164,0.508792
95000,0.679,0.142,0.179,0.567148
95500,0.686,0.129,0.185,0.548883
96000,0.627,0.130,0.243,0.641678
96500,0.571,0.162,0.267,0.665371
97000,0.583,0.165,0.252,0.629293
97500,0.613,0.150,0.237,0.603145
98000,0.533,0.221,0.247,0.630621
98500,0.581,0.187,0.232,0.655716
99000,0.595,0.174,0.231,0.554872
99500,0.568,0.178,0.254,0.608031
100000,0.494,0.189,0.317,0.589708
