time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.033,0.913,0.054,0.131484
1000,0.033,0.901,0.066,0.160168
1500,0.062,0.860,0.079,0.223616
2000,0.050,0.793,0.157,0.265460
2500,0.079,0.752,0.169,0.308715
3000,0.058,0.839,0.103,0.215041
3500,0.062,0.814,0.124,0.242931
4000,0.045,0.839,0.116,0.236015
4500,0.062,0.847,0.091,0.215181
5000,0.045,0.847,0.107,0.235239
5500,0.037,0.860,0.103,0.200644
6000,0.037,0.880,0.083,0.145353
6500,0.054,0.851,0.095,0.205305
7000,0.050,0.855,0.095,0.205911
7500,0.066,0.826,0.107,0.232074
8000,0.058,0.835,0.107,0.230310
8500,0.041,0.884,0.074,0.174534
9000,0.033,0.917,0.050,0.121464
9500,0.029,0.917,0.054,0.130690
10000,0.033,0.876,0.091,0.177939
10500,0.054,0.798,0.149,0.280622
11000,0.050,0.773,0.178,0.322575
11500,0.045,0.839,0.116,0.243221
12000,0.095,0.793,0.112,0.288845
12500,0.058,0.798,0.145,0.283341
13000,0.079,0.711,0.211,0.373114
13500,0.058,0.826,0.116,0.206084
14000,0.062,0.868,0.070,0.162352
14500,0.037,0.818,0.145,0.250736
15000,0.054,0.818,0.128,0.238683
15500,0.054,0.860,0.087,0.186922
16000,0.062,0.822,0.116,0.234547
16500,0.041,0.884,0.074,0.157948
17000,0.029,0.872,0.099,0.172778
17500,0.050,0.826,0.124,0.235079
18000,0.062,0.798,0.140,0.261353
18500,0.074,0.822,0.103,0.281180
19000,0.041,0.843,0.116,0.232129
19500,0.066,0.810,0.124,0.272173
20000,0.045,0.826,0.128,0.251147
20500,0.054,0.855,0.091,0.221224
21000,0.074,0.736,0.190,0.324412
21500,0.124,0.723,0.153,0.334251
22000,0.091,0.661,0.248,0.410259
22500,0.095,0.711,0.194,0.372968
23000,0.116,0.595,0.289,0.465129
23500,0.120,0.628,0.252,0.440875
24000,0.070,0.694,0.236,0.376931
24500,0.116,0.599,0.285,0.458010
25000,0.190,0.583,0.227,0.484554
25500,0.215,0.521,0.264,0.516553
26000,0.145,0.620,0.236,0.437971
26500,0.153,0.583,0.264,0.465031
27000,0.145,0.636,0.219,0.437426
27500,0.178,0.587,0.236,0.482125
28000,0.252,0.479,0.269,0.524450
28500,0.248,0.512,0.240,0.517651
29000,0.277,0.426,0.298,0.531865
29500,0.236,0.496,0.269,0.529554
30000,0.302,0.442,0.256,0.538308
30500,0.289,0.442,0.269,0.553980
31000,0.322,0.372,0.306,0.544557
31500,0.372,0.376,0.252,0.516845
32000,0.479,0.248,0.273,0.511743
32500,0.537,0.256,0.207,0.479974
33000,0.541,0.169,0.289,0.480989
33500,0.574,0.145,0.281,0.478191
34000,0.570,0.140,0.289,0.457889
34500,0.723,0.099,0.178,0.367755
35000,0.835,0.041,0.124,0.212048
35500,0.835,0.033,0.132,0.236936
36000,0.901,0.021,0.079,0.137430
36500,0.913,0.017,0.070,0.146856
37000,0.934,0.012,0.054,0.084355
37500,0.959,0.000,0.041,0.040280
38000,0.979,0.000,0.021,0.032329
38500,0.992,0.000,0.008,0.008698
39000,0.996,0.000,0.004,0.002141
39500,1.000,0.000,0.000,0.000000
