time,n_A+p,n_B,n_AB
100,0.358,0.523,0.119
200,0.291,0.474,0.235
300,0.235,0.440,0.324
400,0.217,0.443,0.339
500,0.214,0.425,0.361
600,0.208,0.376,0.416
700,0.254,0.367,0.379
800,0.251,0.352,0.398
900,0.220,0.376,0.404
1000,0.214,0.355,0.431
1100,0.211,0.361,0.428
1200,0.220,0.364,0.416
1300,0.214,0.391,0.394
1400,0.208,0.410,0.382
1500,0.202,0.443,0.355
1600,0.226,0.394,0.379
1700,0.257,0.413,0.330
1800,0.223,0.428,0.349
1900,0.217,0.434,0.349
2000,0.208,0.407,0.385
2100,0.214,0.382,0.404
2200,0.199,0.398,0.404
2300,0.199,0.431,0.370
2400,0.208,0.428,0.364
2500,0.211,0.437,0.352
2600,0.217,0.422,0.361
2700,0.199,0.410,0.391
2800,0.190,0.407,0.404
2900,0.229,0.419,0.352
3000,0.232,0.398,0.370
3100,0.272,0.349,0.379
3200,0.281,0.358,0.361
3300,0.294,0.330,0.376
3400,0.284,0.318,0.398
3500,0.287,0.330,0.382
3600,0.321,0.324,0.355
3700,0.303,0.358,0.339
3800,0.300,0.373,0.327
3900,0.269,0.358,0.373
4000,0.269,0.370,0.361
4100,0.235,0.388,0.376
4200,0.248,0.355,0.398
4300,0.254,0.355,0.391
4400,0.275,0.339,0.385
4500,0.239,0.312,0.450
4600,0.275,0.339,0.385
4700,0.275,0.373,0.352
4800,0.275,0.367,0.358
4900,0.245,0.352,0.404
5000,0.254,0.349,0.398
5100,0.257,0.361,0.382
5200,0.251,0.373,0.376
5300,0.242,0.379,0.379
5400,0.220,0.370,0.410
5500,0.248,0.379,0.373
5600,0.196,0.419,0.385
5700,0.205,0.391,0.404
5800,0.199,0.410,0.391
5900,0.245,0.410,0.346
6000,0.257,0.379,0.364
6100,0.251,0.349,0.401
6200,0.266,0.364,0.370
6300,0.284,0.352,0.364
6400,0.303,0.349,0.349
6500,0.303,0.355,0.343
6600,0.278,0.382,0.339
6700,0.287,0.370,0.343
6800,0.260,0.370,0.370
6900,0.263,0.336,0.401
7000,0.284,0.343,0.373
7100,0.284,0.312,0.404
7200,0.300,0.309,0.391
7300,0.318,0.300,0.382
7400,0.339,0.284,0.376
7500,0.352,0.284,0.364
7600,0.343,0.312,0.346
7700,0.361,0.309,0.330
7800,0.364,0.281,0.355
7900,0.373,0.291,0.336
8000,0.355,0.284,0.361
8100,0.352,0.297,0.352
8200,0.352,0.272,0.376
8300,0.382,0.281,0.336
8400,0.391,0.275,0.333
8500,0.382,0.263,0.355
8600,0.379,0.251,0.370
8700,0.361,0.281,0.358
8800,0.364,0.287,0.349
8900,0.346,0.318,0.336
9000,0.315,0.336,0.349
9100,0.257,0.318,0.425
9200,0.254,0.315,0.431
9300,0.242,0.336,0.422
9400,0.266,0.303,0.431
9500,0.278,0.291,0.431
9600,0.318,0.287,0.394
9700,0.346,0.306,0.349
9800,0.358,0.291,0.352
9900,0.358,0.269,0.373
10000,0.367,0.257,0.376
10100,0.376,0.266,0.358
10200,0.391,0.287,0.321
10300,0.364,0.306,0.330
10400,0.327,0.297,0.376
10500,0.346,0.275,0.379
10600,0.355,0.278,0.367
10700,0.349,0.248,0.404
10800,0.355,0.284,0.361
10900,0.327,0.303,0.370
11000,0.330,0.330,0.339
11100,0.303,0.349,0.349
11200,0.278,0.339,0.382
11300,0.291,0.336,0.373
11400,0.300,0.355,0.346
11500,0.315,0.346,0.339
11600,0.312,0.349,0.339
11700,0.312,0.330,0.358
11800,0.291,0.370,0.339
11900,0.327,0.358,0.315
12000,0.336,0.324,0.339
12100,0.318,0.346,0.336
12200,0.312,0.333,0.355
12300,0.287,0.300,0.413
12400,0.303,0.333,0.364
12500,0.281,0.321,0.398
12600,0.284,0.376,0.339
12700,0.287,0.388,0.324
12800,0.306,0.404,0.291
12900,0.297,0.407,0.297
13000,0.263,0.407,0.330
13100,0.294,0.373,0.333
13200,0.287,0.394,0.318
13300,0.275,0.394,0.330
13400,0.294,0.398,0.309
13500,0.287,0.364,0.349
13600,0.287,0.361,0.352
13700,0.269,0.376,0.355
13800,0.272,0.388,0.339
13900,0.278,0.385,0.336
14000,0.284,0.358,0.358
14100,0.272,0.370,0.358
14200,0.242,0.407,0.352
14300,0.245,0.391,0.364
14400,0.251,0.391,0.358
14500,0.257,0.404,0.339
14600,0.251,0.407,0.343
14700,0.239,0.416,0.346
14800,0.242,0.443,0.315
14900,0.239,0.477,0.284
15000,0.199,0.477,0.324
15100,0.180,0.502,0.318
15200,0.153,0.532,0.315
15300,0.150,0.511,0.339
