time,n_A+p,n_B,n_AB
100,0.030,0.964,0.006
200,0.035,0.922,0.043
300,0.040,0.878,0.082
400,0.070,0.872,0.058
500,0.153,0.770,0.077
600,0.205,0.745,0.050
700,0.198,0.742,0.060
800,0.165,0.764,0.071
900,0.241,0.700,0.059
1000,0.256,0.646,0.098
1100,0.210,0.667,0.123
1200,0.222,0.686,0.092
1300,0.200,0.696,0.104
1400,0.216,0.693,0.091
1500,0.248,0.675,0.077
1600,0.241,0.689,0.070
1700,0.226,0.712,0.062
1800,0.253,0.678,0.069
1900,0.298,0.602,0.100
2000,0.381,0.566,0.053
2100,0.372,0.584,0.044
2200,0.438,0.513,0.049
2300,0.458,0.479,0.063
2400,0.486,0.432,0.082
2500,0.580,0.366,0.054
2600,0.558,0.375,0.067
2700,0.585,0.341,0.074
2800,0.662,0.275,0.063
2900,0.742,0.193,0.065
3000,0.777,0.147,0.076
3100,0.787,0.139,0.074
3200,0.815,0.129,0.056
3300,0.838,0.127,0.035
3400,0.819,0.141,0.040
3500,0.734,0.219,0.047
3600,0.786,0.166,0.048
3700,0.790,0.157,0.053
3800,0.839,0.107,0.054
3900,0.803,0.160,0.037
4000,0.811,0.144,0.045
4100,0.804,0.143,0.053
4200,0.813,0.139,0.048
4300,0.834,0.119,0.047
4400,0.829,0.127,0.044
4500,0.851,0.115,0.034
4600,0.905,0.064,0.031
4700,0.920,0.045,0.035
4800,0.879,0.098,0.023
4900,0.883,0.075,0.042
5000,0.835,0.134,0.031
5100,0.852,0.117,0.031
5200,0.899,0.070,0.031
5300,0.909,0.050,0.041
5400,0.935,0.039,0.026
5500,0.956,0.025,0.019
5600,0.962,0.027,0.011
5700,0.974,0.014,0.012
5800,0.978,0.009,0.013
5900,0.961,0.025,0.014
6000,0.953,0.015,0.032
6100,0.964,0.012,0.024
6200,0.978,0.010,0.012
6300,0.985,0.007,0.008
6400,0.965,0.014,0.021
6500,0.897,0.069,0.034
6600,0.935,0.043,0.022
6700,0.954,0.026,0.020
6800,0.951,0.029,0.020
6900,0.944,0.041,0.015
7000,0.955,0.018,0.027
7100,0.975,0.009,0.016
7200,0.973,0.006,0.021
7300,0.974,0.012,0.014
7400,0.984,0.005,0.011
7500,0.970,0.005,0.025
7600,0.964,0.019,0.017
7700,0.980,0.008,0.012
7800,0.986,0.003,0.011
7900,0.996,0.001,0.003
8000,0.999,0.000,0.001
8100,1.000,0.000,0.000
