time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.930,0.040,0.250281
1000,0.052,0.768,0.180,0.565992
1500,0.072,0.688,0.240,0.621095
2000,0.118,0.602,0.280,0.687797
2500,0.171,0.484,0.345,0.726255
3000,0.225,0.362,0.413,0.695075
3500,0.237,0.352,0.411,0.678303
4000,0.232,0.309,0.459,0.686826
4500,0.210,0.278,0.513,0.632692
5000,0.222,0.283,0.495,0.672809
5500,0.180,0.304,0.515,0.657273
6000,0.194,0.300,0.506,0.684859
6500,0.247,0.230,0.523,0.661553
7000,0.295,0.190,0.516,0.648104
7500,0.307,0.217,0.476,0.663377
8000,0.268,0.263,0.469,0.722633
8500,0.293,0.215,0.492,0.694125
9000,0.268,0.215,0.517,0.697194
9500,0.302,0.183,0.515,0.664437
10000,0.325,0.197,0.478,0.690237
10500,0.332,0.154,0.514,0.657823
11000,0.337,0.166,0.497,0.694093
11500,0.303,0.193,0.504,0.669021
12000,0.265,0.207,0.529,0.659389
12500,0.335,0.176,0.489,0.645423
13000,0.345,0.168,0.487,0.668948
13500,0.354,0.141,0.504,0.644563
14000,0.314,0.168,0.519,0.680206
14500,0.315,0.176,0.508,0.692684
15000,0.375,0.152,0.473,0.661835
15500,0.306,0.210,0.484,0.694780
16000,0.335,0.161,0.504,0.672319
16500,0.326,0.182,0.492,0.697220
17000,0.335,0.164,0.501,0.692247
17500,0.336,0.148,0.515,0.661523
18000,0.347,0.182,0.471,0.714366
18500,0.331,0.207,0.462,0.711100
19000,0.313,0.188,0.499,0.695286
19500,0.293,0.217,0.490,0.660834
20000,0.278,0.196,0.526,0.659948
20500,0.274,0.194,0.532,0.657184
21000,0.305,0.157,0.538,0.640721
21500,0.290,0.168,0.542,0.635691
22000,0.345,0.179,0.476,0.687994
22500,0.305,0.195,0.500,0.693390
23000,0.255,0.203,0.542,0.705138
23500,0.244,0.208,0.548,0.693006
24000,0.278,0.227,0.495,0.725066
24500,0.286,0.230,0.484,0.705375
25000,0.308,0.205,0.487,0.687606
25500,0.308,0.201,0.491,0.690057
26000,0.328,0.208,0.463,0.646744
26500,0.320,0.229,0.451,0.668330
27000,0.328,0.211,0.462,0.677379
27500,0.317,0.190,0.494,0.684656
28000,0.384,0.153,0.464,0.668905
28500,0.341,0.177,0.482,0.667875
29000,0.316,0.185,0.499,0.691182
29500,0.281,0.222,0.497,0.703163
30000,0.288,0.185,0.528,0.663365
30500,0.305,0.185,0.510,0.661491
31000,0.332,0.193,0.475,0.702047
31500,0.432,0.144,0.424,0.654188
32000,0.457,0.103,0.440,0.603903
32500,0.384,0.174,0.442,0.708886
33000,0.314,0.147,0.539,0.636250
33500,0.288,0.196,0.516,0.684986
34000,0.400,0.115,0.485,0.588678
34500,0.362,0.120,0.517,0.652738
35000,0.463,0.115,0.421,0.666007
35500,0.399,0.112,0.489,0.642371
36000,0.435,0.081,0.484,0.607220
36500,0.412,0.146,0.443,0.715395
37000,0.411,0.116,0.473,0.678628
37500,0.444,0.113,0.444,0.632246
38000,0.408,0.125,0.467,0.657501
38500,0.399,0.142,0.459,0.663775
39000,0.382,0.133,0.484,0.674805
39500,0.336,0.155,0.509,0.687375
40000,0.321,0.160,0.519,0.665968
40500,0.354,0.146,0.501,0.645092
41000,0.318,0.205,0.477,0.724548
41500,0.311,0.206,0.483,0.699767
42000,0.312,0.154,0.534,0.643795
42500,0.320,0.142,0.538,0.642916
43000,0.292,0.164,0.544,0.652331
43500,0.308,0.210,0.482,0.652152
44000,0.293,0.212,0.495,0.672394
44500,0.289,0.204,0.507,0.651771
45000,0.313,0.205,0.481,0.683678
45500,0.265,0.255,0.480,0.719649
46000,0.243,0.224,0.533,0.638772
46500,0.243,0.243,0.514,0.712100
47000,0.257,0.178,0.565,0.661922
47500,0.244,0.204,0.552,0.689685
48000,0.202,0.237,0.561,0.670286
48500,0.226,0.246,0.528,0.689149
49000,0.232,0.211,0.557,0.686797
49500,0.256,0.240,0.505,0.694997
50000,0.293,0.233,0.474,0.738120
