time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.914,0.058,0.133098
1000,0.028,0.795,0.177,0.280826
1500,0.034,0.807,0.159,0.255234
2000,0.037,0.706,0.257,0.341821
2500,0.046,0.541,0.413,0.413015
3000,0.092,0.465,0.443,0.448866
3500,0.144,0.370,0.486,0.465230
4000,0.168,0.303,0.529,0.468962
4500,0.141,0.294,0.566,0.454666
5000,0.159,0.251,0.590,0.450055
5500,0.196,0.229,0.575,0.460489
6000,0.174,0.245,0.581,0.451458
6500,0.187,0.294,0.520,0.477288
7000,0.242,0.248,0.511,0.473649
7500,0.297,0.208,0.495,0.457407
8000,0.324,0.177,0.498,0.458417
8500,0.300,0.165,0.535,0.448386
9000,0.287,0.183,0.529,0.477201
9500,0.294,0.141,0.566,0.447783
10000,0.315,0.138,0.547,0.456511
10500,0.269,0.171,0.560,0.462009
11000,0.284,0.150,0.566,0.469024
11500,0.315,0.156,0.529,0.463856
12000,0.324,0.144,0.532,0.468498
12500,0.315,0.113,0.572,0.440686
13000,0.336,0.122,0.541,0.451988
13500,0.370,0.098,0.532,0.454212
14000,0.333,0.116,0.550,0.433169
14500,0.352,0.147,0.502,0.463165
15000,0.391,0.110,0.498,0.457581
15500,0.379,0.098,0.523,0.440715
16000,0.339,0.095,0.566,0.433080
16500,0.327,0.104,0.569,0.454640
17000,0.306,0.141,0.554,0.459640
17500,0.318,0.125,0.557,0.445097
18000,0.315,0.190,0.495,0.464636
18500,0.306,0.159,0.535,0.439016
19000,0.364,0.162,0.474,0.462319
19500,0.260,0.171,0.569,0.451850
20000,0.272,0.138,0.590,0.443292
20500,0.275,0.196,0.529,0.483911
21000,0.306,0.183,0.511,0.468086
21500,0.303,0.141,0.557,0.461129
22000,0.239,0.153,0.609,0.421542
22500,0.336,0.138,0.526,0.452197
23000,0.306,0.141,0.554,0.450392
23500,0.352,0.110,0.538,0.457547
24000,0.437,0.095,0.468,0.446003
24500,0.398,0.098,0.505,0.433979
25000,0.404,0.089,0.508,0.444320
25500,0.343,0.104,0.554,0.464657
26000,0.315,0.116,0.569,0.463874
26500,0.281,0.156,0.563,0.453813
27000,0.251,0.211,0.538,0.466836
27500,0.275,0.165,0.560,0.446504
28000,0.294,0.131,0.575,0.417264
28500,0.370,0.147,0.483,0.468070
29000,0.407,0.128,0.465,0.466368
29500,0.333,0.131,0.535,0.446873
30000,0.300,0.092,0.609,0.414963
30500,0.303,0.165,0.532,0.466312
31000,0.291,0.159,0.550,0.459839
31500,0.266,0.147,0.587,0.431866
32000,0.303,0.125,0.572,0.443586
32500,0.352,0.098,0.550,0.438973
33000,0.242,0.122,0.636,0.406318
33500,0.287,0.177,0.535,0.471813
34000,0.297,0.153,0.550,0.456501
34500,0.257,0.199,0.544,0.444484
35000,0.232,0.144,0.624,0.407700
35500,0.297,0.125,0.578,0.441103
36000,0.281,0.141,0.578,0.451317
36500,0.260,0.089,0.651,0.373181
37000,0.385,0.092,0.523,0.442058
37500,0.349,0.159,0.492,0.476531
38000,0.361,0.131,0.508,0.465108
38500,0.315,0.156,0.529,0.475162
39000,0.263,0.183,0.554,0.464129
