time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.939,0.034,0.107004
1000,0.031,0.777,0.193,0.304254
1500,0.028,0.667,0.306,0.371394
2000,0.028,0.575,0.398,0.407919
2500,0.049,0.459,0.492,0.412280
3000,0.095,0.324,0.581,0.419479
3500,0.089,0.315,0.596,0.416131
4000,0.076,0.272,0.651,0.374902
4500,0.122,0.235,0.642,0.405787
5000,0.153,0.214,0.633,0.402459
5500,0.168,0.171,0.661,0.409520
6000,0.147,0.159,0.694,0.339429
6500,0.183,0.110,0.706,0.356425
7000,0.168,0.138,0.694,0.367159
7500,0.190,0.165,0.645,0.396510
8000,0.180,0.122,0.697,0.345839
8500,0.251,0.083,0.667,0.370284
9000,0.269,0.095,0.636,0.397996
9500,0.266,0.067,0.667,0.372421
10000,0.312,0.061,0.627,0.387199
10500,0.294,0.067,0.639,0.380927
11000,0.242,0.083,0.676,0.377053
11500,0.235,0.064,0.700,0.350803
12000,0.232,0.104,0.664,0.393707
12500,0.266,0.086,0.648,0.378708
13000,0.235,0.104,0.661,0.381975
13500,0.245,0.116,0.639,0.391307
14000,0.260,0.086,0.654,0.362036
14500,0.257,0.110,0.633,0.420533
15000,0.199,0.156,0.645,0.421305
15500,0.183,0.138,0.679,0.379491
16000,0.162,0.104,0.734,0.341891
16500,0.183,0.101,0.716,0.349932
17000,0.208,0.138,0.654,0.378947
17500,0.235,0.144,0.621,0.432611
18000,0.248,0.128,0.624,0.414194
18500,0.208,0.110,0.682,0.383425
19000,0.199,0.110,0.691,0.372093
19500,0.211,0.150,0.639,0.408853
20000,0.217,0.122,0.661,0.402133
20500,0.168,0.104,0.728,0.325936
21000,0.239,0.110,0.651,0.382455
21500,0.251,0.110,0.639,0.385882
22000,0.242,0.086,0.673,0.370336
22500,0.275,0.110,0.615,0.423054
23000,0.248,0.073,0.679,0.354316
23500,0.202,0.095,0.703,0.362680
24000,0.208,0.119,0.673,0.381368
24500,0.205,0.113,0.682,0.378404
25000,0.159,0.122,0.719,0.333208
25500,0.174,0.135,0.691,0.374341
26000,0.223,0.116,0.661,0.395862
26500,0.202,0.119,0.679,0.371056
27000,0.220,0.089,0.691,0.359148
27500,0.205,0.104,0.691,0.368170
28000,0.232,0.144,0.624,0.433539
28500,0.193,0.113,0.694,0.367866
29000,0.248,0.080,0.673,0.385587
29500,0.254,0.086,0.661,0.383853
30000,0.190,0.156,0.654,0.405548
30500,0.205,0.107,0.688,0.362560
31000,0.220,0.113,0.667,0.414092
31500,0.183,0.116,0.700,0.377732
32000,0.177,0.110,0.713,0.348529
32500,0.187,0.119,0.694,0.371086
33000,0.214,0.147,0.639,0.418292
33500,0.226,0.147,0.627,0.414625
