time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.073,0.886,0.041,0.312490
1000,0.063,0.912,0.024,0.194074
1500,0.094,0.862,0.044,0.310517
2000,0.124,0.836,0.040,0.364315
2500,0.093,0.875,0.032,0.289883
3000,0.127,0.847,0.026,0.277251
3500,0.132,0.839,0.030,0.361745
4000,0.151,0.808,0.041,0.316660
4500,0.252,0.708,0.040,0.519924
5000,0.249,0.704,0.047,0.564582
5500,0.232,0.714,0.054,0.518920
6000,0.268,0.689,0.043,0.498537
6500,0.268,0.683,0.048,0.525440
7000,0.288,0.670,0.042,0.522015
7500,0.287,0.668,0.045,0.521617
8000,0.303,0.648,0.049,0.558203
8500,0.321,0.632,0.047,0.476302
9000,0.324,0.616,0.060,0.509412
9500,0.480,0.474,0.046,0.546602
10000,0.532,0.425,0.043,0.531274
10500,0.512,0.445,0.042,0.580677
11000,0.584,0.369,0.047,0.449556
11500,0.585,0.371,0.044,0.419739
12000,0.625,0.330,0.045,0.404933
12500,0.637,0.302,0.061,0.394899
13000,0.641,0.321,0.038,0.323959
13500,0.606,0.339,0.055,0.540994
14000,0.558,0.393,0.049,0.522875
14500,0.566,0.381,0.052,0.487213
15000,0.576,0.379,0.045,0.572283
15500,0.561,0.385,0.054,0.599101
16000,0.547,0.409,0.044,0.578189
16500,0.579,0.358,0.063,0.612514
17000,0.631,0.310,0.059,0.545526
17500,0.609,0.342,0.049,0.535756
18000,0.621,0.325,0.054,0.515621
18500,0.694,0.258,0.048,0.349719
19000,0.697,0.263,0.041,0.308012
19500,0.654,0.308,0.038,0.395066
20000,0.793,0.179,0.028,0.168055
20500,0.831,0.134,0.036,0.183670
21000,0.797,0.172,0.031,0.245246
21500,0.845,0.126,0.029,0.152362
22000,0.889,0.084,0.027,0.094648
22500,0.909,0.069,0.022,0.067492
23000,0.932,0.056,0.012,0.034822
23500,0.932,0.045,0.022,0.041689
24000,0.921,0.050,0.029,0.079977
24500,0.947,0.035,0.018,0.028323
25000,0.953,0.029,0.017,0.022463
25500,0.967,0.023,0.009,0.010361
26000,0.972,0.020,0.008,0.007149
26500,0.977,0.018,0.005,0.004737
27000,0.983,0.013,0.003,0.003190
27500,0.985,0.013,0.002,0.002685
28000,0.985,0.012,0.003,0.004188
28500,0.986,0.012,0.002,0.003922
29000,0.987,0.011,0.002,0.001702
29500,0.987,0.010,0.003,0.004478
30000,0.988,0.009,0.003,0.003663
30500,0.991,0.008,0.001,0.001152
31000,0.991,0.007,0.002,0.001002
31500,0.992,0.006,0.002,0.000900
32000,0.992,0.006,0.002,0.000716
32500,0.993,0.006,0.001,0.000624
33000,0.991,0.005,0.004,0.002705
33500,0.992,0.005,0.003,0.000998
34000,0.993,0.004,0.003,0.001727
34500,0.993,0.004,0.003,0.001727
35000,0.994,0.004,0.002,0.001395
35500,0.994,0.004,0.002,0.001395
36000,0.994,0.004,0.002,0.001395
36500,0.994,0.004,0.002,0.001395
37000,0.995,0.004,0.001,0.000203
37500,0.995,0.004,0.001,0.000099
38000,0.995,0.004,0.001,0.000099
38500,0.985,0.004,0.010,0.035852
39000,0.995,0.004,0.001,0.000621
39500,0.995,0.004,0.001,0.000621
40000,0.995,0.004,0.001,0.000099
40500,0.995,0.004,0.001,0.000099
41000,0.995,0.004,0.001,0.000099
41500,0.995,0.004,0.001,0.000099
42000,0.995,0.004,0.001,0.000099
42500,0.995,0.004,0.001,0.000099
43000,0.995,0.004,0.001,0.000099
43500,0.996,0.003,0.001,0.000084
44000,0.996,0.003,0.001,0.000084
44500,0.996,0.003,0.001,0.000084
45000,0.996,0.003,0.001,0.000084
45500,0.996,0.003,0.001,0.000084
46000,0.996,0.003,0.001,0.000084
46500,0.996,0.003,0.001,0.000084
47000,0.996,0.003,0.001,0.000084
47500,0.997,0.003,0.001,0.000079
48000,0.997,0.003,0.001,0.000079
48500,0.997,0.003,0.001,0.000079
49000,0.997,0.003,0.000,0.000044
49500,0.997,0.003,0.000,0.000044
50000,0.997,0.003,0.000,0.000044
50500,0.997,0.003,0.000,0.000044
51000,0.998,0.002,0.000,0.000040
51500,0.998,0.002,0.000,0.000040
52000,0.995,0.002,0.003,0.005334
52500,0.997,0.002,0.001,0.001309
53000,0.998,0.002,0.000,0.000040
53500,0.998,0.002,0.000,0.000040
54000,0.998,0.002,0.000,0.000040
