time,n_A+p,n_B,n_AB
100,0.335,0.450,0.215
200,0.231,0.388,0.380
300,0.153,0.322,0.525
400,0.136,0.293,0.570
500,0.120,0.231,0.649
600,0.112,0.198,0.690
700,0.099,0.169,0.731
800,0.083,0.194,0.723
900,0.074,0.227,0.698
1000,0.074,0.264,0.661
1100,0.091,0.219,0.690
1200,0.087,0.190,0.723
1300,0.091,0.215,0.694
1400,0.095,0.165,0.740
1500,0.074,0.190,0.736
1600,0.091,0.157,0.752
1700,0.066,0.174,0.760
1800,0.058,0.186,0.756
1900,0.116,0.178,0.707
2000,0.107,0.169,0.723
2100,0.095,0.186,0.719
2200,0.116,0.198,0.686
2300,0.095,0.198,0.707
2400,0.099,0.227,0.674
2500,0.107,0.215,0.678
2600,0.099,0.219,0.682
2700,0.095,0.211,0.694
2800,0.083,0.211,0.707
2900,0.083,0.194,0.723
3000,0.091,0.182,0.727
3100,0.095,0.182,0.723
3200,0.116,0.202,0.682
3300,0.107,0.244,0.649
3400,0.116,0.244,0.640
3500,0.128,0.223,0.649
3600,0.091,0.207,0.702
3700,0.083,0.211,0.707
3800,0.083,0.198,0.719
3900,0.074,0.198,0.727
4000,0.103,0.186,0.711
4100,0.099,0.186,0.715
4200,0.074,0.194,0.731
4300,0.099,0.194,0.707
4400,0.087,0.186,0.727
4500,0.120,0.153,0.727
4600,0.107,0.157,0.736
4700,0.091,0.132,0.777
4800,0.112,0.149,0.740
4900,0.128,0.161,0.711
5000,0.116,0.149,0.736
5100,0.107,0.107,0.785
5200,0.149,0.112,0.740
5300,0.132,0.079,0.789
5400,0.140,0.087,0.773
5500,0.132,0.136,0.731
5600,0.165,0.132,0.702
5700,0.182,0.128,0.690
5800,0.174,0.128,0.698
5900,0.132,0.103,0.764
6000,0.103,0.132,0.764
6100,0.116,0.116,0.769
6200,0.124,0.153,0.723
6300,0.128,0.136,0.736
6400,0.120,0.149,0.731
6500,0.140,0.120,0.740
6600,0.112,0.165,0.723
6700,0.128,0.140,0.731
6800,0.124,0.132,0.744
6900,0.095,0.116,0.789
7000,0.112,0.120,0.769
7100,0.116,0.107,0.777
7200,0.149,0.132,0.719
7300,0.124,0.103,0.773
7400,0.145,0.070,0.785
7500,0.124,0.070,0.806
7600,0.099,0.103,0.798
7700,0.087,0.174,0.740
7800,0.091,0.128,0.781
7900,0.112,0.145,0.744
8000,0.124,0.103,0.773
8100,0.145,0.103,0.752
8200,0.132,0.153,0.715
8300,0.124,0.157,0.719
8400,0.153,0.165,0.682
8500,0.174,0.124,0.702
8600,0.145,0.103,0.752
8700,0.165,0.112,0.723
8800,0.165,0.145,0.690
8900,0.140,0.161,0.698
9000,0.157,0.161,0.682
9100,0.194,0.132,0.674
9200,0.186,0.120,0.694
9300,0.236,0.103,0.661
9400,0.231,0.079,0.690
9500,0.207,0.103,0.690
9600,0.165,0.124,0.711
9700,0.236,0.120,0.645
9800,0.219,0.120,0.661
9900,0.198,0.107,0.694
10000,0.149,0.099,0.752
10100,0.157,0.116,0.727
10200,0.153,0.149,0.698
10300,0.174,0.120,0.707
10400,0.182,0.128,0.690
10500,0.161,0.120,0.719
10600,0.124,0.124,0.752
10700,0.103,0.120,0.777
10800,0.124,0.095,0.781
10900,0.107,0.087,0.806
11000,0.124,0.070,0.806
11100,0.136,0.083,0.781
11200,0.132,0.099,0.769
11300,0.120,0.079,0.802
11400,0.145,0.083,0.773
11500,0.124,0.079,0.798
11600,0.140,0.079,0.781
11700,0.161,0.091,0.748
11800,0.165,0.095,0.740
11900,0.157,0.124,0.719
12000,0.190,0.099,0.711
12100,0.169,0.103,0.727
12200,0.132,0.091,0.777
12300,0.132,0.107,0.760
12400,0.182,0.099,0.719
12500,0.165,0.095,0.740
12600,0.157,0.074,0.769
12700,0.124,0.116,0.760
12800,0.083,0.165,0.752
12900,0.066,0.174,0.760
13000,0.116,0.149,0.736
13100,0.120,0.161,0.719
