time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.905,0.067,0.153027
1000,0.028,0.771,0.202,0.275515
1500,0.034,0.648,0.318,0.355291
2000,0.046,0.547,0.407,0.402509
2500,0.080,0.495,0.425,0.410280
3000,0.113,0.379,0.508,0.409720
3500,0.116,0.294,0.590,0.396977
4000,0.205,0.235,0.560,0.425032
4500,0.187,0.232,0.581,0.429394
5000,0.180,0.248,0.572,0.453245
5500,0.183,0.177,0.639,0.409084
6000,0.272,0.171,0.557,0.452509
6500,0.214,0.168,0.618,0.417288
7000,0.242,0.125,0.633,0.399964
7500,0.162,0.162,0.676,0.395159
8000,0.174,0.156,0.670,0.382069
8500,0.205,0.128,0.667,0.393722
9000,0.202,0.165,0.633,0.405863
9500,0.125,0.205,0.670,0.403623
10000,0.135,0.248,0.618,0.432486
10500,0.147,0.208,0.645,0.415674
11000,0.141,0.223,0.636,0.412026
11500,0.180,0.165,0.654,0.393811
12000,0.199,0.153,0.648,0.399064
12500,0.220,0.156,0.624,0.420395
13000,0.242,0.171,0.587,0.441408
13500,0.303,0.095,0.602,0.414073
14000,0.294,0.098,0.609,0.420234
14500,0.245,0.101,0.654,0.393296
15000,0.300,0.119,0.581,0.446586
15500,0.272,0.107,0.621,0.424134
16000,0.254,0.110,0.636,0.385866
16500,0.257,0.125,0.618,0.419512
17000,0.235,0.138,0.627,0.425839
17500,0.327,0.119,0.554,0.433959
18000,0.303,0.110,0.587,0.411528
18500,0.303,0.144,0.554,0.447317
19000,0.275,0.101,0.624,0.397388
19500,0.291,0.125,0.584,0.416260
20000,0.275,0.135,0.590,0.431912
20500,0.303,0.125,0.572,0.448961
21000,0.272,0.122,0.606,0.415750
21500,0.257,0.147,0.596,0.443649
22000,0.248,0.110,0.642,0.384689
22500,0.211,0.110,0.679,0.392661
23000,0.239,0.125,0.636,0.397714
23500,0.245,0.144,0.612,0.440902
24000,0.281,0.116,0.602,0.424860
24500,0.245,0.141,0.615,0.418356
25000,0.257,0.147,0.596,0.430379
25500,0.229,0.162,0.609,0.426723
26000,0.232,0.190,0.578,0.459967
26500,0.269,0.165,0.566,0.443886
27000,0.177,0.190,0.633,0.433399
27500,0.187,0.196,0.618,0.447652
28000,0.223,0.165,0.612,0.432622
28500,0.254,0.156,0.590,0.446932
29000,0.202,0.128,0.670,0.378870
29500,0.226,0.150,0.624,0.434236
30000,0.235,0.098,0.667,0.383925
30500,0.232,0.131,0.636,0.408437
31000,0.266,0.089,0.645,0.387659
31500,0.266,0.119,0.615,0.412595
32000,0.245,0.125,0.630,0.412188
32500,0.254,0.113,0.633,0.395996
33000,0.251,0.116,0.633,0.384708
33500,0.281,0.110,0.609,0.403545
34000,0.287,0.135,0.578,0.438925
34500,0.235,0.144,0.621,0.411742
35000,0.251,0.113,0.636,0.389279
35500,0.211,0.144,0.645,0.424575
36000,0.174,0.162,0.664,0.381939
36500,0.168,0.174,0.657,0.386157
37000,0.205,0.147,0.648,0.391283
37500,0.183,0.187,0.630,0.396167
38000,0.193,0.205,0.602,0.447440
38500,0.153,0.190,0.657,0.389627
39000,0.171,0.177,0.651,0.389622
