time,n_A+p,n_B,n_AB
0,0.028,0.972,0.000
500,0.032,0.949,0.018
1000,0.032,0.899,0.069
1500,0.028,0.862,0.111
2000,0.069,0.793,0.138
2500,0.037,0.825,0.138
3000,0.041,0.839,0.120
3500,0.037,0.871,0.092
4000,0.046,0.820,0.134
4500,0.069,0.779,0.152
5000,0.065,0.797,0.138
5500,0.065,0.774,0.161
6000,0.055,0.793,0.152
6500,0.106,0.687,0.207
7000,0.097,0.641,0.263
7500,0.157,0.548,0.295
8000,0.138,0.618,0.244
8500,0.138,0.590,0.272
9000,0.097,0.590,0.313
9500,0.134,0.507,0.359
10000,0.161,0.479,0.359
10500,0.152,0.488,0.359
11000,0.152,0.498,0.350
11500,0.184,0.475,0.341
12000,0.180,0.507,0.313
12500,0.300,0.401,0.300
13000,0.300,0.382,0.318
13500,0.286,0.332,0.382
14000,0.382,0.323,0.295
14500,0.410,0.240,0.350
15000,0.442,0.212,0.346
15500,0.327,0.318,0.355
16000,0.327,0.332,0.341
16500,0.406,0.253,0.341
17000,0.382,0.226,0.392
17500,0.475,0.212,0.313
18000,0.512,0.212,0.276
18500,0.502,0.180,0.318
19000,0.548,0.138,0.313
19500,0.627,0.092,0.281
20000,0.677,0.060,0.263
20500,0.728,0.046,0.226
21000,0.811,0.028,0.161
21500,0.848,0.014,0.138
22000,0.793,0.028,0.180
22500,0.834,0.032,0.134
23000,0.876,0.005,0.120
23500,0.880,0.005,0.115
24000,0.972,0.000,0.028
24500,0.982,0.000,0.018
25000,1.000,0.000,0.000
