time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.777,0.194,0.317434
1000,0.045,0.566,0.388,0.438213
1500,0.058,0.405,0.537,0.440864
2000,0.120,0.219,0.661,0.401801
2500,0.161,0.198,0.640,0.452913
3000,0.145,0.174,0.682,0.407006
3500,0.136,0.223,0.640,0.433372
4000,0.116,0.207,0.678,0.405866
4500,0.120,0.174,0.707,0.366905
5000,0.124,0.178,0.698,0.392341
5500,0.132,0.145,0.723,0.355960
6000,0.128,0.153,0.719,0.339146
6500,0.207,0.095,0.698,0.400423
7000,0.227,0.074,0.698,0.386889
7500,0.273,0.074,0.653,0.422119
8000,0.252,0.103,0.645,0.423004
8500,0.219,0.116,0.665,0.409455
9000,0.248,0.136,0.616,0.469314
9500,0.186,0.124,0.690,0.400922
10000,0.231,0.070,0.698,0.370979
10500,0.219,0.070,0.711,0.358024
11000,0.174,0.140,0.686,0.412516
11500,0.132,0.124,0.744,0.356531
12000,0.165,0.116,0.719,0.388913
12500,0.182,0.153,0.665,0.425175
13000,0.178,0.182,0.640,0.422114
13500,0.194,0.103,0.702,0.381843
14000,0.153,0.132,0.715,0.373601
14500,0.215,0.153,0.632,0.437912
15000,0.157,0.149,0.694,0.381179
15500,0.207,0.149,0.645,0.431551
16000,0.169,0.169,0.661,0.404863
16500,0.231,0.120,0.649,0.423497
17000,0.186,0.070,0.744,0.342779
17500,0.116,0.095,0.789,0.286839
18000,0.124,0.248,0.628,0.437615
18500,0.124,0.186,0.690,0.395811
19000,0.145,0.157,0.698,0.384489
19500,0.161,0.132,0.707,0.385066
20000,0.207,0.070,0.723,0.372566
20500,0.223,0.087,0.690,0.398161
21000,0.198,0.124,0.678,0.402128
21500,0.269,0.099,0.632,0.421109
22000,0.149,0.169,0.682,0.406888
22500,0.132,0.165,0.702,0.379349
23000,0.211,0.050,0.740,0.341589
23500,0.277,0.095,0.628,0.456665
24000,0.285,0.050,0.665,0.396007
24500,0.198,0.070,0.731,0.343517
25000,0.223,0.124,0.653,0.401211
25500,0.223,0.120,0.657,0.404053
26000,0.281,0.074,0.645,0.392797
26500,0.248,0.083,0.669,0.406317
27000,0.186,0.091,0.723,0.334343
27500,0.190,0.083,0.727,0.371319
28000,0.215,0.091,0.694,0.392167
28500,0.273,0.116,0.612,0.446327
29000,0.231,0.128,0.640,0.442365
29500,0.260,0.140,0.599,0.447985
30000,0.227,0.103,0.669,0.404765
30500,0.174,0.120,0.707,0.378276
31000,0.186,0.103,0.711,0.383377
31500,0.223,0.116,0.661,0.396710
32000,0.240,0.099,0.661,0.391785
32500,0.227,0.099,0.674,0.389491
33000,0.227,0.120,0.653,0.416395
33500,0.252,0.107,0.640,0.414920
34000,0.190,0.087,0.723,0.365670
34500,0.207,0.161,0.632,0.425946
35000,0.190,0.132,0.678,0.404206
35500,0.161,0.211,0.628,0.460796
36000,0.207,0.157,0.636,0.460676
36500,0.157,0.252,0.591,0.478765
37000,0.223,0.091,0.686,0.367986
37500,0.269,0.120,0.612,0.439992
38000,0.298,0.079,0.624,0.412495
38500,0.223,0.112,0.665,0.423171
39000,0.198,0.149,0.653,0.430604
39500,0.186,0.174,0.640,0.426309
40000,0.136,0.182,0.682,0.423275
40500,0.140,0.194,0.665,0.420206
41000,0.182,0.186,0.632,0.448846
41500,0.174,0.182,0.645,0.424964
42000,0.124,0.174,0.702,0.389369
42500,0.120,0.153,0.727,0.361119
43000,0.149,0.107,0.744,0.365793
43500,0.165,0.103,0.731,0.354033
44000,0.182,0.182,0.636,0.458313
44500,0.149,0.124,0.727,0.362629
45000,0.149,0.095,0.756,0.332363
45500,0.136,0.153,0.711,0.395530
46000,0.153,0.165,0.682,0.402579
46500,0.178,0.132,0.690,0.399566
47000,0.215,0.083,0.702,0.389366
47500,0.120,0.186,0.694,0.415738
48000,0.140,0.165,0.694,0.377125
48500,0.145,0.112,0.744,0.343588
49000,0.202,0.099,0.698,0.348839
49500,0.202,0.083,0.715,0.326529
50000,0.269,0.120,0.612,0.426542
50500,0.227,0.107,0.665,0.398277
51000,0.248,0.107,0.645,0.436863
51500,0.207,0.079,0.715,0.369286
52000,0.190,0.116,0.694,0.409236
52500,0.182,0.136,0.682,0.411873
53000,0.136,0.174,0.690,0.394754
53500,0.190,0.136,0.674,0.413139
54000,0.149,0.161,0.690,0.393403
54500,0.231,0.136,0.632,0.462078
55000,0.273,0.074,0.653,0.410582
55500,0.207,0.091,0.702,0.389873
56000,0.236,0.099,0.665,0.424565
56500,0.236,0.091,0.674,0.412382
57000,0.273,0.087,0.640,0.430885
57500,0.207,0.190,0.603,0.455001
58000,0.161,0.157,0.682,0.421224
58500,0.211,0.087,0.702,0.391168
59000,0.174,0.132,0.694,0.403043
59500,0.252,0.095,0.653,0.439819
60000,0.190,0.066,0.744,0.341394
60500,0.219,0.116,0.665,0.438657
61000,0.190,0.124,0.686,0.428010
61500,0.207,0.091,0.702,0.404336
62000,0.178,0.128,0.694,0.412024
62500,0.211,0.103,0.686,0.399889
63000,0.194,0.070,0.736,0.351250
63500,0.182,0.066,0.752,0.309632
64000,0.194,0.091,0.715,0.371094
64500,0.227,0.145,0.628,0.460931
65000,0.260,0.124,0.616,0.437364
65500,0.182,0.103,0.715,0.371433
66000,0.207,0.107,0.686,0.400567
66500,0.240,0.083,0.678,0.385235
67000,0.310,0.066,0.624,0.412438
67500,0.215,0.099,0.686,0.402067
68000,0.207,0.103,0.690,0.380634
68500,0.244,0.099,0.657,0.403532
69000,0.248,0.116,0.636,0.408752
69500,0.198,0.116,0.686,0.392567
70000,0.169,0.066,0.764,0.330167
70500,0.244,0.103,0.653,0.415682
71000,0.223,0.107,0.669,0.419701
71500,0.215,0.120,0.665,0.417037
72000,0.186,0.140,0.674,0.413750
72500,0.145,0.161,0.694,0.403454
73000,0.136,0.169,0.694,0.387097
73500,0.107,0.153,0.740,0.359622
74000,0.178,0.103,0.719,0.372275
74500,0.211,0.095,0.694,0.377008
75000,0.161,0.145,0.694,0.410334
75500,0.128,0.186,0.686,0.388238
76000,0.194,0.132,0.674,0.400809
76500,0.198,0.099,0.702,0.366712
77000,0.157,0.083,0.760,0.305566
77500,0.174,0.140,0.686,0.405602
78000,0.231,0.128,0.640,0.440417
78500,0.202,0.112,0.686,0.398753
79000,0.190,0.128,0.682,0.419195
79500,0.215,0.103,0.682,0.420270
80000,0.194,0.095,0.711,0.386473
80500,0.219,0.066,0.715,0.344118
81000,0.227,0.099,0.674,0.401899
81500,0.244,0.087,0.669,0.401302
82000,0.240,0.070,0.690,0.391982
82500,0.264,0.087,0.649,0.407856
83000,0.182,0.099,0.719,0.353643
83500,0.178,0.083,0.740,0.340841
84000,0.194,0.107,0.698,0.389757
84500,0.194,0.153,0.653,0.433109
85000,0.202,0.099,0.698,0.384265
85500,0.252,0.041,0.707,0.374684
86000,0.248,0.074,0.678,0.410861
86500,0.174,0.074,0.752,0.345285
87000,0.240,0.107,0.653,0.436789
87500,0.277,0.045,0.678,0.399725
88000,0.207,0.070,0.723,0.369808
88500,0.236,0.083,0.682,0.404391
89000,0.269,0.091,0.640,0.425608
89500,0.157,0.169,0.674,0.428189
90000,0.198,0.074,0.727,0.330051
90500,0.219,0.112,0.669,0.416143
91000,0.227,0.095,0.678,0.397936
91500,0.252,0.087,0.661,0.411123
92000,0.223,0.099,0.678,0.421781
92500,0.182,0.095,0.723,0.376103
93000,0.215,0.095,0.690,0.392741
93500,0.182,0.120,0.698,0.410934
94000,0.190,0.103,0.707,0.389499
94500,0.174,0.132,0.694,0.409991
95000,0.227,0.079,0.694,0.387467
95500,0.153,0.103,0.744,0.343849
96000,0.182,0.120,0.698,0.403386
96500,0.140,0.136,0.723,0.386593
97000,0.182,0.079,0.740,0.337537
97500,0.211,0.103,0.686,0.386355
98000,0.169,0.116,0.715,0.388491
98500,0.157,0.136,0.707,0.397358
99000,0.202,0.157,0.640,0.439379
99500,0.227,0.132,0.640,0.442331
100000,0.223,0.112,0.665,0.400738
