time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.037,0.911,0.052,0.107996
1000,0.031,0.917,0.052,0.096529
1500,0.037,0.893,0.070,0.127403
2000,0.031,0.920,0.049,0.114279
2500,0.028,0.945,0.028,0.067202
3000,0.031,0.939,0.031,0.072030
3500,0.037,0.933,0.031,0.081980
4000,0.034,0.942,0.024,0.070873
4500,0.037,0.927,0.037,0.099426
5000,0.034,0.951,0.015,0.056170
5500,0.031,0.954,0.015,0.062575
6000,0.028,0.948,0.024,0.073655
6500,0.031,0.945,0.024,0.068466
7000,0.037,0.930,0.034,0.093742
7500,0.028,0.917,0.055,0.109468
8000,0.034,0.933,0.034,0.091455
8500,0.043,0.924,0.034,0.077259
9000,0.037,0.930,0.034,0.085386
9500,0.028,0.960,0.012,0.052963
10000,0.028,0.942,0.031,0.083873
10500,0.028,0.914,0.058,0.119091
11000,0.031,0.927,0.043,0.102933
11500,0.034,0.908,0.058,0.113055
12000,0.028,0.939,0.034,0.076032
12500,0.028,0.945,0.028,0.068849
13000,0.031,0.924,0.046,0.099933
13500,0.031,0.927,0.043,0.097209
14000,0.031,0.933,0.037,0.085699
14500,0.034,0.917,0.049,0.110104
15000,0.037,0.908,0.055,0.104185
15500,0.034,0.908,0.058,0.126395
16000,0.028,0.927,0.046,0.096991
16500,0.037,0.917,0.046,0.103777
17000,0.049,0.896,0.055,0.128546
17500,0.043,0.905,0.052,0.107095
18000,0.031,0.924,0.046,0.084749
18500,0.034,0.920,0.046,0.091158
19000,0.031,0.939,0.031,0.074993
19500,0.034,0.930,0.037,0.086034
20000,0.031,0.945,0.024,0.078504
20500,0.037,0.920,0.043,0.105666
21000,0.040,0.924,0.037,0.106923
21500,0.034,0.902,0.064,0.112918
22000,0.034,0.920,0.046,0.102599
22500,0.031,0.872,0.098,0.165452
23000,0.031,0.927,0.043,0.093401
23500,0.037,0.893,0.070,0.129492
24000,0.037,0.908,0.055,0.117691
24500,0.034,0.930,0.037,0.089314
25000,0.037,0.908,0.055,0.125205
25500,0.028,0.899,0.073,0.127085
26000,0.028,0.927,0.046,0.088081
26500,0.037,0.917,0.046,0.117842
27000,0.037,0.896,0.067,0.136304
27500,0.040,0.924,0.037,0.108141
28000,0.031,0.927,0.043,0.093485
28500,0.034,0.911,0.055,0.121430
29000,0.040,0.924,0.037,0.097074
29500,0.034,0.920,0.046,0.101568
30000,0.037,0.911,0.052,0.123561
30500,0.034,0.911,0.055,0.114984
31000,0.031,0.939,0.031,0.081703
31500,0.031,0.939,0.031,0.070637
32000,0.031,0.951,0.018,0.052731
32500,0.031,0.948,0.021,0.064349
33000,0.031,0.920,0.049,0.094676
33500,0.031,0.924,0.046,0.089596
34000,0.031,0.920,0.049,0.098497
34500,0.031,0.914,0.055,0.122377
35000,0.031,0.933,0.037,0.078470
35500,0.043,0.905,0.052,0.126626
36000,0.040,0.908,0.052,0.120446
36500,0.037,0.927,0.037,0.088759
37000,0.028,0.954,0.018,0.055076
37500,0.028,0.957,0.015,0.060353
38000,0.028,0.939,0.034,0.081784
38500,0.028,0.905,0.067,0.101433
39000,0.031,0.920,0.049,0.115091
39500,0.031,0.942,0.028,0.079847
40000,0.034,0.924,0.043,0.098873
40500,0.031,0.920,0.049,0.099106
41000,0.034,0.924,0.043,0.107583
41500,0.034,0.933,0.034,0.088852
42000,0.040,0.902,0.058,0.126700
42500,0.031,0.936,0.034,0.082986
43000,0.028,0.945,0.028,0.077572
43500,0.028,0.942,0.031,0.080518
44000,0.028,0.920,0.052,0.102871
44500,0.028,0.914,0.058,0.112452
45000,0.028,0.914,0.058,0.111308
45500,0.034,0.917,0.049,0.112502
46000,0.028,0.957,0.015,0.061390
46500,0.028,0.945,0.028,0.065980
47000,0.028,0.930,0.043,0.093664
47500,0.028,0.951,0.021,0.073779
48000,0.028,0.948,0.024,0.063830
48500,0.028,0.954,0.018,0.060676
49000,0.031,0.939,0.031,0.079862
49500,0.028,0.948,0.024,0.061291
50000,0.031,0.948,0.021,0.062935
50500,0.034,0.917,0.049,0.114661
51000,0.034,0.920,0.046,0.102820
51500,0.028,0.933,0.040,0.096519
52000,0.031,0.924,0.046,0.091239
52500,0.031,0.911,0.058,0.109616
53000,0.031,0.945,0.024,0.067789
53500,0.031,0.933,0.037,0.088837
54000,0.031,0.933,0.037,0.074450
54500,0.034,0.930,0.037,0.077470
55000,0.031,0.936,0.034,0.085314
55500,0.037,0.896,0.067,0.133417
56000,0.031,0.899,0.070,0.139286
56500,0.034,0.930,0.037,0.087808
57000,0.028,0.914,0.058,0.101719
57500,0.028,0.939,0.034,0.074601
58000,0.037,0.902,0.061,0.124493
58500,0.034,0.924,0.043,0.089305
59000,0.040,0.930,0.031,0.095205
59500,0.031,0.960,0.009,0.050286
60000,0.028,0.957,0.015,0.055727
60500,0.028,0.930,0.043,0.086454
61000,0.028,0.933,0.040,0.095859
61500,0.028,0.945,0.028,0.063651
62000,0.031,0.939,0.031,0.082458
62500,0.031,0.936,0.034,0.083594
63000,0.028,0.945,0.028,0.064551
63500,0.028,0.957,0.015,0.054513
64000,0.031,0.917,0.052,0.108557
64500,0.037,0.939,0.024,0.073367
65000,0.034,0.920,0.046,0.096917
65500,0.031,0.945,0.024,0.063869
66000,0.034,0.917,0.049,0.107722
66500,0.037,0.927,0.037,0.090042
67000,0.031,0.920,0.049,0.102990
67500,0.028,0.939,0.034,0.080078
68000,0.031,0.899,0.070,0.127342
68500,0.031,0.930,0.040,0.090085
69000,0.028,0.936,0.037,0.096569
69500,0.028,0.933,0.040,0.086951
70000,0.028,0.951,0.021,0.071144
70500,0.028,0.957,0.015,0.060925
71000,0.028,0.936,0.037,0.080731
71500,0.034,0.945,0.021,0.083740
72000,0.028,0.939,0.034,0.085390
72500,0.031,0.936,0.034,0.086800
73000,0.031,0.908,0.061,0.118655
73500,0.031,0.917,0.052,0.118529
74000,0.028,0.951,0.021,0.060965
74500,0.031,0.927,0.043,0.094304
75000,0.037,0.933,0.031,0.091238
75500,0.028,0.917,0.055,0.108280
76000,0.031,0.920,0.049,0.107291
76500,0.034,0.917,0.049,0.099087
77000,0.031,0.896,0.073,0.123801
77500,0.028,0.945,0.028,0.068157
78000,0.028,0.933,0.040,0.084925
78500,0.028,0.936,0.037,0.080498
79000,0.028,0.945,0.028,0.072252
79500,0.028,0.942,0.031,0.073190
80000,0.028,0.936,0.037,0.087138
80500,0.028,0.933,0.040,0.089197
81000,0.028,0.920,0.052,0.096489
81500,0.028,0.945,0.028,0.073806
82000,0.028,0.939,0.034,0.074895
82500,0.031,0.905,0.064,0.119458
83000,0.031,0.933,0.037,0.086825
83500,0.028,0.933,0.040,0.081978
84000,0.028,0.951,0.021,0.062283
84500,0.034,0.884,0.083,0.151838
85000,0.031,0.917,0.052,0.104938
85500,0.031,0.920,0.049,0.091368
86000,0.031,0.936,0.034,0.085202
86500,0.034,0.927,0.040,0.092454
87000,0.034,0.917,0.049,0.126003
87500,0.028,0.936,0.037,0.080638
88000,0.031,0.933,0.037,0.091045
88500,0.028,0.948,0.024,0.071652
89000,0.031,0.939,0.031,0.071683
89500,0.031,0.924,0.046,0.098744
90000,0.031,0.942,0.028,0.070400
90500,0.031,0.914,0.055,0.113183
91000,0.040,0.869,0.092,0.148608
91500,0.040,0.914,0.046,0.103355
92000,0.040,0.914,0.046,0.096358
92500,0.043,0.893,0.064,0.127909
93000,0.052,0.893,0.055,0.157701
93500,0.043,0.896,0.061,0.141841
94000,0.040,0.890,0.070,0.131337
94500,0.037,0.914,0.049,0.102930
95000,0.028,0.911,0.061,0.125678
95500,0.031,0.942,0.028,0.077468
96000,0.034,0.920,0.046,0.100509
96500,0.049,0.875,0.076,0.155788
97000,0.049,0.893,0.058,0.123703
97500,0.040,0.917,0.043,0.089763
98000,0.034,0.917,0.049,0.104504
98500,0.031,0.924,0.046,0.102122
99000,0.031,0.942,0.028,0.080690
99500,0.028,0.924,0.049,0.098139
100000,0.031,0.942,0.028,0.074949
