time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.049,0.931,0.020,0.162567
1000,0.046,0.914,0.040,0.197532
1500,0.053,0.902,0.045,0.171605
2000,0.048,0.906,0.046,0.149638
2500,0.043,0.902,0.055,0.174851
3000,0.048,0.890,0.062,0.161119
3500,0.055,0.877,0.067,0.223319
4000,0.049,0.893,0.058,0.211268
4500,0.043,0.902,0.055,0.152677
5000,0.045,0.888,0.067,0.179797
5500,0.054,0.890,0.056,0.165961
6000,0.056,0.876,0.067,0.178073
6500,0.062,0.872,0.065,0.192203
7000,0.081,0.849,0.070,0.185715
7500,0.067,0.838,0.095,0.243246
8000,0.086,0.821,0.093,0.258990
8500,0.078,0.830,0.092,0.206748
9000,0.093,0.818,0.089,0.253792
9500,0.089,0.797,0.114,0.248742
10000,0.093,0.784,0.123,0.306726
10500,0.098,0.789,0.113,0.263290
11000,0.128,0.762,0.110,0.262833
11500,0.116,0.750,0.134,0.318677
12000,0.103,0.763,0.134,0.287773
12500,0.100,0.762,0.138,0.281376
13000,0.101,0.787,0.112,0.266368
13500,0.083,0.804,0.113,0.212722
14000,0.087,0.809,0.104,0.227313
14500,0.106,0.770,0.124,0.317078
15000,0.099,0.780,0.121,0.274037
15500,0.111,0.755,0.134,0.327351
16000,0.110,0.751,0.139,0.343471
16500,0.123,0.735,0.142,0.355787
17000,0.094,0.761,0.145,0.300278
17500,0.107,0.748,0.145,0.295162
18000,0.113,0.737,0.149,0.328893
18500,0.111,0.743,0.146,0.349898
19000,0.135,0.720,0.145,0.354277
19500,0.178,0.670,0.152,0.383411
20000,0.169,0.660,0.172,0.395791
20500,0.155,0.706,0.139,0.332690
21000,0.143,0.702,0.155,0.336295
21500,0.141,0.686,0.173,0.334555
22000,0.136,0.682,0.182,0.344546
22500,0.147,0.675,0.178,0.332373
23000,0.161,0.648,0.191,0.362488
23500,0.154,0.656,0.190,0.357773
24000,0.166,0.642,0.191,0.381133
24500,0.182,0.632,0.186,0.390570
25000,0.151,0.659,0.190,0.336748
25500,0.158,0.669,0.173,0.339122
26000,0.151,0.667,0.182,0.355169
26500,0.145,0.672,0.183,0.347077
27000,0.158,0.638,0.203,0.367995
27500,0.139,0.675,0.186,0.354828
28000,0.145,0.675,0.180,0.365173
28500,0.151,0.658,0.191,0.370533
29000,0.143,0.662,0.195,0.344685
29500,0.127,0.658,0.216,0.364722
30000,0.125,0.687,0.188,0.327538
30500,0.157,0.659,0.184,0.361311
31000,0.150,0.657,0.193,0.365502
31500,0.148,0.622,0.230,0.416144
32000,0.137,0.634,0.229,0.376465
32500,0.141,0.640,0.219,0.382561
33000,0.145,0.662,0.193,0.339745
33500,0.145,0.662,0.193,0.318167
34000,0.141,0.632,0.227,0.383181
34500,0.152,0.658,0.190,0.316210
35000,0.189,0.627,0.184,0.350608
35500,0.177,0.618,0.205,0.396071
36000,0.186,0.602,0.212,0.392446
36500,0.165,0.636,0.198,0.373694
37000,0.148,0.639,0.212,0.357624
37500,0.155,0.661,0.184,0.305990
38000,0.136,0.692,0.173,0.302393
38500,0.156,0.673,0.171,0.323446
39000,0.150,0.678,0.172,0.341922
39500,0.134,0.705,0.161,0.254563
40000,0.125,0.707,0.169,0.311706
