time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.901,0.070,0.170038
1000,0.029,0.798,0.174,0.269685
1500,0.045,0.545,0.409,0.446075
2000,0.149,0.355,0.496,0.477613
2500,0.169,0.260,0.570,0.463844
3000,0.128,0.194,0.678,0.397545
3500,0.178,0.186,0.636,0.424992
4000,0.273,0.140,0.587,0.475530
4500,0.264,0.095,0.640,0.401388
5000,0.178,0.103,0.719,0.364950
5500,0.215,0.190,0.595,0.475999
6000,0.145,0.198,0.657,0.408196
6500,0.223,0.198,0.579,0.476585
7000,0.120,0.244,0.636,0.434631
7500,0.219,0.211,0.570,0.482373
8000,0.219,0.161,0.620,0.452093
8500,0.157,0.198,0.645,0.442628
9000,0.264,0.145,0.591,0.465071
9500,0.219,0.136,0.645,0.416073
10000,0.190,0.202,0.607,0.464904
10500,0.215,0.153,0.632,0.419267
11000,0.207,0.140,0.653,0.389158
11500,0.169,0.198,0.632,0.416752
12000,0.202,0.231,0.566,0.487271
12500,0.194,0.145,0.661,0.395573
13000,0.240,0.145,0.616,0.443954
13500,0.161,0.165,0.674,0.409633
14000,0.120,0.244,0.636,0.429981
14500,0.153,0.207,0.640,0.437801
15000,0.186,0.182,0.632,0.445556
15500,0.145,0.165,0.690,0.415132
16000,0.190,0.116,0.694,0.384571
16500,0.136,0.223,0.640,0.432797
17000,0.145,0.211,0.645,0.435081
17500,0.190,0.169,0.640,0.440883
18000,0.236,0.120,0.645,0.439317
18500,0.190,0.149,0.661,0.424588
19000,0.223,0.103,0.674,0.414804
19500,0.165,0.140,0.694,0.386234
20000,0.186,0.136,0.678,0.407577
20500,0.161,0.161,0.678,0.402135
21000,0.149,0.149,0.702,0.381971
21500,0.153,0.136,0.711,0.384020
22000,0.161,0.190,0.649,0.430290
22500,0.174,0.211,0.616,0.461934
23000,0.178,0.202,0.620,0.460164
23500,0.103,0.157,0.740,0.365752
24000,0.149,0.149,0.702,0.410538
24500,0.248,0.140,0.612,0.472440
25000,0.215,0.211,0.574,0.484261
25500,0.194,0.174,0.632,0.438112
26000,0.182,0.236,0.583,0.457492
26500,0.202,0.165,0.632,0.454507
27000,0.190,0.112,0.698,0.374200
27500,0.211,0.132,0.657,0.428607
28000,0.207,0.083,0.711,0.367751
28500,0.277,0.136,0.587,0.465279
29000,0.289,0.091,0.620,0.430782
29500,0.198,0.124,0.678,0.389612
30000,0.215,0.132,0.653,0.443179
30500,0.240,0.169,0.591,0.485094
31000,0.161,0.140,0.698,0.370287
31500,0.182,0.165,0.653,0.442620
32000,0.236,0.202,0.562,0.500732
32500,0.256,0.107,0.636,0.415076
33000,0.207,0.132,0.661,0.412257
33500,0.223,0.136,0.640,0.426728
34000,0.231,0.182,0.587,0.495973
34500,0.169,0.194,0.636,0.435388
35000,0.132,0.182,0.686,0.400678
35500,0.231,0.178,0.591,0.482330
36000,0.145,0.190,0.665,0.407106
36500,0.223,0.145,0.632,0.447633
37000,0.223,0.153,0.624,0.429232
37500,0.169,0.202,0.628,0.446736
38000,0.215,0.219,0.566,0.484542
38500,0.190,0.140,0.669,0.408673
39000,0.194,0.140,0.665,0.413771
39500,0.227,0.120,0.653,0.418383
40000,0.211,0.103,0.686,0.400059
40500,0.236,0.099,0.665,0.447754
41000,0.240,0.087,0.674,0.422673
41500,0.248,0.124,0.628,0.458877
42000,0.145,0.169,0.686,0.391717
42500,0.116,0.194,0.690,0.373169
43000,0.112,0.240,0.649,0.405858
43500,0.211,0.211,0.579,0.482559
44000,0.145,0.182,0.674,0.394562
44500,0.211,0.194,0.595,0.469606
45000,0.112,0.190,0.698,0.401257
45500,0.223,0.178,0.599,0.469474
46000,0.256,0.107,0.636,0.444064
46500,0.186,0.161,0.653,0.423235
