time,n_A+p,n_B,n_AB
100,0.289,0.408,0.303
200,0.329,0.276,0.395
300,0.316,0.211,0.474
400,0.316,0.118,0.566
500,0.355,0.132,0.513
600,0.408,0.092,0.500
700,0.526,0.053,0.421
800,0.368,0.184,0.447
900,0.395,0.092,0.513
1000,0.329,0.132,0.539
1100,0.158,0.250,0.592
1200,0.079,0.342,0.579
1300,0.053,0.539,0.408
1400,0.053,0.526,0.421
1500,0.092,0.434,0.474
1600,0.158,0.342,0.500
1700,0.263,0.303,0.434
1800,0.211,0.263,0.526
1900,0.184,0.303,0.513
2000,0.171,0.316,0.513
2100,0.092,0.447,0.461
2200,0.066,0.382,0.553
2300,0.039,0.553,0.408
2400,0.053,0.579,0.368
2500,0.026,0.579,0.395
2600,0.039,0.684,0.276
2700,0.053,0.566,0.382
2800,0.079,0.553,0.368
2900,0.039,0.513,0.447
3000,0.053,0.592,0.355
3100,0.026,0.474,0.500
3200,0.039,0.592,0.368
3300,0.039,0.592,0.368
3400,0.039,0.566,0.395
3500,0.039,0.645,0.316
3600,0.026,0.671,0.303
3700,0.026,0.697,0.276
3800,0.000,0.737,0.263
3900,0.000,0.789,0.211
4000,0.000,0.737,0.263
4100,0.000,0.750,0.250
4200,0.000,0.882,0.118
4300,0.000,0.882,0.118
4400,0.000,0.842,0.158
4500,0.000,0.829,0.171
4600,0.000,0.711,0.289
4700,0.013,0.763,0.224
4800,0.053,0.500,0.447
4900,0.092,0.526,0.382
5000,0.053,0.539,0.408
5100,0.026,0.645,0.329
5200,0.053,0.500,0.447
5300,0.158,0.342,0.500
5400,0.092,0.289,0.618
5500,0.171,0.342,0.487
5600,0.211,0.316,0.474
5700,0.316,0.237,0.447
5800,0.263,0.211,0.526
5900,0.197,0.237,0.566
6000,0.132,0.513,0.355
6100,0.066,0.342,0.592
6200,0.053,0.566,0.382
6300,0.026,0.474,0.500
6400,0.079,0.421,0.500
6500,0.026,0.395,0.579
6600,0.211,0.289,0.500
6700,0.211,0.250,0.539
6800,0.079,0.303,0.618
6900,0.118,0.342,0.539
7000,0.053,0.421,0.526
7100,0.039,0.500,0.461
7200,0.053,0.487,0.461
7300,0.092,0.500,0.408
7400,0.171,0.395,0.434
7500,0.237,0.197,0.566
7600,0.329,0.197,0.474
7700,0.211,0.303,0.487
7800,0.250,0.224,0.526
7900,0.276,0.355,0.368
8000,0.171,0.329,0.500
8100,0.197,0.263,0.539
8200,0.250,0.329,0.421
8300,0.145,0.303,0.553
8400,0.145,0.355,0.500
8500,0.066,0.500,0.434
8600,0.066,0.421,0.513
8700,0.013,0.408,0.579
8800,0.145,0.461,0.395
8900,0.184,0.263,0.553
9000,0.197,0.289,0.513
9100,0.197,0.316,0.487
9200,0.171,0.395,0.434
9300,0.145,0.474,0.382
9400,0.066,0.566,0.368
9500,0.066,0.461,0.474
9600,0.053,0.579,0.368
9700,0.066,0.500,0.434
9800,0.053,0.500,0.447
9900,0.105,0.474,0.421
10000,0.053,0.395,0.553
10100,0.092,0.395,0.513
10200,0.224,0.171,0.605
10300,0.237,0.184,0.579
10400,0.224,0.289,0.487
10500,0.237,0.224,0.539
10600,0.158,0.237,0.605
10700,0.132,0.382,0.487
10800,0.118,0.474,0.408
10900,0.092,0.395,0.513
11000,0.066,0.632,0.303
11100,0.053,0.539,0.408
11200,0.066,0.382,0.553
11300,0.079,0.342,0.579
11400,0.066,0.382,0.553
11500,0.079,0.368,0.553
11600,0.118,0.355,0.526
11700,0.132,0.289,0.579
11800,0.171,0.395,0.434
11900,0.250,0.289,0.461
12000,0.158,0.382,0.461
12100,0.132,0.421,0.447
12200,0.079,0.395,0.526
12300,0.105,0.342,0.553
12400,0.039,0.513,0.447
12500,0.066,0.434,0.500
12600,0.053,0.395,0.553
12700,0.026,0.355,0.618
12800,0.026,0.474,0.500
12900,0.053,0.592,0.355
13000,0.026,0.632,0.342
13100,0.013,0.737,0.250
13200,0.013,0.697,0.289
13300,0.000,0.658,0.342
13400,0.013,0.632,0.355
13500,0.013,0.592,0.395
13600,0.066,0.474,0.461
13700,0.039,0.579,0.382
13800,0.092,0.474,0.434
13900,0.039,0.539,0.421
14000,0.039,0.553,0.408
14100,0.026,0.605,0.368
14200,0.000,0.513,0.487
14300,0.039,0.447,0.513
14400,0.132,0.474,0.395
14500,0.092,0.395,0.513
14600,0.079,0.421,0.500
14700,0.039,0.368,0.592
14800,0.079,0.434,0.487
14900,0.026,0.447,0.526
15000,0.026,0.447,0.526
15100,0.039,0.513,0.447
15200,0.013,0.632,0.355
15300,0.053,0.697,0.250
15400,0.026,0.645,0.329
15500,0.092,0.487,0.421
15600,0.039,0.566,0.395
15700,0.026,0.671,0.303
15800,0.000,0.632,0.368
15900,0.000,0.737,0.263
16000,0.039,0.671,0.289
16100,0.026,0.697,0.276
16200,0.013,0.618,0.368
16300,0.039,0.750,0.211
16400,0.013,0.724,0.263
16500,0.013,0.618,0.368
16600,0.000,0.566,0.434
16700,0.000,0.632,0.368
16800,0.013,0.526,0.461
16900,0.013,0.539,0.447
17000,0.066,0.434,0.500
17100,0.145,0.355,0.500
17200,0.118,0.329,0.553
17300,0.237,0.276,0.487
17400,0.158,0.368,0.474
17500,0.237,0.263,0.500
17600,0.276,0.184,0.539
17700,0.211,0.184,0.605
17800,0.145,0.329,0.526
17900,0.197,0.276,0.526
18000,0.145,0.276,0.579
18100,0.132,0.263,0.605
18200,0.118,0.276,0.605
18300,0.158,0.329,0.513
18400,0.118,0.263,0.618
18500,0.303,0.079,0.618
18600,0.368,0.092,0.539
18700,0.487,0.066,0.447
18800,0.513,0.079,0.408
18900,0.513,0.118,0.368
19000,0.487,0.066,0.447
19100,0.579,0.053,0.368
19200,0.434,0.066,0.500
19300,0.474,0.105,0.421
19400,0.461,0.105,0.434
19500,0.526,0.092,0.382
19600,0.500,0.132,0.368
19700,0.447,0.092,0.461
19800,0.447,0.066,0.487
19900,0.461,0.039,0.500
20000,0.461,0.092,0.447
20100,0.382,0.053,0.566
20200,0.355,0.158,0.487
20300,0.355,0.224,0.421
20400,0.434,0.132,0.434
20500,0.487,0.145,0.368
20600,0.500,0.079,0.421
20700,0.447,0.079,0.474
20800,0.408,0.132,0.461
20900,0.421,0.105,0.474
21000,0.303,0.079,0.618
21100,0.211,0.145,0.645
21200,0.211,0.224,0.566
21300,0.382,0.158,0.461
21400,0.303,0.158,0.539
21500,0.132,0.289,0.579
21600,0.132,0.368,0.500
21700,0.171,0.355,0.474
21800,0.158,0.382,0.461
21900,0.039,0.461,0.500
22000,0.079,0.355,0.566
22100,0.105,0.408,0.487
22200,0.039,0.421,0.539
22300,0.066,0.303,0.632
22400,0.145,0.434,0.421
22500,0.171,0.355,0.474
22600,0.145,0.329,0.526
22700,0.211,0.303,0.487
22800,0.118,0.487,0.395
22900,0.053,0.461,0.487
23000,0.145,0.434,0.421
23100,0.145,0.513,0.342
23200,0.184,0.289,0.526
23300,0.118,0.250,0.632
23400,0.092,0.408,0.500
23500,0.158,0.329,0.513
23600,0.303,0.237,0.461
23700,0.132,0.237,0.632
23800,0.145,0.329,0.526
23900,0.118,0.382,0.500
24000,0.211,0.263,0.526
24100,0.184,0.355,0.461
24200,0.079,0.329,0.592
24300,0.118,0.421,0.461
24400,0.053,0.539,0.408
24500,0.039,0.605,0.355
24600,0.039,0.592,0.368
24700,0.013,0.763,0.224
24800,0.013,0.724,0.263
24900,0.013,0.737,0.250
25000,0.000,0.750,0.250
25100,0.000,0.816,0.184
25200,0.039,0.658,0.303
25300,0.039,0.618,0.342
25400,0.013,0.671,0.316
25500,0.013,0.566,0.421
25600,0.066,0.487,0.447
25700,0.105,0.329,0.566
25800,0.092,0.539,0.368
25900,0.039,0.487,0.474
26000,0.092,0.539,0.368
26100,0.066,0.447,0.487
26200,0.026,0.487,0.487
26300,0.039,0.395,0.566
26400,0.013,0.382,0.605
26500,0.105,0.434,0.461
26600,0.105,0.329,0.566
26700,0.118,0.408,0.474
26800,0.092,0.395,0.513
26900,0.079,0.382,0.539
27000,0.145,0.368,0.487
27100,0.171,0.303,0.526
27200,0.066,0.382,0.553
27300,0.118,0.368,0.513
27400,0.158,0.303,0.539
27500,0.224,0.289,0.487
27600,0.132,0.211,0.658
27700,0.145,0.237,0.618
27800,0.053,0.342,0.605
27900,0.066,0.395,0.539
28000,0.066,0.447,0.487
28100,0.053,0.434,0.513
28200,0.053,0.461,0.487
28300,0.092,0.408,0.500
28400,0.079,0.539,0.382
28500,0.039,0.526,0.434
28600,0.079,0.526,0.395
28700,0.105,0.434,0.461
28800,0.132,0.461,0.408
28900,0.105,0.395,0.500
29000,0.092,0.434,0.474
29100,0.158,0.368,0.474
29200,0.079,0.461,0.461
29300,0.039,0.500,0.461
29400,0.039,0.605,0.355
29500,0.053,0.632,0.316
29600,0.026,0.684,0.289
29700,0.013,0.579,0.408
29800,0.013,0.658,0.329
29900,0.026,0.500,0.474
30000,0.079,0.513,0.408
30100,0.158,0.342,0.500
30200,0.105,0.447,0.447
30300,0.039,0.553,0.408
30400,0.092,0.434,0.474
30500,0.066,0.316,0.618
30600,0.079,0.355,0.566
30700,0.066,0.408,0.526
30800,0.066,0.434,0.500
30900,0.158,0.395,0.447
31000,0.145,0.316,0.539
31100,0.145,0.461,0.395
31200,0.105,0.342,0.553
31300,0.118,0.316,0.566
31400,0.118,0.342,0.539
31500,0.079,0.474,0.447
31600,0.145,0.421,0.434
31700,0.118,0.500,0.382
31800,0.053,0.632,0.316
31900,0.026,0.632,0.342
32000,0.026,0.645,0.329
32100,0.026,0.658,0.316
32200,0.013,0.645,0.342
32300,0.026,0.697,0.276
32400,0.013,0.605,0.382
32500,0.039,0.566,0.395
32600,0.026,0.566,0.408
32700,0.039,0.605,0.355
32800,0.053,0.592,0.355
32900,0.092,0.579,0.329
33000,0.105,0.355,0.539
33100,0.105,0.303,0.592
33200,0.105,0.395,0.500
33300,0.092,0.421,0.487
33400,0.013,0.513,0.474
33500,0.026,0.368,0.605
33600,0.171,0.276,0.553
33700,0.184,0.158,0.658
33800,0.171,0.289,0.539
33900,0.171,0.250,0.579
34000,0.145,0.355,0.500
34100,0.132,0.303,0.566
34200,0.079,0.329,0.592
34300,0.079,0.395,0.526
34400,0.039,0.553,0.408
34500,0.026,0.526,0.447
34600,0.053,0.447,0.500
34700,0.092,0.526,0.382
34800,0.197,0.368,0.434
34900,0.158,0.342,0.500
35000,0.237,0.211,0.553
35100,0.316,0.184,0.500
35200,0.329,0.158,0.513
35300,0.237,0.197,0.566
35400,0.250,0.145,0.605
35500,0.355,0.184,0.461
35600,0.303,0.211,0.487
35700,0.355,0.105,0.539
35800,0.303,0.211,0.487
35900,0.184,0.184,0.632
36000,0.184,0.171,0.645
36100,0.395,0.118,0.487
36200,0.342,0.145,0.513
36300,0.263,0.171,0.566
36400,0.382,0.132,0.487
36500,0.303,0.184,0.513
36600,0.224,0.250,0.526
36700,0.342,0.132,0.526
36800,0.184,0.211,0.605
36900,0.303,0.145,0.553
37000,0.237,0.237,0.526
37100,0.276,0.250,0.474
37200,0.276,0.224,0.500
37300,0.211,0.342,0.447
37400,0.224,0.303,0.474
37500,0.355,0.224,0.421
37600,0.250,0.211,0.539
37700,0.303,0.250,0.447
37800,0.276,0.171,0.553
37900,0.342,0.158,0.500
38000,0.316,0.105,0.579
38100,0.355,0.118,0.526
38200,0.329,0.224,0.447
38300,0.461,0.132,0.408
38400,0.382,0.118,0.500
38500,0.342,0.132,0.526
38600,0.342,0.092,0.566
38700,0.408,0.066,0.526
38800,0.395,0.092,0.513
38900,0.487,0.026,0.487
39000,0.461,0.118,0.421
39100,0.211,0.171,0.618
39200,0.158,0.316,0.526
39300,0.197,0.250,0.553
39400,0.303,0.105,0.592
39500,0.316,0.171,0.513
39600,0.289,0.276,0.434
39700,0.474,0.145,0.382
39800,0.553,0.145,0.303
39900,0.474,0.079,0.447
40000,0.434,0.053,0.513
40100,0.592,0.105,0.303
40200,0.671,0.079,0.250
40300,0.500,0.066,0.434
40400,0.461,0.132,0.408
40500,0.487,0.105,0.408
40600,0.342,0.145,0.513
40700,0.421,0.079,0.500
40800,0.355,0.145,0.500
40900,0.434,0.079,0.487
41000,0.461,0.105,0.434
41100,0.303,0.211,0.487
41200,0.276,0.092,0.632
41300,0.224,0.197,0.579
41400,0.145,0.263,0.592
41500,0.158,0.342,0.500
41600,0.132,0.184,0.684
41700,0.197,0.263,0.539
41800,0.105,0.434,0.461
41900,0.118,0.237,0.645
42000,0.171,0.211,0.618
42100,0.105,0.224,0.671
42200,0.118,0.250,0.632
42300,0.105,0.355,0.539
42400,0.105,0.342,0.553
42500,0.211,0.342,0.447
42600,0.197,0.211,0.592
42700,0.355,0.211,0.434
42800,0.329,0.105,0.566
42900,0.303,0.066,0.632
43000,0.355,0.118,0.526
43100,0.355,0.105,0.539
43200,0.303,0.132,0.566
43300,0.316,0.184,0.500
43400,0.184,0.224,0.592
43500,0.289,0.197,0.513
43600,0.184,0.263,0.553
43700,0.316,0.171,0.513
43800,0.303,0.105,0.592
43900,0.421,0.092,0.487
44000,0.474,0.026,0.500
44100,0.539,0.053,0.408
44200,0.461,0.039,0.500
44300,0.382,0.066,0.553
44400,0.395,0.066,0.539
44500,0.368,0.092,0.539
44600,0.355,0.145,0.500
44700,0.421,0.066,0.513
44800,0.355,0.066,0.579
44900,0.250,0.158,0.592
45000,0.197,0.171,0.632
45100,0.237,0.289,0.474
45200,0.105,0.250,0.645
45300,0.066,0.355,0.579
45400,0.132,0.303,0.566
45500,0.145,0.118,0.737
45600,0.092,0.250,0.658
45700,0.105,0.250,0.645
45800,0.145,0.197,0.658
45900,0.092,0.487,0.421
46000,0.079,0.461,0.461
46100,0.105,0.303,0.592
46200,0.237,0.276,0.487
46300,0.184,0.250,0.566
46400,0.105,0.408,0.487
46500,0.066,0.329,0.605
46600,0.092,0.434,0.474
46700,0.053,0.447,0.500
46800,0.092,0.526,0.382
46900,0.079,0.526,0.395
47000,0.118,0.408,0.474
47100,0.145,0.421,0.434
47200,0.197,0.263,0.539
47300,0.250,0.211,0.539
47400,0.224,0.263,0.513
47500,0.224,0.237,0.539
47600,0.250,0.224,0.526
47700,0.250,0.224,0.526
47800,0.289,0.145,0.566
47900,0.461,0.079,0.461
48000,0.395,0.132,0.474
48100,0.395,0.132,0.474
48200,0.526,0.053,0.421
48300,0.605,0.013,0.382
48400,0.461,0.118,0.421
48500,0.447,0.039,0.513
48600,0.526,0.066,0.408
48700,0.368,0.066,0.566
48800,0.395,0.105,0.500
48900,0.566,0.013,0.421
49000,0.632,0.013,0.355
49100,0.724,0.026,0.250
49200,0.684,0.000,0.316
49300,0.658,0.039,0.303
49400,0.618,0.026,0.355
49500,0.461,0.079,0.461
49600,0.553,0.039,0.408
49700,0.513,0.053,0.434
49800,0.645,0.000,0.355
49900,0.526,0.053,0.421
50000,0.447,0.066,0.487
50100,0.513,0.039,0.447
50200,0.526,0.039,0.434
50300,0.461,0.013,0.526
50400,0.632,0.053,0.316
50500,0.671,0.026,0.303
50600,0.750,0.013,0.237
50700,0.803,0.000,0.197
50800,0.724,0.013,0.263
50900,0.776,0.013,0.211
51000,0.776,0.000,0.224
51100,0.566,0.053,0.382
51200,0.592,0.013,0.395
51300,0.658,0.066,0.276
51400,0.592,0.039,0.368
51500,0.566,0.039,0.395
51600,0.539,0.039,0.421
51700,0.618,0.053,0.329
51800,0.526,0.026,0.447
51900,0.461,0.079,0.461
52000,0.632,0.026,0.342
52100,0.632,0.026,0.342
52200,0.592,0.053,0.355
52300,0.592,0.013,0.395
52400,0.632,0.026,0.342
52500,0.684,0.013,0.303
52600,0.750,0.000,0.250
52700,0.737,0.000,0.263
52800,0.855,0.000,0.145
52900,0.961,0.000,0.039
53000,0.961,0.000,0.039
53100,0.921,0.000,0.079
53200,0.868,0.000,0.132
53300,0.921,0.000,0.079
53400,0.947,0.000,0.053
53500,0.974,0.000,0.026
53600,0.974,0.000,0.026
53700,0.974,0.000,0.026
53800,0.974,0.000,0.026
53900,0.987,0.000,0.013
54000,0.987,0.000,0.013
54100,0.987,0.000,0.013
54200,0.987,0.000,0.013
54300,0.987,0.000,0.013
54400,0.987,0.000,0.013
54500,0.987,0.000,0.013
54600,0.987,0.000,0.013
54700,0.987,0.000,0.013
54800,0.987,0.000,0.013
54900,0.987,0.000,0.013
55000,0.987,0.000,0.013
55100,1.000,0.000,0.000
