time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.927,0.046,0.118195
1000,0.034,0.869,0.098,0.188356
1500,0.028,0.890,0.083,0.156715
2000,0.043,0.893,0.064,0.167025
2500,0.040,0.856,0.104,0.213034
3000,0.031,0.890,0.080,0.164892
3500,0.043,0.905,0.052,0.143581
4000,0.040,0.869,0.092,0.191837
4500,0.031,0.902,0.067,0.147349
5000,0.034,0.896,0.070,0.153935
5500,0.040,0.859,0.101,0.203684
6000,0.037,0.905,0.058,0.145335
6500,0.037,0.896,0.067,0.168340
7000,0.043,0.881,0.076,0.188748
7500,0.037,0.899,0.064,0.140666
8000,0.031,0.884,0.086,0.173551
8500,0.028,0.920,0.052,0.124202
9000,0.034,0.905,0.061,0.150007
9500,0.049,0.859,0.092,0.213075
10000,0.034,0.905,0.061,0.151559
10500,0.034,0.887,0.080,0.171390
11000,0.031,0.878,0.092,0.174787
11500,0.040,0.832,0.128,0.233968
12000,0.049,0.807,0.144,0.276483
12500,0.040,0.884,0.076,0.181341
13000,0.040,0.850,0.110,0.215014
13500,0.034,0.893,0.073,0.163963
14000,0.031,0.899,0.070,0.155578
14500,0.028,0.933,0.040,0.109407
15000,0.028,0.920,0.052,0.116263
15500,0.028,0.872,0.101,0.190396
16000,0.028,0.902,0.070,0.139913
16500,0.028,0.887,0.086,0.172145
17000,0.037,0.905,0.058,0.148119
17500,0.028,0.917,0.055,0.133380
18000,0.031,0.914,0.055,0.139390
18500,0.031,0.875,0.095,0.190411
19000,0.037,0.884,0.080,0.189495
19500,0.031,0.920,0.049,0.121845
20000,0.028,0.917,0.055,0.126907
20500,0.028,0.936,0.037,0.102352
21000,0.037,0.902,0.061,0.154802
21500,0.028,0.905,0.067,0.150564
22000,0.040,0.890,0.070,0.173345
22500,0.034,0.899,0.067,0.172889
23000,0.028,0.908,0.064,0.144153
23500,0.031,0.872,0.098,0.184975
24000,0.031,0.899,0.070,0.144393
24500,0.028,0.890,0.083,0.154820
25000,0.028,0.896,0.076,0.161519
25500,0.028,0.887,0.086,0.180610
26000,0.028,0.872,0.101,0.185301
26500,0.028,0.887,0.086,0.148059
27000,0.043,0.832,0.125,0.222571
27500,0.037,0.902,0.061,0.139974
28000,0.040,0.890,0.070,0.163316
28500,0.034,0.887,0.080,0.161018
29000,0.046,0.881,0.073,0.158430
29500,0.031,0.890,0.080,0.174735
30000,0.037,0.899,0.064,0.161965
30500,0.034,0.893,0.073,0.157024
31000,0.037,0.911,0.052,0.133182
31500,0.046,0.893,0.061,0.158671
32000,0.046,0.865,0.089,0.188903
32500,0.043,0.853,0.104,0.188246
33000,0.037,0.856,0.107,0.200845
33500,0.034,0.905,0.061,0.144677
34000,0.034,0.905,0.061,0.138697
34500,0.043,0.872,0.086,0.191377
35000,0.031,0.902,0.067,0.145322
35500,0.034,0.884,0.083,0.162049
36000,0.034,0.865,0.101,0.179975
36500,0.043,0.826,0.131,0.241113
37000,0.043,0.887,0.070,0.159166
37500,0.034,0.899,0.067,0.146503
38000,0.031,0.924,0.046,0.117592
38500,0.028,0.930,0.043,0.113874
