time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.031,0.956,0.013,0.068717
1000,0.031,0.949,0.020,0.081418
1500,0.031,0.945,0.025,0.077539
2000,0.040,0.918,0.042,0.168234
2500,0.042,0.913,0.045,0.170230
3000,0.055,0.880,0.064,0.215485
3500,0.047,0.887,0.066,0.189628
4000,0.064,0.879,0.056,0.176929
4500,0.060,0.883,0.057,0.150731
5000,0.054,0.894,0.052,0.123943
5500,0.052,0.892,0.056,0.175580
6000,0.058,0.874,0.067,0.180704
6500,0.065,0.862,0.073,0.204268
7000,0.050,0.901,0.049,0.117384
7500,0.049,0.866,0.085,0.182606
8000,0.048,0.867,0.085,0.190137
8500,0.062,0.866,0.072,0.193501
9000,0.056,0.875,0.068,0.186079
9500,0.055,0.876,0.068,0.177990
10000,0.056,0.860,0.084,0.199463
10500,0.056,0.869,0.075,0.205615
11000,0.049,0.890,0.061,0.111664
11500,0.048,0.892,0.060,0.129355
12000,0.054,0.890,0.056,0.142409
12500,0.068,0.862,0.069,0.208714
13000,0.060,0.864,0.076,0.195794
13500,0.051,0.865,0.084,0.220638
14000,0.048,0.879,0.073,0.153972
14500,0.051,0.865,0.084,0.211303
15000,0.062,0.842,0.096,0.234589
15500,0.079,0.838,0.084,0.187381
16000,0.089,0.827,0.084,0.217239
16500,0.074,0.824,0.102,0.226919
17000,0.067,0.830,0.102,0.227137
17500,0.087,0.803,0.110,0.274562
18000,0.091,0.794,0.115,0.265924
18500,0.091,0.775,0.134,0.287364
19000,0.103,0.787,0.110,0.273783
19500,0.089,0.784,0.127,0.250452
20000,0.096,0.811,0.093,0.247420
20500,0.092,0.801,0.107,0.279595
21000,0.111,0.785,0.103,0.301129
21500,0.106,0.762,0.132,0.301674
22000,0.117,0.750,0.133,0.296953
22500,0.140,0.715,0.145,0.361437
23000,0.139,0.729,0.132,0.293321
23500,0.159,0.713,0.128,0.325639
24000,0.140,0.712,0.148,0.338228
24500,0.132,0.701,0.168,0.333207
25000,0.128,0.719,0.153,0.324139
25500,0.128,0.734,0.138,0.306260
26000,0.133,0.753,0.114,0.258423
26500,0.132,0.748,0.121,0.279990
27000,0.131,0.729,0.140,0.299086
27500,0.128,0.698,0.175,0.340836
28000,0.126,0.713,0.161,0.277621
28500,0.123,0.721,0.156,0.280564
29000,0.125,0.726,0.149,0.314836
29500,0.113,0.741,0.146,0.320429
30000,0.125,0.684,0.191,0.371283
30500,0.120,0.718,0.162,0.296908
31000,0.106,0.721,0.173,0.291498
31500,0.110,0.734,0.155,0.313678
32000,0.138,0.712,0.150,0.304690
32500,0.145,0.699,0.156,0.341329
33000,0.141,0.694,0.165,0.366722
33500,0.133,0.709,0.158,0.344277
34000,0.133,0.700,0.168,0.337759
34500,0.142,0.692,0.166,0.349451
35000,0.166,0.675,0.158,0.357763
35500,0.153,0.684,0.162,0.369029
36000,0.163,0.691,0.146,0.321389
36500,0.158,0.672,0.170,0.329271
37000,0.155,0.655,0.190,0.336924
37500,0.159,0.661,0.180,0.324575
38000,0.150,0.675,0.175,0.323176
38500,0.150,0.686,0.163,0.316994
39000,0.151,0.688,0.160,0.337693
39500,0.121,0.708,0.172,0.318132
40000,0.134,0.691,0.176,0.338825
40500,0.115,0.712,0.173,0.325330
41000,0.106,0.708,0.186,0.337836
41500,0.088,0.722,0.190,0.306842
42000,0.086,0.746,0.169,0.279747
42500,0.082,0.771,0.147,0.250248
43000,0.103,0.768,0.129,0.249199
43500,0.088,0.788,0.125,0.227921
44000,0.088,0.800,0.112,0.203790
44500,0.099,0.773,0.128,0.242300
45000,0.098,0.781,0.121,0.220901
45500,0.094,0.793,0.113,0.187735
46000,0.092,0.780,0.128,0.241518
46500,0.101,0.765,0.134,0.256138
47000,0.091,0.739,0.171,0.316611
47500,0.124,0.725,0.151,0.322344
48000,0.117,0.720,0.162,0.325347
48500,0.127,0.714,0.159,0.336099
49000,0.163,0.684,0.152,0.336484
49500,0.147,0.692,0.161,0.349847
50000,0.136,0.707,0.157,0.350677
50500,0.129,0.718,0.153,0.331368
51000,0.135,0.702,0.163,0.358389
51500,0.141,0.698,0.161,0.307784
52000,0.145,0.709,0.146,0.335009
