time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.059,0.925,0.016,0.259945
1000,0.069,0.909,0.022,0.203588
1500,0.080,0.895,0.024,0.286278
2000,0.049,0.939,0.012,0.128948
2500,0.053,0.936,0.011,0.144402
3000,0.089,0.900,0.011,0.292800
3500,0.084,0.898,0.018,0.324176
4000,0.084,0.880,0.036,0.360956
4500,0.077,0.900,0.023,0.279926
5000,0.124,0.860,0.016,0.313273
5500,0.105,0.874,0.022,0.236272
6000,0.101,0.873,0.026,0.250195
6500,0.103,0.873,0.024,0.225433
7000,0.139,0.828,0.033,0.380144
7500,0.107,0.866,0.027,0.236835
8000,0.078,0.898,0.024,0.153624
8500,0.135,0.838,0.027,0.291262
9000,0.129,0.840,0.031,0.390618
9500,0.109,0.850,0.041,0.270007
10000,0.143,0.820,0.037,0.366655
10500,0.167,0.804,0.029,0.400866
11000,0.180,0.781,0.038,0.484400
11500,0.290,0.680,0.030,0.536543
12000,0.259,0.708,0.033,0.418066
12500,0.266,0.705,0.029,0.498624
13000,0.352,0.614,0.034,0.550205
13500,0.338,0.630,0.032,0.536828
14000,0.367,0.607,0.026,0.533772
14500,0.409,0.573,0.017,0.512158
15000,0.355,0.629,0.016,0.450636
15500,0.457,0.521,0.022,0.550504
16000,0.495,0.480,0.026,0.511414
16500,0.495,0.471,0.034,0.505138
17000,0.440,0.536,0.024,0.400036
17500,0.470,0.510,0.019,0.404884
18000,0.567,0.409,0.024,0.544668
18500,0.597,0.378,0.024,0.543742
19000,0.605,0.363,0.033,0.469253
19500,0.683,0.295,0.023,0.469293
20000,0.695,0.283,0.022,0.482303
20500,0.709,0.267,0.024,0.401672
21000,0.761,0.218,0.020,0.366278
21500,0.821,0.151,0.027,0.231354
22000,0.815,0.155,0.030,0.242720
22500,0.838,0.138,0.024,0.262595
23000,0.909,0.066,0.025,0.075266
23500,0.916,0.059,0.025,0.068841
24000,0.930,0.052,0.017,0.051537
24500,0.937,0.054,0.009,0.070997
25000,0.910,0.066,0.024,0.128633
25500,0.937,0.040,0.023,0.080598
26000,0.936,0.049,0.015,0.063551
26500,0.951,0.033,0.016,0.051279
27000,0.959,0.029,0.012,0.055400
27500,0.981,0.015,0.005,0.007102
28000,0.985,0.012,0.003,0.005598
28500,0.983,0.010,0.006,0.009490
29000,0.981,0.009,0.010,0.035173
29500,0.991,0.008,0.001,0.001125
30000,0.992,0.007,0.001,0.001014
30500,0.993,0.006,0.001,0.000835
31000,0.994,0.005,0.001,0.000576
31500,0.995,0.005,0.000,0.000328
32000,0.996,0.004,0.000,0.000249
32500,0.996,0.004,0.000,0.000249
33000,0.996,0.004,0.000,0.000249
33500,0.996,0.004,0.000,0.000249
34000,0.996,0.004,0.000,0.000249
34500,0.996,0.004,0.000,0.000249
35000,0.996,0.004,0.000,0.000249
35500,0.995,0.004,0.001,0.000522
36000,0.997,0.003,0.000,0.000156
36500,0.997,0.003,0.000,0.000156
37000,0.997,0.003,0.000,0.000156
37500,0.997,0.003,0.000,0.000094
38000,0.997,0.003,0.000,0.000094
38500,0.997,0.003,0.000,0.000094
39000,0.997,0.003,0.000,0.000094
39500,0.997,0.003,0.000,0.000094
40000,0.997,0.003,0.000,0.000094
40500,0.997,0.003,0.000,0.000094
41000,0.997,0.003,0.000,0.000094
41500,0.997,0.003,0.000,0.000094
42000,0.997,0.003,0.000,0.000094
42500,0.997,0.003,0.000,0.000094
43000,0.997,0.003,0.000,0.000094
43500,0.997,0.003,0.000,0.000094
44000,0.997,0.003,0.000,0.000094
44500,0.997,0.003,0.000,0.000094
45000,0.998,0.002,0.000,0.000054
45500,0.998,0.002,0.000,0.000054
46000,0.998,0.002,0.000,0.000054
46500,0.998,0.002,0.000,0.000054
47000,0.998,0.002,0.000,0.000054
47500,0.998,0.002,0.000,0.000054
48000,0.998,0.002,0.000,0.000054
48500,0.998,0.002,0.000,0.000054
49000,0.998,0.002,0.000,0.000054
49500,0.998,0.002,0.000,0.000054
50000,0.998,0.002,0.000,0.000054
50500,0.998,0.002,0.000,0.000031
51000,0.998,0.002,0.000,0.000031
51500,0.998,0.002,0.000,0.000031
52000,0.998,0.002,0.000,0.000031
52500,0.998,0.002,0.000,0.000031
53000,0.998,0.002,0.000,0.000031
53500,0.998,0.002,0.000,0.000031
54000,0.998,0.002,0.000,0.000031
54500,0.998,0.002,0.000,0.000031
55000,0.998,0.002,0.000,0.000031
55500,0.998,0.002,0.000,0.000031
56000,0.998,0.002,0.000,0.000031
56500,0.998,0.002,0.000,0.000031
57000,0.998,0.002,0.000,0.000031
57500,0.998,0.002,0.000,0.000031
58000,0.998,0.002,0.000,0.000031
58500,0.998,0.002,0.000,0.000031
59000,0.998,0.002,0.000,0.000031
59500,0.998,0.002,0.000,0.000031
60000,0.998,0.002,0.000,0.000031
60500,0.998,0.002,0.000,0.000031
61000,0.998,0.002,0.000,0.000031
61500,0.998,0.002,0.000,0.000031
62000,0.998,0.002,0.000,0.000031
62500,0.998,0.002,0.000,0.000031
63000,0.998,0.002,0.000,0.000031
63500,0.998,0.002,0.000,0.000031
64000,0.998,0.002,0.000,0.000031
64500,0.999,0.001,0.000,0.000017
65000,0.999,0.001,0.000,0.000011
65500,0.999,0.001,0.000,0.000011
66000,0.999,0.001,0.000,0.000011
66500,0.999,0.001,0.000,0.000011
67000,0.999,0.001,0.000,0.000011
67500,0.999,0.001,0.000,0.000011
68000,0.999,0.001,0.000,0.000011
68500,0.999,0.001,0.000,0.000011
69000,0.999,0.001,0.000,0.000011
69500,0.999,0.001,0.000,0.000011
70000,0.999,0.001,0.000,0.000011
70500,0.999,0.001,0.000,0.000011
71000,0.999,0.001,0.000,0.000011
71500,0.999,0.001,0.000,0.000011
72000,0.999,0.001,0.000,0.000011
72500,0.999,0.001,0.000,0.000011
73000,0.999,0.001,0.000,0.000011
73500,0.999,0.001,0.000,0.000011
74000,0.999,0.001,0.000,0.000011
74500,0.999,0.001,0.000,0.000011
75000,0.999,0.001,0.000,0.000011
75500,0.999,0.001,0.000,0.000011
76000,0.999,0.001,0.000,0.000011
76500,0.999,0.001,0.000,0.000011
77000,0.999,0.001,0.000,0.000011
77500,0.999,0.001,0.000,0.000011
78000,0.999,0.001,0.000,0.000011
78500,0.999,0.001,0.000,0.000011
79000,0.999,0.001,0.000,0.000011
79500,0.999,0.001,0.000,0.000011
80000,0.999,0.001,0.000,0.000011
80500,0.999,0.001,0.000,0.000011
81000,0.999,0.001,0.000,0.000011
81500,0.999,0.001,0.000,0.000011
82000,0.999,0.001,0.000,0.000011
82500,0.999,0.001,0.000,0.000011
83000,0.999,0.001,0.000,0.000011
83500,0.999,0.001,0.000,0.000011
84000,0.999,0.001,0.000,0.000011
84500,0.999,0.001,0.000,0.000011
85000,0.999,0.001,0.000,0.000011
85500,0.999,0.001,0.000,0.000011
86000,0.999,0.001,0.000,0.000011
86500,0.999,0.001,0.000,0.000011
87000,0.999,0.001,0.000,0.000011
87500,0.999,0.001,0.000,0.000011
88000,0.999,0.001,0.000,0.000011
88500,0.999,0.001,0.000,0.000011
89000,0.999,0.001,0.000,0.000011
89500,0.999,0.001,0.000,0.000011
90000,0.999,0.001,0.000,0.000011
90500,0.999,0.001,0.000,0.000011
91000,0.999,0.001,0.000,0.000011
