time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.029,0.901,0.070,0.170401
1000,0.029,0.921,0.050,0.143408
1500,0.037,0.917,0.045,0.141132
2000,0.029,0.942,0.029,0.102783
2500,0.033,0.921,0.045,0.116428
3000,0.033,0.814,0.153,0.271532
3500,0.054,0.802,0.145,0.288194
4000,0.033,0.851,0.116,0.224819
4500,0.033,0.909,0.058,0.177747
5000,0.041,0.897,0.062,0.173008
5500,0.037,0.843,0.120,0.250223
6000,0.033,0.901,0.066,0.176635
6500,0.037,0.839,0.124,0.254145
7000,0.033,0.926,0.041,0.136837
7500,0.045,0.880,0.074,0.204838
8000,0.029,0.855,0.116,0.204420
8500,0.033,0.917,0.050,0.129680
9000,0.029,0.926,0.045,0.114332
9500,0.029,0.926,0.045,0.130186
10000,0.033,0.897,0.070,0.178702
10500,0.029,0.917,0.054,0.136516
11000,0.029,0.876,0.095,0.221351
11500,0.029,0.913,0.058,0.154026
12000,0.037,0.930,0.033,0.122896
12500,0.029,0.876,0.095,0.203808
13000,0.029,0.917,0.054,0.143050
13500,0.050,0.860,0.091,0.232907
14000,0.029,0.872,0.099,0.227749
14500,0.037,0.847,0.116,0.242722
15000,0.058,0.839,0.103,0.244586
15500,0.037,0.855,0.107,0.215865
16000,0.037,0.876,0.087,0.211198
16500,0.033,0.888,0.079,0.200371
17000,0.033,0.930,0.037,0.120597
17500,0.029,0.934,0.037,0.104335
18000,0.029,0.897,0.074,0.165440
18500,0.029,0.880,0.091,0.200679
19000,0.045,0.888,0.066,0.173069
19500,0.033,0.930,0.037,0.109976
20000,0.029,0.901,0.070,0.187205
20500,0.033,0.917,0.050,0.133693
21000,0.037,0.872,0.091,0.224806
21500,0.041,0.901,0.058,0.162031
22000,0.029,0.926,0.045,0.133593
22500,0.029,0.930,0.041,0.120255
23000,0.033,0.917,0.050,0.162193
23500,0.029,0.909,0.062,0.155952
24000,0.029,0.934,0.037,0.119615
24500,0.029,0.921,0.050,0.148838
25000,0.029,0.888,0.083,0.198180
25500,0.029,0.901,0.070,0.157615
26000,0.029,0.893,0.079,0.180624
26500,0.033,0.860,0.107,0.209638
27000,0.033,0.864,0.103,0.213403
27500,0.033,0.880,0.087,0.207345
28000,0.033,0.872,0.095,0.219658
28500,0.029,0.917,0.054,0.151821
29000,0.029,0.926,0.045,0.134471
29500,0.029,0.905,0.066,0.158886
30000,0.029,0.888,0.083,0.192598
30500,0.037,0.897,0.066,0.156661
31000,0.029,0.909,0.062,0.139012
31500,0.029,0.905,0.066,0.167375
32000,0.029,0.917,0.054,0.149994
32500,0.029,0.884,0.087,0.207367
33000,0.029,0.926,0.045,0.137759
33500,0.041,0.880,0.079,0.189536
34000,0.045,0.773,0.182,0.330314
34500,0.033,0.826,0.140,0.245610
35000,0.029,0.880,0.091,0.175785
35500,0.029,0.921,0.050,0.133578
36000,0.029,0.905,0.066,0.175496
36500,0.029,0.876,0.095,0.200478
37000,0.029,0.917,0.054,0.132138
37500,0.029,0.926,0.045,0.131142
38000,0.029,0.930,0.041,0.114712
38500,0.041,0.909,0.050,0.155883
39000,0.033,0.909,0.058,0.140682
39500,0.029,0.884,0.087,0.196551
40000,0.045,0.897,0.058,0.165597
40500,0.029,0.938,0.033,0.127665
41000,0.029,0.893,0.079,0.175375
41500,0.045,0.897,0.058,0.177471
42000,0.041,0.855,0.103,0.214823
42500,0.050,0.868,0.083,0.196378
43000,0.033,0.893,0.074,0.179730
43500,0.041,0.847,0.112,0.249804
44000,0.033,0.909,0.058,0.145355
44500,0.029,0.876,0.095,0.185960
45000,0.033,0.926,0.041,0.133557
45500,0.029,0.942,0.029,0.114113
46000,0.029,0.872,0.099,0.212358
46500,0.033,0.851,0.116,0.262640
47000,0.029,0.917,0.054,0.140801
47500,0.029,0.913,0.058,0.141507
48000,0.033,0.893,0.074,0.162349
48500,0.033,0.843,0.124,0.226452
49000,0.029,0.897,0.074,0.155360
49500,0.029,0.897,0.074,0.172397
50000,0.037,0.905,0.058,0.143693
50500,0.033,0.901,0.066,0.168621
51000,0.029,0.921,0.050,0.123052
51500,0.029,0.921,0.050,0.130426
52000,0.029,0.901,0.070,0.163065
52500,0.041,0.876,0.083,0.216699
53000,0.045,0.893,0.062,0.182800
53500,0.029,0.921,0.050,0.140725
54000,0.033,0.897,0.070,0.176799
54500,0.045,0.897,0.058,0.192183
55000,0.033,0.901,0.066,0.164006
55500,0.029,0.921,0.050,0.152619
56000,0.033,0.930,0.037,0.105296
56500,0.029,0.942,0.029,0.099604
57000,0.033,0.934,0.033,0.111539
57500,0.033,0.913,0.054,0.148284
58000,0.029,0.880,0.091,0.201863
58500,0.029,0.905,0.066,0.166843
59000,0.033,0.942,0.025,0.097652
59500,0.029,0.888,0.083,0.188475
60000,0.029,0.942,0.029,0.112451
60500,0.029,0.913,0.058,0.149554
61000,0.037,0.905,0.058,0.133614
61500,0.037,0.901,0.062,0.147592
62000,0.037,0.917,0.045,0.140365
62500,0.033,0.872,0.095,0.196785
63000,0.029,0.884,0.087,0.181070
63500,0.033,0.855,0.112,0.199828
64000,0.033,0.905,0.062,0.151073
64500,0.045,0.868,0.087,0.205662
65000,0.045,0.847,0.107,0.231756
65500,0.045,0.826,0.128,0.253932
66000,0.037,0.884,0.079,0.181828
66500,0.029,0.901,0.070,0.151367
67000,0.033,0.872,0.095,0.204905
67500,0.029,0.942,0.029,0.108410
68000,0.029,0.938,0.033,0.107158
68500,0.029,0.909,0.062,0.144967
69000,0.033,0.909,0.058,0.145832
69500,0.029,0.921,0.050,0.125580
70000,0.033,0.893,0.074,0.187210
70500,0.037,0.913,0.050,0.142505
71000,0.045,0.897,0.058,0.169527
71500,0.029,0.901,0.070,0.156409
72000,0.029,0.839,0.132,0.249010
72500,0.029,0.893,0.079,0.192466
73000,0.029,0.934,0.037,0.121106
73500,0.033,0.822,0.145,0.268243
74000,0.033,0.839,0.128,0.235607
74500,0.033,0.880,0.087,0.182528
75000,0.033,0.888,0.079,0.164857
75500,0.033,0.876,0.091,0.204676
76000,0.037,0.880,0.083,0.190978
76500,0.037,0.872,0.091,0.206046
77000,0.029,0.897,0.074,0.148223
77500,0.033,0.934,0.033,0.132604
78000,0.033,0.926,0.041,0.129962
78500,0.029,0.938,0.033,0.100624
79000,0.029,0.913,0.058,0.141535
79500,0.033,0.921,0.045,0.125718
80000,0.029,0.901,0.070,0.154797
80500,0.029,0.909,0.062,0.166477
81000,0.033,0.893,0.074,0.173436
81500,0.029,0.884,0.087,0.190397
82000,0.029,0.917,0.054,0.134658
82500,0.029,0.905,0.066,0.175725
83000,0.029,0.872,0.099,0.195708
83500,0.029,0.872,0.099,0.211102
84000,0.041,0.872,0.087,0.192055
84500,0.045,0.868,0.087,0.184222
85000,0.037,0.901,0.062,0.146277
85500,0.037,0.909,0.054,0.147603
