time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.037,0.921,0.041,0.124792
1000,0.045,0.855,0.099,0.203196
1500,0.050,0.835,0.116,0.235275
2000,0.037,0.855,0.107,0.198265
2500,0.029,0.884,0.087,0.148183
3000,0.054,0.872,0.074,0.165615
3500,0.037,0.917,0.045,0.100938
4000,0.041,0.888,0.070,0.143557
4500,0.029,0.917,0.054,0.110539
5000,0.058,0.831,0.112,0.242284
5500,0.045,0.860,0.095,0.198619
6000,0.058,0.810,0.132,0.282905
6500,0.037,0.802,0.161,0.240350
7000,0.050,0.839,0.112,0.236888
7500,0.041,0.897,0.062,0.136748
8000,0.037,0.872,0.091,0.172575
8500,0.050,0.897,0.054,0.143755
9000,0.062,0.864,0.074,0.187192
9500,0.058,0.872,0.070,0.174574
10000,0.041,0.851,0.107,0.213185
10500,0.045,0.855,0.099,0.196923
11000,0.070,0.773,0.157,0.311055
11500,0.066,0.773,0.161,0.301110
12000,0.091,0.707,0.202,0.368961
12500,0.074,0.814,0.112,0.266812
13000,0.041,0.814,0.145,0.222084
13500,0.041,0.847,0.112,0.186393
14000,0.074,0.789,0.136,0.292897
14500,0.083,0.769,0.149,0.298010
15000,0.037,0.822,0.140,0.221105
15500,0.033,0.810,0.157,0.253501
16000,0.103,0.707,0.190,0.373176
16500,0.099,0.698,0.202,0.347043
17000,0.062,0.781,0.157,0.265204
17500,0.095,0.731,0.174,0.357055
18000,0.062,0.764,0.174,0.295001
18500,0.045,0.781,0.174,0.290985
19000,0.087,0.740,0.174,0.318978
19500,0.091,0.698,0.211,0.374008
20000,0.070,0.818,0.112,0.245948
20500,0.058,0.806,0.136,0.230352
21000,0.041,0.860,0.099,0.172351
21500,0.045,0.831,0.124,0.243592
22000,0.041,0.868,0.091,0.187763
22500,0.029,0.934,0.037,0.098369
23000,0.041,0.930,0.029,0.098863
23500,0.029,0.826,0.145,0.221510
24000,0.054,0.855,0.091,0.221666
24500,0.095,0.818,0.087,0.244647
25000,0.062,0.789,0.149,0.279089
25500,0.079,0.781,0.140,0.288918
26000,0.058,0.868,0.074,0.178123
26500,0.062,0.785,0.153,0.307081
27000,0.058,0.785,0.157,0.256263
27500,0.062,0.822,0.116,0.219447
28000,0.045,0.822,0.132,0.229086
28500,0.054,0.802,0.145,0.272418
29000,0.037,0.843,0.120,0.225142
29500,0.050,0.793,0.157,0.298330
30000,0.070,0.831,0.099,0.247598
