time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.926,0.045,0.119519
1000,0.035,0.908,0.057,0.136044
1500,0.030,0.918,0.052,0.120050
2000,0.032,0.901,0.067,0.147332
2500,0.035,0.893,0.072,0.158717
3000,0.035,0.893,0.072,0.152092
3500,0.032,0.888,0.079,0.151762
4000,0.042,0.871,0.087,0.189274
4500,0.035,0.891,0.074,0.165807
5000,0.030,0.906,0.065,0.135614
5500,0.030,0.935,0.035,0.078866
6000,0.030,0.933,0.037,0.086031
6500,0.030,0.918,0.052,0.131797
7000,0.030,0.911,0.060,0.107790
7500,0.035,0.923,0.042,0.099016
8000,0.032,0.913,0.055,0.110969
8500,0.037,0.921,0.042,0.111236
9000,0.037,0.906,0.057,0.130446
9500,0.037,0.876,0.087,0.176287
10000,0.037,0.896,0.067,0.143475
10500,0.030,0.918,0.052,0.103320
11000,0.040,0.898,0.062,0.123963
11500,0.032,0.911,0.057,0.125447
12000,0.030,0.921,0.050,0.109883
12500,0.030,0.888,0.082,0.151201
13000,0.030,0.888,0.082,0.141962
13500,0.032,0.878,0.089,0.130513
14000,0.035,0.861,0.104,0.158088
14500,0.032,0.873,0.094,0.153106
15000,0.032,0.898,0.069,0.106711
15500,0.042,0.868,0.089,0.196860
16000,0.042,0.841,0.117,0.219766
16500,0.037,0.871,0.092,0.180211
17000,0.030,0.901,0.069,0.125584
17500,0.035,0.878,0.087,0.167001
18000,0.040,0.896,0.065,0.134477
18500,0.037,0.906,0.057,0.123300
19000,0.035,0.908,0.057,0.115384
19500,0.042,0.891,0.067,0.161887
20000,0.047,0.911,0.042,0.105052
20500,0.032,0.908,0.060,0.117418
21000,0.032,0.911,0.057,0.124459
21500,0.037,0.903,0.060,0.118750
22000,0.032,0.896,0.072,0.155608
22500,0.040,0.891,0.069,0.136750
23000,0.032,0.883,0.084,0.160630
23500,0.032,0.903,0.065,0.146263
24000,0.032,0.876,0.092,0.156264
24500,0.032,0.898,0.069,0.118055
25000,0.035,0.896,0.069,0.142885
25500,0.032,0.878,0.089,0.157539
26000,0.030,0.893,0.077,0.139830
26500,0.030,0.866,0.104,0.188158
27000,0.030,0.901,0.069,0.131767
27500,0.030,0.928,0.042,0.095723
28000,0.032,0.931,0.037,0.090820
28500,0.032,0.933,0.035,0.100346
29000,0.030,0.933,0.037,0.088272
29500,0.030,0.918,0.052,0.108600
30000,0.035,0.893,0.072,0.141557
30500,0.032,0.896,0.072,0.154074
31000,0.030,0.913,0.057,0.113566
31500,0.037,0.916,0.047,0.133227
32000,0.037,0.891,0.072,0.165837
32500,0.032,0.931,0.037,0.074537
33000,0.032,0.921,0.047,0.098238
33500,0.032,0.921,0.047,0.100319
34000,0.032,0.898,0.069,0.115778
34500,0.032,0.891,0.077,0.130958
35000,0.032,0.888,0.079,0.151027
35500,0.037,0.913,0.050,0.103834
36000,0.032,0.921,0.047,0.104109
36500,0.032,0.913,0.055,0.102398
37000,0.032,0.923,0.045,0.090765
37500,0.032,0.901,0.067,0.134158
38000,0.035,0.918,0.047,0.105906
38500,0.032,0.923,0.045,0.099616
39000,0.032,0.906,0.062,0.119100
39500,0.037,0.886,0.077,0.140356
40000,0.045,0.883,0.072,0.137211
40500,0.037,0.908,0.055,0.103936
41000,0.035,0.906,0.060,0.113582
41500,0.040,0.891,0.069,0.144439
42000,0.035,0.908,0.057,0.115021
42500,0.032,0.913,0.055,0.117190
43000,0.032,0.901,0.067,0.136976
43500,0.035,0.898,0.067,0.142180
44000,0.030,0.901,0.069,0.118466
44500,0.032,0.876,0.092,0.140830
45000,0.032,0.883,0.084,0.144770
45500,0.035,0.871,0.094,0.172679
46000,0.037,0.866,0.097,0.189188
46500,0.030,0.888,0.082,0.158604
47000,0.030,0.921,0.050,0.098066
47500,0.035,0.921,0.045,0.092193
48000,0.032,0.918,0.050,0.102550
48500,0.032,0.893,0.074,0.129656
49000,0.042,0.859,0.099,0.180870
49500,0.037,0.876,0.087,0.190710
50000,0.040,0.893,0.067,0.140268
50500,0.037,0.898,0.065,0.132627
51000,0.042,0.866,0.092,0.166276
51500,0.040,0.859,0.102,0.189192
52000,0.032,0.878,0.089,0.155927
52500,0.035,0.878,0.087,0.133264
53000,0.037,0.851,0.112,0.178205
53500,0.030,0.864,0.107,0.169565
54000,0.035,0.868,0.097,0.173983
54500,0.040,0.866,0.094,0.146638
55000,0.040,0.878,0.082,0.146479
55500,0.037,0.871,0.092,0.139060
56000,0.040,0.891,0.069,0.122851
56500,0.040,0.878,0.082,0.149379
57000,0.037,0.893,0.069,0.117239
57500,0.042,0.896,0.062,0.133858
58000,0.040,0.881,0.079,0.163701
58500,0.040,0.868,0.092,0.160160
59000,0.040,0.864,0.097,0.170992
59500,0.032,0.878,0.089,0.155646
60000,0.037,0.878,0.084,0.146336
60500,0.030,0.886,0.084,0.154810
61000,0.037,0.888,0.074,0.140331
61500,0.030,0.903,0.067,0.113077
62000,0.037,0.926,0.037,0.101947
62500,0.040,0.898,0.062,0.126572
63000,0.042,0.891,0.067,0.152282
63500,0.037,0.893,0.069,0.138878
64000,0.037,0.908,0.055,0.112134
64500,0.037,0.923,0.040,0.097012
65000,0.042,0.908,0.050,0.112784
65500,0.042,0.911,0.047,0.113814
66000,0.035,0.918,0.047,0.099771
66500,0.040,0.901,0.060,0.118540
67000,0.042,0.891,0.067,0.133183
67500,0.037,0.888,0.074,0.124876
68000,0.037,0.903,0.060,0.128566
68500,0.035,0.873,0.092,0.158815
69000,0.042,0.876,0.082,0.171776
69500,0.037,0.908,0.055,0.117074
70000,0.035,0.921,0.045,0.108707
70500,0.037,0.908,0.055,0.143335
71000,0.037,0.903,0.060,0.133639
71500,0.035,0.913,0.052,0.121349
72000,0.030,0.911,0.060,0.108447
72500,0.030,0.950,0.020,0.078333
73000,0.035,0.911,0.055,0.134362
73500,0.040,0.893,0.067,0.177259
74000,0.037,0.906,0.057,0.129599
74500,0.037,0.898,0.065,0.129291
75000,0.040,0.868,0.092,0.188629
75500,0.032,0.873,0.094,0.164895
76000,0.037,0.901,0.062,0.127608
76500,0.030,0.891,0.079,0.147061
77000,0.040,0.871,0.089,0.168889
77500,0.030,0.906,0.065,0.121183
78000,0.032,0.908,0.060,0.122041
78500,0.037,0.913,0.050,0.119602
79000,0.040,0.918,0.042,0.097504
79500,0.030,0.911,0.060,0.117816
80000,0.035,0.901,0.065,0.121095
80500,0.035,0.898,0.067,0.122548
81000,0.035,0.908,0.057,0.097279
81500,0.042,0.878,0.079,0.152722
82000,0.042,0.876,0.082,0.156773
82500,0.040,0.861,0.099,0.164359
83000,0.035,0.888,0.077,0.132126
83500,0.035,0.913,0.052,0.119026
84000,0.037,0.891,0.072,0.152654
84500,0.035,0.888,0.077,0.144139
85000,0.035,0.886,0.079,0.144142
85500,0.037,0.878,0.084,0.154992
86000,0.035,0.878,0.087,0.157128
86500,0.030,0.906,0.065,0.117244
87000,0.030,0.926,0.045,0.105934
87500,0.030,0.926,0.045,0.103729
88000,0.032,0.898,0.069,0.120401
88500,0.032,0.878,0.089,0.168886
89000,0.037,0.849,0.114,0.197484
89500,0.050,0.831,0.119,0.191269
90000,0.037,0.829,0.134,0.221378
90500,0.040,0.866,0.094,0.160653
91000,0.040,0.876,0.084,0.151134
91500,0.037,0.886,0.077,0.141446
92000,0.030,0.903,0.067,0.111276
92500,0.037,0.888,0.074,0.129980
93000,0.052,0.844,0.104,0.201078
93500,0.042,0.878,0.079,0.139801
94000,0.040,0.896,0.065,0.129663
94500,0.042,0.876,0.082,0.133270
95000,0.040,0.876,0.084,0.170105
95500,0.035,0.896,0.069,0.117519
96000,0.030,0.918,0.052,0.104310
96500,0.032,0.898,0.069,0.154031
97000,0.035,0.906,0.060,0.151584
97500,0.035,0.931,0.035,0.104142
98000,0.030,0.908,0.062,0.138462
98500,0.030,0.883,0.087,0.164093
99000,0.037,0.878,0.084,0.165415
99500,0.030,0.876,0.094,0.145080
100000,0.035,0.873,0.092,0.174421
