time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.960,0.010,0.050782
1000,0.032,0.948,0.020,0.068816
1500,0.030,0.938,0.032,0.090207
2000,0.030,0.950,0.020,0.064374
2500,0.032,0.923,0.045,0.114574
3000,0.030,0.928,0.042,0.102549
3500,0.030,0.938,0.032,0.100747
4000,0.030,0.958,0.012,0.062904
4500,0.035,0.935,0.030,0.082169
5000,0.035,0.906,0.060,0.118580
5500,0.032,0.893,0.074,0.148711
6000,0.032,0.918,0.050,0.103612
6500,0.030,0.931,0.040,0.073724
7000,0.032,0.926,0.042,0.088809
7500,0.032,0.938,0.030,0.079567
8000,0.035,0.935,0.030,0.078770
8500,0.032,0.945,0.022,0.070976
9000,0.030,0.953,0.017,0.068206
9500,0.030,0.928,0.042,0.112813
10000,0.032,0.933,0.035,0.095483
10500,0.032,0.926,0.042,0.105061
11000,0.030,0.935,0.035,0.087909
11500,0.030,0.953,0.017,0.062327
12000,0.030,0.958,0.012,0.049813
12500,0.032,0.945,0.022,0.088245
13000,0.032,0.948,0.020,0.077804
13500,0.040,0.933,0.027,0.087411
14000,0.037,0.943,0.020,0.062581
14500,0.030,0.945,0.025,0.071735
15000,0.030,0.935,0.035,0.102593
15500,0.030,0.933,0.037,0.095007
16000,0.032,0.921,0.047,0.108457
16500,0.035,0.926,0.040,0.101230
17000,0.032,0.923,0.045,0.102508
17500,0.032,0.918,0.050,0.108495
18000,0.032,0.926,0.042,0.090174
18500,0.037,0.921,0.042,0.123172
19000,0.032,0.943,0.025,0.077678
19500,0.030,0.913,0.057,0.122031
20000,0.032,0.931,0.037,0.097680
20500,0.032,0.931,0.037,0.107879
21000,0.035,0.945,0.020,0.073143
21500,0.040,0.933,0.027,0.098224
22000,0.032,0.950,0.017,0.070515
22500,0.030,0.933,0.037,0.104574
23000,0.030,0.923,0.047,0.098620
23500,0.037,0.918,0.045,0.127693
24000,0.032,0.928,0.040,0.128361
24500,0.030,0.935,0.035,0.093925
25000,0.037,0.906,0.057,0.144763
25500,0.040,0.883,0.077,0.166921
26000,0.037,0.901,0.062,0.119674
26500,0.037,0.921,0.042,0.119119
27000,0.032,0.945,0.022,0.075260
27500,0.032,0.943,0.025,0.074986
28000,0.032,0.940,0.027,0.098150
28500,0.030,0.931,0.040,0.098966
29000,0.030,0.933,0.037,0.098601
29500,0.035,0.943,0.022,0.074944
30000,0.032,0.940,0.027,0.083031
30500,0.032,0.926,0.042,0.114180
31000,0.035,0.935,0.030,0.095996
31500,0.035,0.928,0.037,0.107502
32000,0.032,0.931,0.037,0.088620
32500,0.032,0.938,0.030,0.081370
33000,0.032,0.953,0.015,0.061476
33500,0.032,0.935,0.032,0.091139
34000,0.030,0.933,0.037,0.099658
34500,0.030,0.943,0.027,0.080507
35000,0.032,0.940,0.027,0.079419
35500,0.032,0.931,0.037,0.084544
36000,0.030,0.935,0.035,0.088566
36500,0.030,0.931,0.040,0.090550
37000,0.042,0.901,0.057,0.131527
37500,0.040,0.903,0.057,0.133530
38000,0.042,0.901,0.057,0.127832
38500,0.042,0.918,0.040,0.099671
39000,0.032,0.921,0.047,0.108213
39500,0.032,0.926,0.042,0.103095
40000,0.032,0.933,0.035,0.097133
40500,0.035,0.928,0.037,0.120268
41000,0.032,0.945,0.022,0.077547
41500,0.030,0.948,0.022,0.077925
42000,0.035,0.940,0.025,0.081403
42500,0.030,0.938,0.032,0.088014
43000,0.030,0.938,0.032,0.081745
43500,0.030,0.931,0.040,0.107905
44000,0.030,0.953,0.017,0.064467
44500,0.030,0.953,0.017,0.069907
45000,0.032,0.958,0.010,0.061094
45500,0.030,0.960,0.010,0.051457
46000,0.030,0.933,0.037,0.090655
46500,0.032,0.928,0.040,0.099502
47000,0.032,0.945,0.022,0.078939
47500,0.032,0.958,0.010,0.057774
48000,0.032,0.943,0.025,0.095521
48500,0.030,0.948,0.022,0.078098
49000,0.030,0.955,0.015,0.059273
49500,0.030,0.923,0.047,0.106614
50000,0.035,0.918,0.047,0.108065
50500,0.032,0.918,0.050,0.125524
51000,0.030,0.943,0.027,0.087924
51500,0.030,0.950,0.020,0.074731
52000,0.032,0.943,0.025,0.088123
52500,0.030,0.940,0.030,0.081744
53000,0.032,0.916,0.052,0.126111
53500,0.030,0.940,0.030,0.079412
54000,0.030,0.943,0.027,0.083945
54500,0.030,0.953,0.017,0.059308
55000,0.030,0.953,0.017,0.064861
55500,0.030,0.916,0.055,0.121264
56000,0.030,0.943,0.027,0.082407
56500,0.030,0.953,0.017,0.080549
57000,0.030,0.938,0.032,0.100884
57500,0.030,0.938,0.032,0.086195
58000,0.035,0.913,0.052,0.115646
58500,0.037,0.928,0.035,0.088459
59000,0.037,0.926,0.037,0.097338
59500,0.032,0.923,0.045,0.093201
60000,0.030,0.945,0.025,0.071028
60500,0.032,0.948,0.020,0.065159
61000,0.037,0.926,0.037,0.107835
61500,0.035,0.923,0.042,0.097719
62000,0.037,0.931,0.032,0.101029
62500,0.030,0.938,0.032,0.086222
63000,0.032,0.918,0.050,0.122645
63500,0.030,0.931,0.040,0.090930
64000,0.030,0.928,0.042,0.088424
64500,0.030,0.938,0.032,0.103360
65000,0.030,0.938,0.032,0.081975
65500,0.035,0.933,0.032,0.087663
66000,0.030,0.945,0.025,0.068319
66500,0.030,0.948,0.022,0.060218
67000,0.030,0.938,0.032,0.085113
67500,0.035,0.950,0.015,0.061446
68000,0.032,0.933,0.035,0.097432
68500,0.032,0.933,0.035,0.094152
69000,0.030,0.945,0.025,0.082004
69500,0.032,0.918,0.050,0.104762
70000,0.032,0.953,0.015,0.052593
70500,0.032,0.943,0.025,0.089270
71000,0.035,0.940,0.025,0.082629
71500,0.035,0.933,0.032,0.081248
72000,0.030,0.933,0.037,0.084453
72500,0.035,0.906,0.060,0.138003
73000,0.030,0.926,0.045,0.089418
73500,0.040,0.918,0.042,0.120572
74000,0.037,0.918,0.045,0.108650
74500,0.037,0.901,0.062,0.132101
75000,0.035,0.923,0.042,0.093313
75500,0.040,0.898,0.062,0.136225
76000,0.035,0.921,0.045,0.107422
76500,0.035,0.916,0.050,0.135070
77000,0.032,0.928,0.040,0.096617
