time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.931,0.040,0.121062
1000,0.035,0.893,0.072,0.178741
1500,0.032,0.891,0.077,0.177263
2000,0.037,0.911,0.052,0.122347
2500,0.032,0.891,0.077,0.166479
3000,0.035,0.864,0.102,0.196029
3500,0.035,0.846,0.119,0.220473
4000,0.035,0.839,0.127,0.216394
4500,0.062,0.792,0.146,0.295075
5000,0.062,0.764,0.174,0.298058
5500,0.065,0.774,0.161,0.303056
6000,0.057,0.772,0.171,0.285820
6500,0.042,0.819,0.139,0.242543
7000,0.045,0.819,0.136,0.245535
7500,0.047,0.859,0.094,0.194169
8000,0.052,0.811,0.136,0.246289
8500,0.042,0.836,0.122,0.208517
9000,0.037,0.834,0.129,0.228475
9500,0.040,0.834,0.127,0.233481
10000,0.037,0.876,0.087,0.183660
10500,0.035,0.891,0.074,0.163951
11000,0.050,0.888,0.062,0.157587
11500,0.050,0.866,0.084,0.195910
12000,0.050,0.829,0.122,0.248288
12500,0.047,0.826,0.127,0.236233
13000,0.047,0.797,0.156,0.280010
13500,0.042,0.829,0.129,0.236456
14000,0.035,0.816,0.149,0.237854
14500,0.042,0.834,0.124,0.217050
15000,0.037,0.866,0.097,0.185430
15500,0.045,0.864,0.092,0.186765
16000,0.045,0.831,0.124,0.230588
16500,0.045,0.846,0.109,0.214659
17000,0.035,0.866,0.099,0.208606
17500,0.035,0.864,0.102,0.166532
18000,0.042,0.856,0.102,0.205438
18500,0.055,0.826,0.119,0.240356
19000,0.042,0.851,0.107,0.185987
19500,0.037,0.829,0.134,0.234306
20000,0.057,0.767,0.176,0.303235
20500,0.045,0.787,0.169,0.270904
21000,0.045,0.826,0.129,0.214959
21500,0.047,0.816,0.136,0.242916
22000,0.055,0.824,0.122,0.213759
22500,0.050,0.816,0.134,0.239517
23000,0.050,0.801,0.149,0.253291
23500,0.057,0.814,0.129,0.233460
24000,0.065,0.777,0.159,0.298029
24500,0.065,0.782,0.154,0.272315
25000,0.062,0.772,0.166,0.300759
25500,0.047,0.787,0.166,0.253124
26000,0.045,0.801,0.154,0.254599
26500,0.047,0.829,0.124,0.235680
27000,0.052,0.829,0.119,0.220354
27500,0.047,0.826,0.127,0.208948
28000,0.037,0.861,0.102,0.194896
28500,0.035,0.864,0.102,0.189795
29000,0.040,0.873,0.087,0.180145
29500,0.035,0.854,0.112,0.210740
30000,0.032,0.821,0.146,0.228111
30500,0.042,0.849,0.109,0.204794
31000,0.062,0.794,0.144,0.297046
31500,0.062,0.787,0.151,0.293538
32000,0.047,0.774,0.179,0.302250
32500,0.067,0.772,0.161,0.300510
33000,0.062,0.787,0.151,0.289382
33500,0.050,0.767,0.184,0.278146
34000,0.050,0.814,0.136,0.235480
34500,0.050,0.821,0.129,0.221310
35000,0.037,0.836,0.127,0.224791
35500,0.042,0.856,0.102,0.195057
36000,0.047,0.811,0.141,0.266467
36500,0.045,0.811,0.144,0.257635
37000,0.042,0.824,0.134,0.220832
37500,0.047,0.799,0.154,0.255779
38000,0.065,0.789,0.146,0.282247
38500,0.050,0.794,0.156,0.255827
39000,0.065,0.744,0.191,0.324470
39500,0.072,0.744,0.184,0.313487
40000,0.089,0.685,0.226,0.365736
40500,0.082,0.717,0.201,0.332682
41000,0.060,0.759,0.181,0.264842
41500,0.057,0.774,0.169,0.271177
42000,0.040,0.767,0.194,0.291259
42500,0.037,0.792,0.171,0.248284
43000,0.050,0.816,0.134,0.224799
43500,0.047,0.749,0.203,0.296413
44000,0.042,0.814,0.144,0.241380
44500,0.050,0.811,0.139,0.254505
45000,0.050,0.824,0.127,0.228409
45500,0.050,0.819,0.132,0.233120
46000,0.047,0.814,0.139,0.238199
46500,0.047,0.824,0.129,0.222189
47000,0.050,0.804,0.146,0.249623
47500,0.040,0.834,0.127,0.198146
