time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.028,0.926,0.046,0.099921
1000,0.032,0.885,0.083,0.167812
1500,0.051,0.903,0.046,0.143960
2000,0.060,0.876,0.065,0.160266
2500,0.028,0.903,0.069,0.119695
3000,0.032,0.876,0.092,0.143414
3500,0.037,0.866,0.097,0.177196
4000,0.046,0.880,0.074,0.146425
4500,0.051,0.853,0.097,0.185338
5000,0.037,0.885,0.078,0.154563
5500,0.037,0.871,0.092,0.147206
6000,0.028,0.912,0.060,0.092290
6500,0.028,0.922,0.051,0.094622
7000,0.028,0.926,0.046,0.091935
7500,0.046,0.903,0.051,0.139543
8000,0.032,0.917,0.051,0.111598
8500,0.028,0.926,0.046,0.113044
9000,0.032,0.908,0.060,0.131966
9500,0.051,0.857,0.092,0.207645
10000,0.032,0.880,0.088,0.158338
10500,0.032,0.922,0.046,0.104802
11000,0.028,0.908,0.065,0.118852
11500,0.032,0.917,0.051,0.122201
12000,0.028,0.899,0.074,0.138002
12500,0.028,0.876,0.097,0.174030
13000,0.041,0.889,0.069,0.147470
13500,0.041,0.848,0.111,0.198665
14000,0.037,0.862,0.101,0.183132
14500,0.032,0.857,0.111,0.186088
15000,0.028,0.935,0.037,0.081522
15500,0.028,0.926,0.046,0.106506
16000,0.028,0.949,0.023,0.069351
16500,0.028,0.912,0.060,0.122453
17000,0.028,0.954,0.018,0.063031
17500,0.046,0.908,0.046,0.122763
18000,0.028,0.885,0.088,0.154204
18500,0.028,0.922,0.051,0.109008
19000,0.046,0.880,0.074,0.160926
19500,0.041,0.853,0.106,0.203853
20000,0.037,0.889,0.074,0.145056
20500,0.051,0.885,0.065,0.150148
21000,0.032,0.866,0.101,0.175364
21500,0.032,0.912,0.055,0.113121
22000,0.055,0.866,0.078,0.176815
22500,0.060,0.862,0.078,0.185676
23000,0.037,0.848,0.115,0.186493
23500,0.041,0.843,0.115,0.206782
24000,0.051,0.839,0.111,0.226720
24500,0.032,0.811,0.157,0.230977
25000,0.037,0.871,0.092,0.159696
25500,0.051,0.834,0.115,0.199049
26000,0.046,0.871,0.083,0.186116
26500,0.041,0.862,0.097,0.194035
27000,0.055,0.829,0.115,0.240507
27500,0.032,0.889,0.078,0.152170
28000,0.028,0.899,0.074,0.134982
28500,0.028,0.935,0.037,0.092714
29000,0.032,0.912,0.055,0.134051
29500,0.028,0.926,0.046,0.107520
30000,0.028,0.908,0.065,0.137213
30500,0.032,0.931,0.037,0.106451
31000,0.028,0.935,0.037,0.090789
31500,0.032,0.903,0.065,0.141193
32000,0.028,0.917,0.055,0.113679
32500,0.032,0.889,0.078,0.138844
33000,0.037,0.889,0.074,0.138048
33500,0.028,0.912,0.060,0.127290
34000,0.028,0.954,0.018,0.062440
34500,0.028,0.945,0.028,0.078818
35000,0.028,0.926,0.046,0.103917
35500,0.028,0.894,0.078,0.139214
36000,0.041,0.880,0.078,0.164318
36500,0.032,0.903,0.065,0.114646
37000,0.032,0.862,0.106,0.181869
37500,0.037,0.839,0.124,0.201820
38000,0.055,0.848,0.097,0.194745
38500,0.037,0.871,0.092,0.170453
39000,0.032,0.903,0.065,0.116779
39500,0.041,0.912,0.046,0.105842
40000,0.028,0.945,0.028,0.080128
40500,0.037,0.853,0.111,0.198502
41000,0.060,0.829,0.111,0.224709
41500,0.037,0.876,0.088,0.150292
42000,0.055,0.825,0.120,0.221597
42500,0.055,0.779,0.166,0.274982
43000,0.074,0.742,0.184,0.326538
43500,0.055,0.816,0.129,0.226204
44000,0.060,0.788,0.152,0.248706
44500,0.041,0.770,0.189,0.280313
45000,0.051,0.866,0.083,0.186592
45500,0.041,0.871,0.088,0.164628
46000,0.051,0.839,0.111,0.203267
46500,0.037,0.880,0.083,0.138885
47000,0.046,0.848,0.106,0.185930
47500,0.037,0.899,0.065,0.124732
48000,0.060,0.797,0.143,0.261923
48500,0.028,0.889,0.083,0.157718
49000,0.028,0.889,0.083,0.136398
49500,0.028,0.912,0.060,0.128189
50000,0.032,0.871,0.097,0.168802
50500,0.028,0.922,0.051,0.108316
51000,0.032,0.894,0.074,0.141605
51500,0.028,0.908,0.065,0.126981
52000,0.051,0.899,0.051,0.137589
52500,0.032,0.935,0.032,0.077116
53000,0.028,0.899,0.074,0.136844
