time,n_A+p,n_B,n_AB
100,0.315,0.293,0.391
200,0.413,0.250,0.337
300,0.402,0.196,0.402
400,0.402,0.152,0.446
500,0.348,0.261,0.391
600,0.380,0.239,0.380
700,0.337,0.228,0.435
800,0.348,0.185,0.467
900,0.446,0.217,0.337
1000,0.402,0.283,0.315
1100,0.283,0.261,0.457
1200,0.261,0.283,0.457
1300,0.272,0.272,0.457
1400,0.304,0.283,0.413
1500,0.272,0.348,0.380
1600,0.196,0.348,0.457
1700,0.228,0.370,0.402
1800,0.304,0.370,0.326
1900,0.250,0.304,0.446
2000,0.239,0.304,0.457
2100,0.185,0.359,0.457
2200,0.207,0.467,0.326
2300,0.217,0.424,0.359
2400,0.283,0.391,0.326
2500,0.283,0.348,0.370
2600,0.315,0.337,0.348
2700,0.250,0.435,0.315
2800,0.261,0.370,0.370
2900,0.239,0.370,0.391
3000,0.217,0.359,0.424
3100,0.283,0.391,0.326
3200,0.261,0.283,0.457
3300,0.196,0.359,0.446
3400,0.163,0.370,0.467
3500,0.185,0.391,0.424
3600,0.174,0.413,0.413
3700,0.141,0.478,0.380
3800,0.207,0.435,0.359
3900,0.130,0.500,0.370
4000,0.076,0.576,0.348
4100,0.109,0.641,0.250
4200,0.087,0.620,0.293
4300,0.033,0.620,0.348
4400,0.054,0.609,0.337
4500,0.130,0.663,0.207
4600,0.087,0.663,0.250
4700,0.109,0.674,0.217
4800,0.087,0.641,0.272
4900,0.022,0.750,0.228
5000,0.022,0.728,0.250
5100,0.022,0.717,0.261
5200,0.022,0.761,0.217
5300,0.011,0.783,0.207
5400,0.011,0.815,0.174
5500,0.011,0.848,0.141
5600,0.022,0.848,0.130
5700,0.011,0.902,0.087
5800,0.011,0.957,0.033
5900,0.000,0.978,0.022
6000,0.000,0.989,0.011
6100,0.000,0.989,0.011
6200,0.000,0.989,0.011
6300,0.000,0.989,0.011
6400,0.000,1.000,0.000
