time,n_A+p,n_B,n_AB
100,0.030,0.966,0.004
200,0.030,0.962,0.008
300,0.030,0.955,0.015
400,0.030,0.959,0.011
500,0.030,0.960,0.010
600,0.030,0.957,0.013
700,0.030,0.956,0.014
800,0.030,0.952,0.018
900,0.030,0.953,0.017
1000,0.030,0.950,0.020
1100,0.030,0.953,0.017
1200,0.030,0.954,0.016
1300,0.030,0.953,0.017
1400,0.030,0.944,0.026
1500,0.031,0.940,0.029
1600,0.031,0.937,0.032
1700,0.031,0.935,0.034
1800,0.031,0.935,0.034
1900,0.031,0.935,0.034
2000,0.031,0.935,0.034
2100,0.031,0.939,0.030
2200,0.031,0.941,0.028
2300,0.031,0.939,0.030
2400,0.032,0.937,0.031
2500,0.032,0.934,0.034
2600,0.032,0.935,0.033
2700,0.031,0.934,0.035
2800,0.033,0.935,0.032
2900,0.033,0.929,0.038
3000,0.032,0.931,0.037
3100,0.032,0.932,0.036
3200,0.032,0.934,0.034
3300,0.032,0.927,0.041
3400,0.032,0.926,0.042
3500,0.032,0.932,0.036
3600,0.032,0.933,0.035
3700,0.033,0.931,0.036
3800,0.033,0.931,0.036
3900,0.033,0.928,0.039
4000,0.033,0.927,0.040
4100,0.033,0.929,0.038
4200,0.033,0.926,0.041
4300,0.032,0.923,0.045
4400,0.032,0.915,0.053
4500,0.032,0.918,0.050
4600,0.033,0.924,0.043
4700,0.033,0.924,0.043
4800,0.034,0.924,0.042
4900,0.034,0.926,0.040
5000,0.033,0.926,0.041
5100,0.033,0.926,0.041
5200,0.033,0.919,0.048
5300,0.032,0.928,0.040
5400,0.032,0.925,0.043
5500,0.033,0.931,0.036
5600,0.032,0.932,0.036
5700,0.034,0.933,0.033
5800,0.034,0.935,0.031
5900,0.034,0.939,0.027
6000,0.034,0.938,0.028
6100,0.034,0.940,0.026
6200,0.034,0.941,0.025
6300,0.034,0.935,0.031
6400,0.032,0.931,0.037
6500,0.033,0.930,0.037
6600,0.033,0.933,0.034
6700,0.033,0.931,0.036
6800,0.032,0.933,0.035
6900,0.032,0.932,0.036
7000,0.032,0.934,0.034
7100,0.032,0.939,0.029
7200,0.032,0.944,0.024
7300,0.032,0.941,0.027
7400,0.032,0.940,0.028
7500,0.031,0.938,0.031
7600,0.031,0.936,0.033
7700,0.031,0.936,0.033
7800,0.031,0.940,0.029
7900,0.031,0.938,0.031
8000,0.032,0.937,0.031
8100,0.032,0.938,0.030
8200,0.032,0.934,0.034
8300,0.032,0.934,0.034
8400,0.034,0.927,0.039
8500,0.034,0.925,0.041
8600,0.033,0.927,0.040
8700,0.033,0.928,0.039
8800,0.032,0.927,0.041
8900,0.032,0.928,0.040
9000,0.032,0.930,0.038
9100,0.032,0.928,0.040
9200,0.032,0.925,0.043
9300,0.032,0.928,0.040
9400,0.031,0.932,0.037
9500,0.031,0.926,0.043
9600,0.031,0.926,0.043
9700,0.032,0.931,0.037
9800,0.032,0.937,0.031
9900,0.034,0.935,0.031
10000,0.033,0.932,0.035
10100,0.033,0.930,0.037
10200,0.033,0.934,0.033
10300,0.033,0.937,0.030
10400,0.033,0.935,0.032
10500,0.033,0.933,0.034
10600,0.033,0.932,0.035
10700,0.033,0.933,0.034
10800,0.032,0.931,0.037
10900,0.033,0.936,0.031
11000,0.033,0.936,0.031
11100,0.033,0.937,0.030
11200,0.032,0.932,0.036
11300,0.031,0.936,0.033
11400,0.031,0.937,0.032
11500,0.030,0.936,0.034
11600,0.030,0.936,0.034
11700,0.030,0.939,0.031
11800,0.030,0.940,0.030
11900,0.030,0.937,0.033
12000,0.030,0.938,0.032
12100,0.030,0.935,0.035
12200,0.032,0.936,0.032
12300,0.032,0.935,0.033
12400,0.032,0.935,0.033
12500,0.033,0.938,0.029
12600,0.033,0.940,0.027
12700,0.031,0.932,0.037
12800,0.031,0.933,0.036
12900,0.031,0.932,0.037
13000,0.031,0.933,0.036
13100,0.031,0.932,0.037
13200,0.031,0.936,0.033
13300,0.030,0.935,0.035
13400,0.030,0.935,0.035
13500,0.030,0.935,0.035
13600,0.030,0.936,0.034
13700,0.030,0.934,0.036
13800,0.030,0.930,0.040
13900,0.033,0.933,0.034
14000,0.032,0.929,0.039
14100,0.032,0.932,0.036
14200,0.032,0.937,0.031
14300,0.032,0.937,0.031
14400,0.032,0.931,0.037
14500,0.033,0.933,0.034
14600,0.033,0.930,0.037
14700,0.032,0.931,0.037
14800,0.033,0.934,0.033
14900,0.032,0.930,0.038
15000,0.032,0.934,0.034
15100,0.032,0.931,0.037
15200,0.032,0.929,0.039
15300,0.032,0.937,0.031
15400,0.032,0.934,0.034
15500,0.032,0.937,0.031
15600,0.031,0.941,0.028
15700,0.031,0.945,0.024
15800,0.031,0.945,0.024
15900,0.031,0.945,0.024
16000,0.031,0.944,0.025
16100,0.031,0.942,0.027
16200,0.031,0.947,0.022
16300,0.031,0.943,0.026
16400,0.032,0.938,0.030
16500,0.033,0.932,0.035
16600,0.034,0.927,0.039
16700,0.036,0.923,0.041
