time,n_A+p,n_B,n_AB
100,0.033,0.966,0.001
200,0.032,0.964,0.004
300,0.032,0.960,0.008
400,0.033,0.956,0.011
500,0.034,0.952,0.014
600,0.040,0.940,0.020
700,0.051,0.932,0.017
800,0.055,0.911,0.034
900,0.064,0.905,0.031
1000,0.062,0.900,0.038
1100,0.059,0.897,0.044
1200,0.074,0.888,0.039
1300,0.070,0.885,0.045
1400,0.069,0.882,0.049
1500,0.066,0.884,0.050
1600,0.079,0.875,0.046
1700,0.078,0.878,0.044
1800,0.080,0.882,0.039
1900,0.087,0.867,0.046
2000,0.089,0.863,0.048
2100,0.086,0.868,0.046
2200,0.095,0.867,0.038
2300,0.091,0.866,0.043
2400,0.098,0.869,0.033
2500,0.097,0.850,0.053
2600,0.096,0.854,0.050
2700,0.102,0.860,0.038
2800,0.106,0.859,0.035
2900,0.108,0.849,0.043
3000,0.112,0.849,0.039
3100,0.107,0.849,0.044
3200,0.109,0.846,0.045
3300,0.102,0.848,0.050
3400,0.104,0.845,0.051
3500,0.108,0.852,0.040
3600,0.109,0.843,0.048
3700,0.095,0.840,0.065
3800,0.097,0.835,0.068
3900,0.095,0.835,0.070
4000,0.091,0.838,0.072
4100,0.089,0.845,0.066
4200,0.090,0.844,0.066
4300,0.094,0.836,0.070
4400,0.090,0.848,0.062
4500,0.085,0.844,0.072
4600,0.096,0.840,0.064
4700,0.092,0.834,0.075
4800,0.093,0.838,0.069
4900,0.094,0.835,0.072
5000,0.094,0.839,0.067
5100,0.102,0.824,0.074
5200,0.097,0.828,0.075
5300,0.113,0.814,0.073
5400,0.109,0.818,0.073
5500,0.102,0.817,0.081
5600,0.101,0.823,0.076
5700,0.103,0.817,0.080
5800,0.099,0.826,0.075
5900,0.096,0.830,0.074
6000,0.094,0.826,0.080
6100,0.093,0.835,0.073
6200,0.098,0.834,0.068
6300,0.093,0.838,0.069
6400,0.087,0.840,0.074
6500,0.084,0.826,0.090
6600,0.086,0.824,0.090
6700,0.088,0.811,0.101
6800,0.083,0.820,0.097
6900,0.081,0.829,0.090
7000,0.078,0.838,0.085
7100,0.078,0.836,0.087
7200,0.076,0.834,0.091
7300,0.075,0.837,0.089
7400,0.076,0.844,0.081
7500,0.081,0.840,0.080
7600,0.076,0.842,0.083
7700,0.078,0.837,0.086
7800,0.081,0.840,0.080
7900,0.090,0.835,0.076
8000,0.089,0.825,0.086
8100,0.090,0.834,0.077
8200,0.106,0.816,0.078
8300,0.121,0.803,0.077
8400,0.125,0.789,0.087
8500,0.115,0.788,0.097
8600,0.118,0.781,0.100
8700,0.109,0.790,0.101
8800,0.115,0.782,0.102
8900,0.118,0.774,0.107
9000,0.115,0.765,0.120
9100,0.120,0.759,0.122
9200,0.123,0.769,0.108
9300,0.139,0.753,0.108
9400,0.130,0.756,0.114
9500,0.127,0.768,0.105
9600,0.124,0.775,0.101
9700,0.116,0.787,0.097
9800,0.103,0.803,0.094
9900,0.105,0.789,0.106
10000,0.106,0.801,0.093
10100,0.108,0.793,0.099
10200,0.108,0.793,0.099
10300,0.113,0.793,0.094
10400,0.113,0.796,0.091
10500,0.111,0.802,0.087
10600,0.111,0.806,0.083
10700,0.114,0.805,0.081
10800,0.109,0.813,0.078
10900,0.102,0.813,0.085
11000,0.100,0.813,0.087
11100,0.100,0.815,0.085
11200,0.096,0.819,0.085
11300,0.093,0.826,0.081
11400,0.091,0.830,0.079
11500,0.089,0.839,0.073
11600,0.097,0.828,0.075
11700,0.100,0.822,0.078
11800,0.114,0.820,0.065
11900,0.106,0.826,0.067
12000,0.094,0.836,0.070
12100,0.088,0.842,0.070
12200,0.088,0.851,0.061
12300,0.100,0.842,0.058
12400,0.106,0.836,0.058
12500,0.098,0.836,0.066
12600,0.094,0.839,0.067
12700,0.091,0.849,0.060
12800,0.081,0.851,0.068
12900,0.070,0.856,0.074
13000,0.088,0.844,0.068
13100,0.095,0.836,0.069
13200,0.100,0.832,0.067
13300,0.095,0.832,0.073
13400,0.095,0.820,0.085
13500,0.087,0.824,0.089
13600,0.092,0.810,0.098
13700,0.100,0.809,0.091
13800,0.097,0.813,0.090
13900,0.095,0.826,0.079
14000,0.109,0.816,0.075
14100,0.103,0.826,0.070
14200,0.105,0.819,0.076
14300,0.106,0.819,0.075
14400,0.103,0.832,0.064
14500,0.100,0.822,0.078
14600,0.102,0.815,0.083
14700,0.104,0.814,0.082
14800,0.104,0.810,0.086
14900,0.102,0.815,0.083
15000,0.103,0.815,0.082
15100,0.099,0.820,0.081
15200,0.112,0.793,0.095
15300,0.111,0.788,0.101
15400,0.108,0.797,0.095
15500,0.110,0.783,0.106
15600,0.099,0.795,0.106
15700,0.095,0.802,0.103
15800,0.098,0.791,0.111
15900,0.097,0.791,0.112
16000,0.102,0.784,0.113
16100,0.109,0.782,0.108
16200,0.107,0.782,0.110
16300,0.095,0.807,0.098
16400,0.095,0.809,0.096
16500,0.101,0.803,0.096
16600,0.107,0.805,0.088
16700,0.104,0.813,0.083
16800,0.104,0.804,0.092
16900,0.109,0.812,0.079
17000,0.098,0.816,0.086
17100,0.099,0.818,0.083
