time,n_A+p,n_B,n_AB
100,0.392,0.489,0.119
200,0.372,0.434,0.194
300,0.347,0.392,0.261
400,0.345,0.337,0.318
500,0.337,0.345,0.318
600,0.323,0.313,0.365
700,0.288,0.330,0.382
800,0.290,0.288,0.422
900,0.305,0.293,0.402
1000,0.335,0.283,0.382
1100,0.330,0.275,0.395
1200,0.335,0.283,0.382
1300,0.320,0.310,0.370
1400,0.310,0.315,0.375
1500,0.300,0.308,0.392
1600,0.280,0.305,0.414
1700,0.263,0.325,0.412
1800,0.273,0.328,0.400
1900,0.280,0.335,0.385
2000,0.270,0.325,0.404
2100,0.275,0.315,0.409
2200,0.238,0.357,0.404
2300,0.199,0.397,0.404
2400,0.196,0.390,0.414
2500,0.199,0.357,0.444
2600,0.238,0.330,0.432
2700,0.241,0.328,0.432
2800,0.238,0.323,0.439
2900,0.233,0.310,0.457
3000,0.243,0.293,0.464
3100,0.236,0.305,0.459
3200,0.241,0.298,0.462
3300,0.236,0.285,0.479
3400,0.263,0.283,0.454
3500,0.266,0.283,0.452
3600,0.278,0.266,0.457
3700,0.308,0.261,0.432
3800,0.305,0.261,0.434
3900,0.308,0.243,0.449
4000,0.308,0.233,0.459
4100,0.333,0.218,0.449
4200,0.320,0.223,0.457
4300,0.305,0.241,0.454
4400,0.300,0.258,0.442
4500,0.328,0.268,0.404
4600,0.318,0.258,0.424
4700,0.320,0.246,0.434
4800,0.320,0.241,0.439
4900,0.323,0.248,0.429
5000,0.347,0.251,0.402
5100,0.345,0.246,0.409
5200,0.355,0.238,0.407
5300,0.355,0.251,0.395
5400,0.372,0.236,0.392
5500,0.382,0.208,0.409
5600,0.377,0.213,0.409
5700,0.365,0.194,0.442
5800,0.357,0.191,0.452
5900,0.372,0.174,0.454
6000,0.360,0.171,0.469
6100,0.360,0.171,0.469
6200,0.365,0.184,0.452
6300,0.375,0.171,0.454
6400,0.365,0.199,0.437
6500,0.387,0.206,0.407
6600,0.382,0.208,0.409
6700,0.365,0.191,0.444
6800,0.337,0.223,0.439
6900,0.328,0.231,0.442
7000,0.308,0.228,0.464
7100,0.298,0.236,0.467
7200,0.300,0.251,0.449
7300,0.300,0.251,0.449
7400,0.275,0.268,0.457
7500,0.275,0.251,0.474
7600,0.266,0.253,0.481
7700,0.263,0.263,0.474
7800,0.243,0.236,0.521
7900,0.233,0.256,0.511
8000,0.241,0.266,0.494
8100,0.226,0.293,0.481
8200,0.213,0.310,0.476
8300,0.216,0.305,0.479
8400,0.216,0.303,0.481
8500,0.201,0.300,0.499
8600,0.184,0.298,0.519
8700,0.171,0.298,0.531
8800,0.196,0.325,0.479
8900,0.186,0.325,0.489
9000,0.191,0.333,0.476
9100,0.189,0.313,0.499
9200,0.243,0.293,0.464
9300,0.218,0.285,0.496
9400,0.241,0.270,0.489
9500,0.216,0.278,0.506
9600,0.231,0.320,0.449
9700,0.258,0.300,0.442
9800,0.266,0.313,0.422
9900,0.261,0.315,0.424
10000,0.246,0.308,0.447
10100,0.243,0.300,0.457
10200,0.263,0.300,0.437
10300,0.243,0.308,0.449
10400,0.231,0.318,0.452
10500,0.226,0.315,0.459
10600,0.241,0.290,0.469
10700,0.251,0.315,0.434
10800,0.266,0.313,0.422
10900,0.268,0.300,0.432
11000,0.233,0.298,0.469
11100,0.263,0.295,0.442
11200,0.258,0.270,0.471
