time,n_A+p,n_B,n_AB
100,0.281,0.434,0.285
200,0.211,0.388,0.401
300,0.231,0.347,0.421
400,0.207,0.347,0.446
500,0.174,0.339,0.488
600,0.178,0.298,0.525
700,0.202,0.285,0.512
800,0.169,0.264,0.566
900,0.128,0.306,0.566
1000,0.140,0.273,0.587
1100,0.145,0.211,0.645
1200,0.161,0.194,0.645
1300,0.157,0.231,0.612
1400,0.157,0.207,0.636
1500,0.120,0.186,0.694
1600,0.157,0.207,0.636
1700,0.178,0.211,0.612
1800,0.174,0.207,0.620
1900,0.145,0.244,0.612
2000,0.145,0.202,0.653
2100,0.140,0.223,0.636
2200,0.132,0.207,0.661
2300,0.136,0.202,0.661
2400,0.174,0.198,0.628
2500,0.178,0.219,0.603
2600,0.169,0.231,0.599
2700,0.157,0.264,0.579
2800,0.128,0.248,0.624
2900,0.103,0.289,0.607
3000,0.136,0.231,0.632
3100,0.149,0.227,0.624
3200,0.194,0.198,0.607
3300,0.198,0.194,0.607
3400,0.202,0.190,0.607
3500,0.157,0.215,0.628
3600,0.132,0.252,0.616
3700,0.116,0.281,0.603
3800,0.136,0.264,0.599
3900,0.107,0.326,0.566
4000,0.087,0.306,0.607
4100,0.124,0.298,0.579
4200,0.190,0.227,0.583
4300,0.140,0.207,0.653
4400,0.165,0.227,0.607
4500,0.145,0.227,0.628
4600,0.161,0.219,0.620
4700,0.174,0.182,0.645
4800,0.145,0.211,0.645
4900,0.112,0.194,0.694
5000,0.112,0.182,0.707
5100,0.145,0.215,0.640
5200,0.219,0.174,0.607
5300,0.194,0.169,0.636
5400,0.174,0.136,0.690
5500,0.190,0.157,0.653
5600,0.202,0.178,0.620
5700,0.198,0.145,0.657
5800,0.219,0.165,0.616
5900,0.211,0.153,0.636
6000,0.227,0.174,0.599
6100,0.219,0.182,0.599
6200,0.219,0.161,0.620
6300,0.223,0.145,0.632
6400,0.256,0.136,0.607
6500,0.231,0.149,0.620
6600,0.202,0.140,0.657
6700,0.231,0.132,0.636
6800,0.227,0.128,0.645
6900,0.219,0.165,0.616
7000,0.169,0.202,0.628
7100,0.182,0.198,0.620
7200,0.186,0.182,0.632
7300,0.194,0.157,0.649
7400,0.194,0.161,0.645
7500,0.190,0.174,0.636
7600,0.174,0.157,0.669
7700,0.186,0.145,0.669
7800,0.169,0.149,0.682
7900,0.260,0.128,0.612
8000,0.273,0.169,0.558
8100,0.248,0.174,0.579
8200,0.260,0.190,0.550
8300,0.281,0.207,0.512
8400,0.314,0.161,0.525
8500,0.285,0.140,0.574
8600,0.306,0.190,0.504
8700,0.310,0.174,0.517
8800,0.244,0.190,0.566
8900,0.211,0.165,0.624
9000,0.190,0.178,0.632
9100,0.198,0.182,0.620
9200,0.236,0.149,0.616
