time,n_A+p,n_B,n_AB
100,0.030,0.969,0.001
200,0.030,0.961,0.009
300,0.030,0.960,0.010
400,0.030,0.949,0.021
500,0.030,0.947,0.023
600,0.030,0.934,0.036
700,0.030,0.920,0.050
800,0.030,0.914,0.056
900,0.030,0.912,0.058
1000,0.030,0.905,0.065
1100,0.030,0.901,0.069
1200,0.030,0.894,0.076
1300,0.030,0.875,0.095
1400,0.030,0.874,0.096
1500,0.030,0.864,0.106
1600,0.030,0.852,0.118
1700,0.030,0.834,0.136
1800,0.030,0.824,0.146
1900,0.030,0.818,0.152
2000,0.030,0.815,0.155
2100,0.030,0.807,0.163
2200,0.030,0.785,0.185
2300,0.030,0.772,0.198
2400,0.030,0.764,0.206
2500,0.030,0.751,0.219
2600,0.030,0.741,0.229
2700,0.030,0.727,0.243
2800,0.030,0.712,0.258
2900,0.030,0.702,0.268
3000,0.030,0.681,0.289
3100,0.030,0.672,0.298
3200,0.030,0.650,0.320
3300,0.030,0.636,0.334
3400,0.030,0.626,0.344
3500,0.030,0.620,0.350
3600,0.030,0.610,0.360
3700,0.030,0.594,0.376
3800,0.030,0.569,0.401
3900,0.030,0.557,0.413
4000,0.030,0.553,0.417
4100,0.033,0.549,0.418
4200,0.037,0.537,0.426
4300,0.036,0.535,0.429
4400,0.036,0.514,0.450
4500,0.035,0.496,0.469
4600,0.038,0.476,0.486
4700,0.036,0.456,0.508
4800,0.036,0.438,0.526
4900,0.038,0.423,0.539
5000,0.046,0.409,0.545
5100,0.044,0.394,0.562
5200,0.048,0.389,0.563
5300,0.046,0.374,0.580
5400,0.047,0.350,0.603
5500,0.049,0.345,0.606
5600,0.052,0.336,0.612
5700,0.050,0.326,0.624
5800,0.047,0.313,0.640
5900,0.050,0.300,0.650
6000,0.050,0.284,0.666
6100,0.049,0.275,0.676
6200,0.053,0.252,0.695
6300,0.059,0.244,0.697
6400,0.058,0.220,0.722
6500,0.056,0.217,0.727
6600,0.060,0.212,0.728
6700,0.059,0.201,0.740
6800,0.062,0.191,0.747
6900,0.064,0.182,0.754
7000,0.065,0.166,0.769
7100,0.065,0.155,0.780
7200,0.068,0.148,0.784
7300,0.065,0.146,0.789
7400,0.063,0.139,0.798
7500,0.060,0.143,0.797
7600,0.062,0.138,0.800
7700,0.070,0.127,0.803
7800,0.072,0.123,0.805
7900,0.070,0.123,0.807
8000,0.072,0.119,0.809
8100,0.079,0.120,0.801
8200,0.081,0.118,0.801
8300,0.081,0.119,0.800
8400,0.080,0.113,0.807
8500,0.080,0.110,0.810
8600,0.077,0.108,0.815
8700,0.073,0.099,0.828
8800,0.072,0.112,0.816
8900,0.073,0.111,0.816
9000,0.075,0.110,0.815
9100,0.072,0.112,0.816
9200,0.073,0.112,0.815
9300,0.072,0.106,0.822
9400,0.071,0.103,0.826
9500,0.071,0.093,0.836
9600,0.076,0.095,0.829
9700,0.078,0.089,0.833
9800,0.075,0.084,0.841
9900,0.075,0.076,0.849
10000,0.078,0.072,0.850
10100,0.078,0.071,0.851
10200,0.074,0.065,0.861
10300,0.082,0.065,0.853
10400,0.078,0.059,0.863
10500,0.078,0.063,0.859
10600,0.072,0.062,0.866
10700,0.072,0.056,0.872
10800,0.074,0.048,0.878
10900,0.072,0.044,0.884
11000,0.078,0.050,0.872
11100,0.078,0.045,0.877
11200,0.080,0.042,0.878
11300,0.085,0.040,0.875
11400,0.085,0.039,0.876
11500,0.086,0.041,0.873
11600,0.086,0.050,0.864
11700,0.081,0.046,0.873
11800,0.077,0.046,0.877
11900,0.075,0.043,0.882
12000,0.075,0.038,0.887
12100,0.078,0.033,0.889
12200,0.081,0.036,0.883
12300,0.078,0.035,0.887
12400,0.081,0.034,0.885
12500,0.081,0.034,0.885
12600,0.079,0.035,0.886
12700,0.086,0.058,0.856
12800,0.088,0.063,0.849
12900,0.084,0.065,0.851
13000,0.083,0.069,0.848
13100,0.094,0.067,0.839
13200,0.098,0.065,0.837
13300,0.095,0.062,0.843
13400,0.094,0.058,0.848
13500,0.090,0.049,0.861
13600,0.087,0.046,0.867
13700,0.087,0.044,0.869
13800,0.090,0.046,0.864
13900,0.096,0.046,0.858
14000,0.100,0.043,0.857
14100,0.093,0.040,0.867
14200,0.086,0.038,0.876
14300,0.085,0.044,0.871
14400,0.082,0.042,0.876
14500,0.084,0.040,0.876
14600,0.088,0.038,0.874
14700,0.089,0.044,0.867
14800,0.086,0.040,0.874
14900,0.085,0.037,0.878
15000,0.083,0.037,0.880
15100,0.085,0.032,0.883
15200,0.084,0.034,0.882
15300,0.084,0.039,0.877
15400,0.088,0.047,0.865
15500,0.080,0.044,0.876
15600,0.086,0.041,0.873
15700,0.082,0.041,0.877
15800,0.084,0.045,0.871
15900,0.084,0.042,0.874
16000,0.081,0.041,0.878
16100,0.080,0.037,0.883
16200,0.083,0.039,0.878
16300,0.088,0.038,0.874
16400,0.085,0.049,0.866
16500,0.085,0.048,0.867
16600,0.087,0.050,0.863
16700,0.087,0.057,0.856
16800,0.088,0.054,0.858
16900,0.099,0.057,0.844
17000,0.098,0.060,0.842
17100,0.096,0.061,0.843
17200,0.091,0.061,0.848
17300,0.094,0.058,0.848
17400,0.090,0.060,0.850
17500,0.088,0.072,0.840
17600,0.079,0.072,0.849
17700,0.079,0.077,0.844
17800,0.079,0.072,0.849
17900,0.084,0.071,0.845
18000,0.085,0.079,0.836
18100,0.082,0.071,0.847
18200,0.084,0.073,0.843
18300,0.090,0.073,0.837
18400,0.086,0.071,0.843
18500,0.081,0.084,0.835
18600,0.089,0.078,0.833
18700,0.090,0.074,0.836
18800,0.093,0.074,0.833
18900,0.092,0.074,0.834
19000,0.095,0.076,0.829
19100,0.097,0.076,0.827
19200,0.088,0.070,0.842
19300,0.084,0.070,0.846
19400,0.082,0.067,0.851
19500,0.080,0.075,0.845
19600,0.075,0.079,0.846
19700,0.071,0.077,0.852
19800,0.073,0.068,0.859
19900,0.070,0.062,0.868
20000,0.074,0.060,0.866
20100,0.075,0.066,0.859
20200,0.093,0.060,0.847
20300,0.087,0.080,0.833
20400,0.086,0.077,0.837
20500,0.083,0.074,0.843
20600,0.079,0.072,0.849
20700,0.075,0.066,0.859
20800,0.069,0.061,0.870
20900,0.065,0.062,0.873
21000,0.067,0.059,0.874
21100,0.070,0.058,0.872
21200,0.067,0.054,0.879
21300,0.073,0.049,0.878
21400,0.075,0.051,0.874
21500,0.072,0.051,0.877
21600,0.069,0.052,0.879
21700,0.065,0.055,0.880
21800,0.063,0.053,0.884
21900,0.069,0.046,0.885
22000,0.070,0.044,0.886
22100,0.074,0.047,0.879
22200,0.074,0.047,0.879
22300,0.072,0.048,0.880
22400,0.074,0.047,0.879
22500,0.069,0.052,0.879
22600,0.067,0.051,0.882
22700,0.074,0.056,0.870
22800,0.073,0.054,0.873
22900,0.077,0.052,0.871
23000,0.072,0.058,0.870
23100,0.069,0.066,0.865
23200,0.076,0.060,0.864
23300,0.071,0.060,0.869
23400,0.070,0.058,0.872
23500,0.075,0.056,0.869
23600,0.075,0.060,0.865
23700,0.075,0.060,0.865
23800,0.077,0.059,0.864
23900,0.076,0.065,0.859
24000,0.075,0.058,0.867
24100,0.076,0.052,0.872
24200,0.080,0.045,0.875
24300,0.079,0.045,0.876
24400,0.075,0.045,0.880
24500,0.071,0.049,0.880
24600,0.072,0.071,0.857
24700,0.073,0.067,0.860
24800,0.076,0.060,0.864
24900,0.077,0.057,0.866
25000,0.076,0.057,0.867
25100,0.073,0.064,0.863
25200,0.073,0.073,0.854
25300,0.072,0.070,0.858
25400,0.071,0.072,0.857
25500,0.073,0.068,0.859
25600,0.071,0.065,0.864
25700,0.069,0.063,0.868
25800,0.068,0.059,0.873
25900,0.067,0.059,0.874
26000,0.075,0.060,0.865
26100,0.068,0.056,0.876
26200,0.066,0.064,0.870
26300,0.063,0.061,0.876
26400,0.065,0.059,0.876
26500,0.067,0.056,0.877
26600,0.065,0.051,0.884
26700,0.060,0.050,0.890
26800,0.064,0.049,0.887
26900,0.067,0.051,0.882
27000,0.068,0.053,0.879
27100,0.066,0.054,0.880
27200,0.064,0.053,0.883
27300,0.065,0.049,0.886
27400,0.067,0.045,0.888
27500,0.070,0.048,0.882
27600,0.073,0.047,0.880
27700,0.076,0.049,0.875
27800,0.078,0.045,0.877
27900,0.075,0.042,0.883
28000,0.072,0.050,0.878
28100,0.068,0.053,0.879
28200,0.068,0.046,0.886
28300,0.066,0.057,0.877
28400,0.071,0.056,0.873
28500,0.069,0.051,0.880
28600,0.062,0.049,0.889
28700,0.058,0.053,0.889
28800,0.062,0.054,0.884
28900,0.065,0.048,0.887
29000,0.060,0.047,0.893
29100,0.061,0.048,0.891
29200,0.063,0.047,0.890
29300,0.070,0.044,0.886
29400,0.073,0.044,0.883
29500,0.075,0.046,0.879
29600,0.072,0.048,0.880
29700,0.078,0.048,0.874
29800,0.075,0.049,0.876
29900,0.074,0.051,0.875
30000,0.072,0.051,0.877
30100,0.070,0.050,0.880
30200,0.072,0.052,0.876
30300,0.074,0.052,0.874
30400,0.072,0.055,0.873
30500,0.073,0.058,0.869
30600,0.074,0.062,0.864
30700,0.074,0.064,0.862
30800,0.075,0.063,0.862
30900,0.073,0.059,0.868
31000,0.074,0.061,0.865
