time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.040,0.935,0.025,0.097301
1000,0.032,0.916,0.052,0.119511
1500,0.030,0.918,0.052,0.122010
2000,0.042,0.916,0.042,0.106475
2500,0.037,0.911,0.052,0.128431
3000,0.057,0.893,0.050,0.151911
3500,0.062,0.883,0.055,0.163741
4000,0.047,0.868,0.084,0.168369
4500,0.057,0.844,0.099,0.199722
5000,0.062,0.836,0.102,0.217443
5500,0.060,0.836,0.104,0.220334
6000,0.062,0.846,0.092,0.192705
6500,0.052,0.873,0.074,0.145482
7000,0.050,0.876,0.074,0.152962
7500,0.045,0.898,0.057,0.132886
8000,0.047,0.916,0.037,0.095664
8500,0.045,0.893,0.062,0.128165
9000,0.042,0.908,0.050,0.105603
9500,0.050,0.886,0.065,0.160046
10000,0.050,0.891,0.060,0.149821
10500,0.047,0.898,0.055,0.118909
11000,0.062,0.851,0.087,0.190988
11500,0.065,0.873,0.062,0.150418
12000,0.055,0.871,0.074,0.138008
12500,0.045,0.871,0.084,0.161016
13000,0.042,0.906,0.052,0.109579
13500,0.047,0.911,0.042,0.107956
14000,0.040,0.908,0.052,0.110291
14500,0.047,0.896,0.057,0.141344
15000,0.045,0.888,0.067,0.144408
15500,0.052,0.903,0.045,0.121003
16000,0.060,0.896,0.045,0.133808
16500,0.057,0.898,0.045,0.130049
17000,0.057,0.873,0.069,0.177800
17500,0.052,0.861,0.087,0.193881
18000,0.060,0.846,0.094,0.214845
18500,0.047,0.883,0.069,0.144126
19000,0.062,0.844,0.094,0.182678
19500,0.060,0.866,0.074,0.170459
20000,0.065,0.856,0.079,0.160388
20500,0.062,0.844,0.094,0.165911
21000,0.050,0.844,0.107,0.180976
21500,0.060,0.834,0.107,0.197727
22000,0.045,0.881,0.074,0.148047
22500,0.037,0.921,0.042,0.109170
23000,0.035,0.926,0.040,0.097802
23500,0.035,0.921,0.045,0.105929
24000,0.035,0.908,0.057,0.124160
24500,0.040,0.896,0.065,0.132038
25000,0.042,0.888,0.069,0.143016
25500,0.055,0.886,0.060,0.140409
26000,0.055,0.873,0.072,0.161180
26500,0.055,0.856,0.089,0.173887
27000,0.042,0.878,0.079,0.146105
27500,0.047,0.893,0.060,0.129352
28000,0.037,0.921,0.042,0.078641
28500,0.032,0.903,0.065,0.115595
29000,0.037,0.913,0.050,0.108118
29500,0.040,0.928,0.032,0.085390
30000,0.037,0.935,0.027,0.077567
30500,0.037,0.921,0.042,0.092834
31000,0.032,0.923,0.045,0.098784
31500,0.032,0.938,0.030,0.089592
32000,0.032,0.943,0.025,0.077969
32500,0.035,0.948,0.017,0.072548
33000,0.047,0.901,0.052,0.159247
33500,0.040,0.923,0.037,0.118628
34000,0.035,0.896,0.069,0.140329
34500,0.040,0.913,0.047,0.117625
35000,0.047,0.916,0.037,0.111737
35500,0.037,0.921,0.042,0.107719
36000,0.037,0.931,0.032,0.083515
36500,0.037,0.891,0.072,0.150947
37000,0.045,0.886,0.069,0.154484
37500,0.057,0.906,0.037,0.130036
38000,0.042,0.896,0.062,0.135559
38500,0.050,0.893,0.057,0.134237
39000,0.050,0.864,0.087,0.175175
39500,0.057,0.866,0.077,0.153822
40000,0.042,0.898,0.060,0.120899
40500,0.037,0.921,0.042,0.095176
41000,0.045,0.883,0.072,0.169459
41500,0.065,0.878,0.057,0.136378
42000,0.057,0.883,0.060,0.132296
42500,0.045,0.898,0.057,0.124597
43000,0.040,0.888,0.072,0.138322
43500,0.067,0.859,0.074,0.211493
44000,0.065,0.846,0.089,0.202309
44500,0.052,0.871,0.077,0.186932
45000,0.040,0.864,0.097,0.174609
45500,0.040,0.921,0.040,0.092788
46000,0.045,0.916,0.040,0.108343
46500,0.045,0.906,0.050,0.128313
47000,0.045,0.903,0.052,0.146103
47500,0.040,0.923,0.037,0.110937
48000,0.035,0.931,0.035,0.087278
48500,0.037,0.918,0.045,0.106053
49000,0.042,0.931,0.027,0.091567
49500,0.042,0.883,0.074,0.144588
50000,0.057,0.893,0.050,0.120967
50500,0.042,0.891,0.067,0.138083
51000,0.047,0.881,0.072,0.161100
51500,0.050,0.896,0.055,0.127663
52000,0.037,0.933,0.030,0.079800
52500,0.035,0.921,0.045,0.095225
53000,0.040,0.916,0.045,0.098441
53500,0.035,0.931,0.035,0.091290
54000,0.040,0.908,0.052,0.114471
54500,0.047,0.903,0.050,0.142007
55000,0.055,0.856,0.089,0.190515
55500,0.069,0.849,0.082,0.199952
56000,0.040,0.916,0.045,0.096006
56500,0.037,0.921,0.042,0.090483
57000,0.035,0.928,0.037,0.083898
57500,0.040,0.923,0.037,0.088963
58000,0.057,0.896,0.047,0.132650
58500,0.050,0.901,0.050,0.121532
59000,0.035,0.926,0.040,0.087587
59500,0.037,0.913,0.050,0.105488
60000,0.032,0.918,0.050,0.097029
60500,0.040,0.918,0.042,0.118107
61000,0.035,0.923,0.042,0.096971
61500,0.035,0.921,0.045,0.085555
62000,0.040,0.918,0.042,0.101226
62500,0.035,0.916,0.050,0.105516
63000,0.042,0.911,0.047,0.122554
63500,0.042,0.928,0.030,0.085618
64000,0.035,0.901,0.065,0.120326
64500,0.040,0.916,0.045,0.117009
65000,0.045,0.908,0.047,0.137550
65500,0.035,0.903,0.062,0.129054
66000,0.030,0.943,0.027,0.059511
66500,0.037,0.935,0.027,0.090009
67000,0.035,0.916,0.050,0.120265
67500,0.042,0.911,0.047,0.106984
68000,0.042,0.923,0.035,0.087342
68500,0.030,0.911,0.060,0.112232
69000,0.030,0.926,0.045,0.086911
69500,0.030,0.945,0.025,0.058810
70000,0.030,0.933,0.037,0.087920
70500,0.030,0.933,0.037,0.088537
71000,0.042,0.916,0.042,0.128030
71500,0.037,0.898,0.065,0.151454
72000,0.032,0.898,0.069,0.128089
72500,0.035,0.908,0.057,0.134584
73000,0.037,0.921,0.042,0.117083
73500,0.042,0.911,0.047,0.132953
74000,0.040,0.913,0.047,0.122292
74500,0.042,0.886,0.072,0.142535
75000,0.047,0.891,0.062,0.131093
75500,0.045,0.916,0.040,0.094163
76000,0.035,0.928,0.037,0.079463
76500,0.037,0.916,0.047,0.099279
77000,0.035,0.896,0.069,0.129903
77500,0.037,0.908,0.055,0.119416
78000,0.037,0.923,0.040,0.093153
78500,0.035,0.926,0.040,0.090532
79000,0.037,0.898,0.065,0.149602
79500,0.037,0.903,0.060,0.114804
80000,0.032,0.903,0.065,0.118467
80500,0.032,0.908,0.060,0.112295
81000,0.040,0.893,0.067,0.130379
81500,0.055,0.891,0.055,0.125421
82000,0.060,0.864,0.077,0.186884
82500,0.047,0.878,0.074,0.175187
83000,0.032,0.893,0.074,0.123048
83500,0.030,0.923,0.047,0.089986
84000,0.032,0.928,0.040,0.073948
84500,0.032,0.918,0.050,0.090159
85000,0.035,0.883,0.082,0.146182
85500,0.050,0.886,0.065,0.143877
86000,0.045,0.896,0.060,0.136671
86500,0.062,0.871,0.067,0.167966
87000,0.050,0.868,0.082,0.164497
87500,0.040,0.896,0.065,0.127847
88000,0.047,0.908,0.045,0.114508
88500,0.047,0.918,0.035,0.115435
89000,0.045,0.926,0.030,0.095385
89500,0.040,0.923,0.037,0.099855
90000,0.037,0.913,0.050,0.110096
90500,0.035,0.901,0.065,0.148512
91000,0.050,0.893,0.057,0.144021
91500,0.052,0.888,0.060,0.140898
92000,0.040,0.888,0.072,0.153686
92500,0.047,0.906,0.047,0.129155
93000,0.042,0.896,0.062,0.141786
93500,0.037,0.911,0.052,0.106611
94000,0.035,0.923,0.042,0.108558
94500,0.037,0.918,0.045,0.098560
95000,0.050,0.911,0.040,0.118195
95500,0.045,0.931,0.025,0.097486
96000,0.037,0.898,0.065,0.136140
96500,0.042,0.916,0.042,0.094102
97000,0.032,0.926,0.042,0.086560
97500,0.035,0.916,0.050,0.116589
98000,0.032,0.948,0.020,0.067930
98500,0.032,0.928,0.040,0.086065
99000,0.045,0.906,0.050,0.141796
99500,0.037,0.911,0.052,0.112173
100000,0.035,0.916,0.050,0.100362
