time,n_A+p,n_B,n_AB
100,0.397,0.430,0.174
200,0.355,0.430,0.215
300,0.393,0.397,0.211
400,0.326,0.430,0.244
500,0.314,0.413,0.273
600,0.285,0.417,0.298
700,0.260,0.446,0.293
800,0.285,0.430,0.285
900,0.273,0.434,0.293
1000,0.260,0.459,0.281
1100,0.240,0.525,0.236
1200,0.207,0.554,0.240
1300,0.190,0.537,0.273
1400,0.165,0.603,0.231
1500,0.149,0.607,0.244
1600,0.132,0.579,0.289
1700,0.145,0.554,0.302
1800,0.132,0.603,0.264
1900,0.149,0.595,0.256
2000,0.103,0.657,0.240
2100,0.095,0.719,0.186
2200,0.079,0.711,0.211
2300,0.099,0.707,0.194
2400,0.095,0.711,0.194
2500,0.079,0.781,0.140
2600,0.091,0.752,0.157
2700,0.083,0.802,0.116
2800,0.041,0.839,0.120
2900,0.037,0.868,0.095
3000,0.029,0.872,0.099
3100,0.029,0.847,0.124
3200,0.025,0.860,0.116
3300,0.025,0.864,0.112
3400,0.025,0.872,0.103
3500,0.021,0.897,0.083
3600,0.021,0.901,0.079
3700,0.012,0.913,0.074
3800,0.012,0.930,0.058
3900,0.012,0.934,0.054
4000,0.008,0.942,0.050
4100,0.004,0.942,0.054
4200,0.004,0.950,0.045
4300,0.004,0.942,0.054
4400,0.000,0.946,0.054
4500,0.000,0.959,0.041
4600,0.000,0.967,0.033
4700,0.000,0.959,0.041
4800,0.000,0.959,0.041
4900,0.000,0.959,0.041
5000,0.000,0.979,0.021
5100,0.000,0.979,0.021
5200,0.000,0.992,0.008
5300,0.000,0.992,0.008
5400,0.000,0.992,0.008
5500,0.000,0.992,0.008
5600,0.000,0.992,0.008
5700,0.000,0.992,0.008
5800,0.000,0.992,0.008
5900,0.000,0.992,0.008
6000,0.000,0.992,0.008
6100,0.000,0.992,0.008
6200,0.000,0.992,0.008
6300,0.000,0.996,0.004
6400,0.000,1.000,0.000
