time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.031,0.935,0.034,0.241366
1000,0.055,0.902,0.042,0.288495
1500,0.088,0.834,0.078,0.453999
2000,0.072,0.872,0.056,0.371174
2500,0.068,0.863,0.069,0.404722
3000,0.049,0.886,0.065,0.334137
3500,0.055,0.880,0.065,0.331251
4000,0.048,0.885,0.067,0.271957
4500,0.079,0.852,0.070,0.338391
5000,0.139,0.762,0.099,0.459055
5500,0.140,0.677,0.183,0.620978
6000,0.136,0.693,0.172,0.573937
6500,0.162,0.677,0.161,0.580056
7000,0.154,0.700,0.146,0.533799
7500,0.166,0.638,0.196,0.562485
8000,0.229,0.569,0.203,0.659225
8500,0.242,0.546,0.212,0.683897
9000,0.283,0.469,0.248,0.714009
9500,0.254,0.537,0.210,0.669807
10000,0.247,0.503,0.250,0.664183
10500,0.230,0.519,0.251,0.702484
11000,0.310,0.455,0.235,0.721156
11500,0.382,0.389,0.229,0.701201
12000,0.444,0.347,0.210,0.676874
12500,0.427,0.325,0.249,0.727071
13000,0.452,0.283,0.265,0.713543
13500,0.452,0.313,0.235,0.654551
14000,0.449,0.340,0.211,0.570408
14500,0.519,0.269,0.212,0.508805
15000,0.545,0.215,0.239,0.445530
15500,0.556,0.204,0.239,0.478883
16000,0.574,0.226,0.200,0.491865
16500,0.550,0.193,0.257,0.488509
17000,0.598,0.173,0.229,0.526921
17500,0.588,0.171,0.241,0.433665
18000,0.594,0.200,0.206,0.405558
18500,0.587,0.189,0.225,0.391111
19000,0.638,0.161,0.201,0.477923
19500,0.524,0.254,0.221,0.695065
20000,0.515,0.246,0.240,0.695955
20500,0.545,0.240,0.215,0.629995
21000,0.532,0.242,0.226,0.695377
21500,0.454,0.263,0.283,0.724464
22000,0.494,0.261,0.246,0.680271
22500,0.483,0.288,0.229,0.718421
23000,0.444,0.290,0.265,0.714698
23500,0.548,0.202,0.250,0.633920
24000,0.530,0.182,0.288,0.673729
24500,0.555,0.206,0.239,0.678875
25000,0.539,0.228,0.233,0.672030
25500,0.595,0.185,0.220,0.639319
26000,0.611,0.183,0.205,0.501589
26500,0.576,0.176,0.247,0.593912
27000,0.654,0.146,0.200,0.507673
27500,0.586,0.202,0.212,0.484757
28000,0.526,0.235,0.240,0.641765
28500,0.563,0.187,0.249,0.567154
29000,0.616,0.165,0.219,0.443241
29500,0.580,0.200,0.220,0.431435
30000,0.538,0.246,0.216,0.583591
30500,0.612,0.177,0.211,0.500676
31000,0.689,0.114,0.197,0.469049
31500,0.698,0.114,0.189,0.492860
32000,0.671,0.139,0.190,0.557457
32500,0.611,0.187,0.202,0.671543
33000,0.563,0.224,0.213,0.679531
33500,0.587,0.229,0.184,0.665249
34000,0.541,0.218,0.241,0.698949
34500,0.551,0.198,0.251,0.697188
35000,0.520,0.254,0.225,0.721116
35500,0.521,0.230,0.249,0.587012
36000,0.558,0.196,0.247,0.565050
36500,0.586,0.186,0.229,0.545089
37000,0.654,0.154,0.192,0.512056
37500,0.666,0.141,0.193,0.496379
38000,0.694,0.120,0.186,0.484590
38500,0.694,0.122,0.183,0.482871
39000,0.701,0.122,0.177,0.467495
39500,0.662,0.160,0.178,0.488766
40000,0.549,0.219,0.231,0.657236
40500,0.527,0.213,0.260,0.561676
41000,0.664,0.157,0.180,0.385061
41500,0.752,0.118,0.130,0.263469
42000,0.754,0.111,0.136,0.281870
42500,0.826,0.064,0.110,0.184053
43000,0.856,0.055,0.089,0.139210
43500,0.871,0.043,0.086,0.117892
44000,0.824,0.087,0.089,0.243133
44500,0.806,0.081,0.114,0.268248
45000,0.736,0.092,0.172,0.410695
45500,0.651,0.155,0.194,0.516217
46000,0.692,0.155,0.153,0.522316
46500,0.713,0.108,0.179,0.383899
47000,0.710,0.104,0.186,0.447789
47500,0.744,0.096,0.160,0.324300
48000,0.779,0.067,0.154,0.274447
48500,0.743,0.090,0.167,0.321873
49000,0.781,0.062,0.157,0.271985
49500,0.838,0.041,0.121,0.190038
50000,0.881,0.024,0.094,0.097551
50500,0.861,0.042,0.097,0.207123
51000,0.847,0.042,0.111,0.305446
51500,0.842,0.042,0.115,0.275103
52000,0.869,0.030,0.101,0.156483
52500,0.898,0.022,0.080,0.117349
53000,0.920,0.014,0.066,0.062349
53500,0.927,0.012,0.061,0.051854
54000,0.944,0.010,0.047,0.040090
54500,0.947,0.011,0.042,0.042856
55000,0.956,0.009,0.035,0.018798
55500,0.961,0.008,0.031,0.013405
56000,0.964,0.007,0.029,0.012486
56500,0.974,0.007,0.019,0.005933
57000,0.977,0.006,0.016,0.004271
