time,n_A+p,n_B,n_AB
100,0.276,0.474,0.250
200,0.329,0.474,0.197
300,0.408,0.289,0.303
400,0.434,0.224,0.342
500,0.421,0.368,0.211
600,0.197,0.539,0.263
700,0.079,0.671,0.250
800,0.053,0.658,0.289
900,0.092,0.618,0.289
1000,0.145,0.671,0.184
1100,0.066,0.737,0.197
1200,0.092,0.645,0.263
1300,0.039,0.737,0.224
1400,0.039,0.829,0.132
1500,0.000,0.750,0.250
1600,0.013,0.803,0.184
1700,0.013,0.868,0.118
1800,0.000,0.921,0.079
1900,0.000,0.895,0.105
2000,0.000,0.895,0.105
2100,0.026,0.868,0.105
2200,0.000,0.974,0.026
2300,0.000,0.987,0.013
2400,0.000,1.000,0.000
