time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.030,0.964,0.006,0.093995
1000,0.033,0.943,0.025,0.147791
1500,0.040,0.914,0.046,0.216584
2000,0.040,0.904,0.056,0.207579
2500,0.051,0.886,0.063,0.218741
3000,0.046,0.871,0.083,0.221759
3500,0.060,0.846,0.094,0.258759
4000,0.050,0.835,0.115,0.287734
4500,0.085,0.804,0.111,0.329890
5000,0.077,0.770,0.153,0.326228
5500,0.090,0.756,0.154,0.317110
6000,0.107,0.713,0.180,0.382939
6500,0.125,0.669,0.206,0.383251
7000,0.118,0.672,0.209,0.390983
7500,0.104,0.662,0.234,0.405829
8000,0.099,0.679,0.222,0.383462
8500,0.139,0.634,0.227,0.374664
9000,0.153,0.619,0.228,0.399042
9500,0.163,0.622,0.215,0.390732
10000,0.151,0.621,0.228,0.409797
10500,0.158,0.606,0.236,0.376801
11000,0.168,0.590,0.242,0.406992
11500,0.163,0.567,0.270,0.421401
12000,0.180,0.547,0.273,0.421106
12500,0.197,0.528,0.275,0.427430
13000,0.188,0.530,0.282,0.426683
13500,0.228,0.523,0.249,0.411237
14000,0.237,0.508,0.255,0.425085
14500,0.231,0.514,0.255,0.384842
15000,0.231,0.526,0.243,0.407888
15500,0.229,0.495,0.276,0.408381
16000,0.205,0.522,0.273,0.406253
16500,0.205,0.553,0.242,0.409882
17000,0.186,0.551,0.264,0.393421
17500,0.205,0.536,0.258,0.423796
18000,0.236,0.512,0.252,0.394358
18500,0.229,0.496,0.275,0.420506
19000,0.206,0.511,0.283,0.426806
19500,0.230,0.489,0.281,0.415504
20000,0.233,0.489,0.278,0.403596
20500,0.209,0.511,0.280,0.367249
21000,0.221,0.507,0.273,0.399924
21500,0.205,0.525,0.270,0.352259
22000,0.215,0.538,0.247,0.356748
22500,0.199,0.573,0.228,0.354668
23000,0.200,0.547,0.252,0.376186
23500,0.217,0.530,0.253,0.420665
24000,0.222,0.516,0.263,0.423474
24500,0.212,0.516,0.272,0.385439
25000,0.212,0.485,0.302,0.435800
25500,0.225,0.494,0.281,0.394118
26000,0.218,0.482,0.300,0.425456
