time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.046,0.871,0.083,0.178410
1000,0.046,0.876,0.078,0.157593
1500,0.051,0.866,0.083,0.185883
2000,0.037,0.839,0.124,0.193781
2500,0.028,0.889,0.083,0.135201
3000,0.037,0.908,0.055,0.106546
3500,0.028,0.917,0.055,0.110016
4000,0.046,0.829,0.124,0.196672
4500,0.041,0.876,0.083,0.141352
5000,0.041,0.922,0.037,0.107952
5500,0.041,0.843,0.115,0.192671
6000,0.041,0.866,0.092,0.169705
6500,0.028,0.880,0.092,0.135386
7000,0.028,0.894,0.078,0.119874
7500,0.032,0.908,0.060,0.111107
8000,0.037,0.889,0.074,0.138095
8500,0.065,0.853,0.083,0.160640
9000,0.046,0.862,0.092,0.172381
9500,0.041,0.908,0.051,0.122412
10000,0.046,0.926,0.028,0.099480
10500,0.028,0.908,0.065,0.119860
11000,0.028,0.894,0.078,0.135358
11500,0.046,0.871,0.083,0.138271
12000,0.051,0.857,0.092,0.173423
12500,0.032,0.857,0.111,0.180108
13000,0.046,0.876,0.078,0.169579
13500,0.028,0.926,0.046,0.089672
14000,0.028,0.885,0.088,0.150743
14500,0.028,0.917,0.055,0.106555
15000,0.046,0.903,0.051,0.109463
15500,0.046,0.917,0.037,0.089719
16000,0.065,0.829,0.106,0.200378
16500,0.051,0.802,0.147,0.230242
17000,0.041,0.862,0.097,0.170558
17500,0.055,0.885,0.060,0.133980
18000,0.051,0.802,0.147,0.213105
18500,0.097,0.765,0.138,0.275711
19000,0.060,0.829,0.111,0.183284
19500,0.032,0.871,0.097,0.137810
20000,0.046,0.894,0.060,0.102519
20500,0.041,0.922,0.037,0.083119
21000,0.032,0.912,0.055,0.095338
21500,0.037,0.876,0.088,0.161726
22000,0.046,0.903,0.051,0.113368
22500,0.032,0.894,0.074,0.142049
23000,0.037,0.866,0.097,0.163268
23500,0.051,0.862,0.088,0.167442
24000,0.060,0.793,0.147,0.259311
24500,0.032,0.908,0.060,0.116559
25000,0.037,0.885,0.078,0.134909
25500,0.046,0.839,0.115,0.200119
26000,0.065,0.853,0.083,0.166712
26500,0.051,0.880,0.069,0.120484
27000,0.074,0.765,0.161,0.255675
27500,0.157,0.641,0.203,0.373001
28000,0.143,0.631,0.226,0.390249
28500,0.092,0.747,0.161,0.256957
29000,0.157,0.682,0.161,0.344221
