time,n_A+p,n_B,n_AB
100,0.343,0.462,0.196
200,0.303,0.373,0.324
300,0.269,0.315,0.416
400,0.223,0.309,0.468
500,0.226,0.315,0.459
600,0.245,0.287,0.468
700,0.208,0.278,0.514
800,0.183,0.272,0.544
900,0.177,0.242,0.581
1000,0.177,0.239,0.584
1100,0.144,0.260,0.596
1200,0.135,0.242,0.624
1300,0.125,0.214,0.661
1400,0.131,0.220,0.648
1500,0.138,0.226,0.636
1600,0.138,0.220,0.642
1700,0.101,0.248,0.651
1800,0.138,0.214,0.648
1900,0.122,0.217,0.661
2000,0.125,0.199,0.676
2100,0.131,0.183,0.685
2200,0.162,0.156,0.682
2300,0.174,0.177,0.648
2400,0.180,0.190,0.630
2500,0.190,0.180,0.630
2600,0.180,0.165,0.654
2700,0.187,0.147,0.667
2800,0.199,0.144,0.657
2900,0.171,0.174,0.654
3000,0.168,0.193,0.639
3100,0.162,0.220,0.618
3200,0.162,0.245,0.593
3300,0.174,0.232,0.593
3400,0.165,0.248,0.587
3500,0.168,0.254,0.578
3600,0.144,0.245,0.612
3700,0.159,0.254,0.587
3800,0.193,0.226,0.581
3900,0.159,0.229,0.612
4000,0.138,0.208,0.654
4100,0.128,0.208,0.664
4200,0.131,0.202,0.667
4300,0.116,0.199,0.685
4400,0.125,0.196,0.679
4500,0.128,0.223,0.648
4600,0.128,0.214,0.657
4700,0.147,0.229,0.624
4800,0.135,0.245,0.621
4900,0.131,0.245,0.624
5000,0.122,0.248,0.630
5100,0.122,0.232,0.645
5200,0.125,0.223,0.651
5300,0.131,0.199,0.670
5400,0.147,0.190,0.664
5500,0.141,0.165,0.694
5600,0.171,0.174,0.654
5700,0.187,0.174,0.639
5800,0.159,0.208,0.633
5900,0.187,0.202,0.612
6000,0.211,0.177,0.612
6100,0.196,0.177,0.627
6200,0.214,0.171,0.615
6300,0.202,0.168,0.630
6400,0.199,0.153,0.648
6500,0.190,0.174,0.636
6600,0.187,0.193,0.621
6700,0.193,0.190,0.618
6800,0.180,0.211,0.609
6900,0.174,0.199,0.627
7000,0.165,0.196,0.639
7100,0.144,0.199,0.657
7200,0.144,0.205,0.651
7300,0.162,0.208,0.630
7400,0.159,0.202,0.639
7500,0.141,0.205,0.654
