time,n_A+p,n_B,n_AB
100,0.030,0.966,0.004
200,0.030,0.963,0.007
300,0.030,0.952,0.018
400,0.030,0.951,0.019
500,0.030,0.950,0.020
600,0.030,0.947,0.023
700,0.030,0.941,0.029
800,0.030,0.941,0.029
900,0.030,0.932,0.038
1000,0.030,0.929,0.041
1100,0.032,0.924,0.044
1200,0.032,0.923,0.045
1300,0.033,0.919,0.048
1400,0.031,0.912,0.057
1500,0.030,0.900,0.070
1600,0.030,0.903,0.067
1700,0.030,0.877,0.093
1800,0.030,0.867,0.103
1900,0.030,0.872,0.098
2000,0.030,0.881,0.089
2100,0.030,0.885,0.085
2200,0.030,0.886,0.084
2300,0.030,0.873,0.097
2400,0.030,0.869,0.101
2500,0.030,0.859,0.111
2600,0.030,0.850,0.120
2700,0.032,0.847,0.121
2800,0.032,0.846,0.122
2900,0.031,0.845,0.124
3000,0.031,0.840,0.129
3100,0.031,0.836,0.133
3200,0.031,0.823,0.146
3300,0.033,0.822,0.145
3400,0.034,0.826,0.140
3500,0.035,0.823,0.142
3600,0.036,0.818,0.146
3700,0.035,0.817,0.148
3800,0.035,0.827,0.138
3900,0.035,0.828,0.137
4000,0.035,0.823,0.142
4100,0.035,0.821,0.144
4200,0.034,0.823,0.143
4300,0.034,0.819,0.147
4400,0.034,0.820,0.146
4500,0.034,0.805,0.161
4600,0.038,0.802,0.160
4700,0.041,0.790,0.169
4800,0.040,0.785,0.175
4900,0.040,0.776,0.184
5000,0.042,0.769,0.189
5100,0.038,0.766,0.196
5200,0.036,0.763,0.201
5300,0.039,0.768,0.193
5400,0.040,0.763,0.197
5500,0.039,0.753,0.208
5600,0.042,0.741,0.217
5700,0.041,0.736,0.223
5800,0.040,0.718,0.242
5900,0.039,0.720,0.241
6000,0.042,0.718,0.240
6100,0.044,0.708,0.248
6200,0.047,0.706,0.247
6300,0.044,0.711,0.245
6400,0.044,0.700,0.256
6500,0.045,0.705,0.250
6600,0.044,0.689,0.267
