time,n_A+p,n_B,n_AB
100,0.388,0.474,0.138
200,0.336,0.443,0.220
300,0.284,0.440,0.275
400,0.223,0.456,0.321
500,0.239,0.437,0.324
600,0.245,0.431,0.324
700,0.211,0.446,0.343
800,0.208,0.425,0.367
900,0.205,0.450,0.346
1000,0.223,0.440,0.336
1100,0.226,0.431,0.343
1200,0.223,0.407,0.370
1300,0.229,0.388,0.382
1400,0.235,0.370,0.394
1500,0.269,0.349,0.382
1600,0.260,0.318,0.422
1700,0.287,0.339,0.373
1800,0.254,0.343,0.404
1900,0.272,0.388,0.339
2000,0.266,0.398,0.336
2100,0.251,0.376,0.373
2200,0.223,0.413,0.364
2300,0.223,0.425,0.352
2400,0.260,0.388,0.352
2500,0.226,0.413,0.361
2600,0.214,0.450,0.336
2700,0.226,0.419,0.355
2800,0.205,0.413,0.382
2900,0.232,0.434,0.333
3000,0.245,0.419,0.336
3100,0.263,0.416,0.321
3200,0.275,0.358,0.367
3300,0.284,0.355,0.361
3400,0.251,0.367,0.382
3500,0.257,0.346,0.398
3600,0.232,0.343,0.425
3700,0.214,0.349,0.437
3800,0.187,0.394,0.419
3900,0.153,0.431,0.416
4000,0.162,0.465,0.373
4100,0.196,0.437,0.367
4200,0.183,0.462,0.355
4300,0.150,0.492,0.358
4400,0.150,0.471,0.379
4500,0.174,0.434,0.391
4600,0.217,0.407,0.376
4700,0.208,0.388,0.404
4800,0.211,0.391,0.398
4900,0.242,0.410,0.349
5000,0.226,0.422,0.352
5100,0.226,0.440,0.333
5200,0.235,0.453,0.312
5300,0.245,0.453,0.303
5400,0.242,0.416,0.343
5500,0.202,0.404,0.394
5600,0.196,0.401,0.404
5700,0.211,0.410,0.379
5800,0.205,0.425,0.370
5900,0.208,0.434,0.358
6000,0.196,0.440,0.364
6100,0.180,0.431,0.388
6200,0.190,0.465,0.346
6300,0.171,0.477,0.352
6400,0.205,0.468,0.327
6500,0.223,0.480,0.297
6600,0.214,0.486,0.300
6700,0.239,0.465,0.297
6800,0.226,0.440,0.333
6900,0.211,0.462,0.327
7000,0.190,0.456,0.355
7100,0.211,0.431,0.358
7200,0.193,0.416,0.391
7300,0.196,0.431,0.373
7400,0.223,0.437,0.339
7500,0.232,0.422,0.346
7600,0.217,0.431,0.352
7700,0.220,0.453,0.327
7800,0.196,0.398,0.407
7900,0.183,0.407,0.410
8000,0.211,0.450,0.339
8100,0.217,0.456,0.327
8200,0.177,0.437,0.385
8300,0.190,0.431,0.379
8400,0.214,0.410,0.376
8500,0.214,0.401,0.385
8600,0.220,0.401,0.379
8700,0.229,0.385,0.385
8800,0.220,0.367,0.413
8900,0.254,0.339,0.407
9000,0.269,0.339,0.391
9100,0.275,0.315,0.410
9200,0.291,0.321,0.388
9300,0.297,0.321,0.382
9400,0.278,0.327,0.394
9500,0.284,0.327,0.388
9600,0.284,0.300,0.416
