time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.031,0.930,0.040,0.120024
1000,0.034,0.905,0.061,0.146274
1500,0.034,0.945,0.021,0.087161
2000,0.028,0.951,0.021,0.084107
2500,0.034,0.933,0.034,0.109094
3000,0.028,0.930,0.043,0.112052
3500,0.028,0.914,0.058,0.131362
4000,0.028,0.920,0.052,0.127688
4500,0.040,0.896,0.064,0.137428
5000,0.037,0.893,0.070,0.161172
5500,0.031,0.939,0.031,0.097541
6000,0.028,0.942,0.031,0.087976
6500,0.028,0.936,0.037,0.096068
7000,0.034,0.914,0.052,0.122906
7500,0.034,0.911,0.055,0.139168
8000,0.031,0.942,0.028,0.082214
8500,0.028,0.908,0.064,0.138296
9000,0.034,0.945,0.021,0.081538
9500,0.031,0.893,0.076,0.157256
10000,0.049,0.872,0.080,0.187302
10500,0.040,0.896,0.064,0.157795
11000,0.028,0.911,0.061,0.127909
11500,0.028,0.948,0.024,0.076559
12000,0.037,0.920,0.043,0.141879
12500,0.031,0.917,0.052,0.126199
13000,0.028,0.942,0.031,0.086322
13500,0.028,0.920,0.052,0.126209
14000,0.028,0.933,0.040,0.117104
14500,0.028,0.939,0.034,0.099791
15000,0.031,0.936,0.034,0.098117
15500,0.031,0.914,0.055,0.124381
16000,0.031,0.942,0.028,0.090426
16500,0.028,0.933,0.040,0.101470
17000,0.028,0.936,0.037,0.095477
17500,0.028,0.933,0.040,0.109703
18000,0.028,0.924,0.049,0.122656
18500,0.031,0.917,0.052,0.124444
19000,0.043,0.914,0.043,0.125372
19500,0.028,0.927,0.046,0.107297
20000,0.028,0.948,0.024,0.083752
20500,0.028,0.948,0.024,0.083706
21000,0.031,0.951,0.018,0.075827
21500,0.031,0.936,0.034,0.103365
22000,0.031,0.951,0.018,0.075113
22500,0.034,0.933,0.034,0.118721
23000,0.034,0.927,0.040,0.121766
23500,0.031,0.936,0.034,0.095739
24000,0.031,0.924,0.046,0.117533
24500,0.028,0.936,0.037,0.108561
25000,0.034,0.942,0.024,0.100394
25500,0.034,0.942,0.024,0.097451
26000,0.031,0.942,0.028,0.091940
26500,0.034,0.917,0.049,0.132857
27000,0.040,0.905,0.055,0.134001
27500,0.031,0.902,0.067,0.148302
28000,0.034,0.930,0.037,0.104025
28500,0.028,0.939,0.034,0.104778
29000,0.031,0.924,0.046,0.122645
29500,0.034,0.939,0.028,0.096123
30000,0.031,0.945,0.024,0.092573
30500,0.031,0.945,0.024,0.083318
31000,0.028,0.908,0.064,0.160078
31500,0.037,0.902,0.061,0.158879
32000,0.040,0.884,0.076,0.186931
32500,0.034,0.908,0.058,0.134121
33000,0.037,0.902,0.061,0.153214
33500,0.028,0.939,0.034,0.093213
34000,0.031,0.933,0.037,0.103716
34500,0.031,0.924,0.046,0.108797
35000,0.031,0.945,0.024,0.093582
35500,0.028,0.927,0.046,0.126779
36000,0.028,0.948,0.024,0.084495
36500,0.028,0.948,0.024,0.087857
37000,0.028,0.936,0.037,0.103708
37500,0.028,0.951,0.021,0.084039
38000,0.028,0.954,0.018,0.082116
38500,0.028,0.933,0.040,0.115986
39000,0.028,0.933,0.040,0.107715
39500,0.031,0.917,0.052,0.125299
40000,0.028,0.927,0.046,0.116896
40500,0.028,0.930,0.043,0.118758
41000,0.028,0.942,0.031,0.083971
41500,0.028,0.942,0.031,0.101609
42000,0.031,0.945,0.024,0.093042
42500,0.043,0.899,0.058,0.156515
43000,0.034,0.933,0.034,0.103930
43500,0.028,0.924,0.049,0.121225
44000,0.028,0.930,0.043,0.102775
44500,0.028,0.948,0.024,0.077388
45000,0.028,0.945,0.028,0.088400
45500,0.031,0.945,0.024,0.086982
46000,0.028,0.942,0.031,0.087965
46500,0.028,0.963,0.009,0.065939
47000,0.028,0.954,0.018,0.081960
47500,0.028,0.954,0.018,0.078339
48000,0.028,0.945,0.028,0.089246
48500,0.028,0.951,0.021,0.080077
49000,0.028,0.942,0.031,0.094387
49500,0.028,0.933,0.040,0.112506
50000,0.028,0.948,0.024,0.085979
50500,0.031,0.963,0.006,0.063726
51000,0.031,0.939,0.031,0.104646
51500,0.031,0.933,0.037,0.095035
52000,0.034,0.927,0.040,0.110806
52500,0.034,0.936,0.031,0.099332
53000,0.028,0.924,0.049,0.116866
53500,0.028,0.939,0.034,0.089907
54000,0.034,0.927,0.040,0.116851
54500,0.028,0.939,0.034,0.087170
55000,0.028,0.924,0.049,0.126810
55500,0.031,0.911,0.058,0.150433
56000,0.031,0.939,0.031,0.095866
56500,0.034,0.954,0.012,0.070371
57000,0.034,0.933,0.034,0.096910
57500,0.028,0.930,0.043,0.112235
58000,0.028,0.936,0.037,0.094162
58500,0.037,0.902,0.061,0.146411
59000,0.028,0.930,0.043,0.110519
59500,0.028,0.914,0.058,0.146032
60000,0.028,0.948,0.024,0.084880
60500,0.028,0.942,0.031,0.093578
61000,0.028,0.930,0.043,0.125785
61500,0.028,0.924,0.049,0.132332
62000,0.031,0.936,0.034,0.102788
62500,0.031,0.930,0.040,0.119994
63000,0.037,0.945,0.018,0.084302
63500,0.028,0.942,0.031,0.092622
64000,0.028,0.942,0.031,0.090186
64500,0.028,0.933,0.040,0.112265
65000,0.034,0.924,0.043,0.117293
65500,0.028,0.933,0.040,0.109706
66000,0.031,0.917,0.052,0.142586
66500,0.028,0.936,0.037,0.100535
67000,0.028,0.930,0.043,0.116734
67500,0.037,0.930,0.034,0.112388
68000,0.028,0.936,0.037,0.108434
68500,0.031,0.948,0.021,0.078498
69000,0.034,0.930,0.037,0.109651
69500,0.034,0.924,0.043,0.122040
70000,0.031,0.930,0.040,0.106865
70500,0.031,0.933,0.037,0.119674
71000,0.028,0.939,0.034,0.091121
71500,0.028,0.939,0.034,0.097338
72000,0.028,0.942,0.031,0.089536
72500,0.028,0.936,0.037,0.093665
73000,0.028,0.939,0.034,0.093220
73500,0.031,0.939,0.031,0.102353
74000,0.037,0.911,0.052,0.124366
74500,0.040,0.884,0.076,0.170578
75000,0.037,0.899,0.064,0.162351
75500,0.031,0.930,0.040,0.116228
76000,0.031,0.939,0.031,0.092559
76500,0.031,0.930,0.040,0.116287
77000,0.031,0.920,0.049,0.121306
77500,0.028,0.951,0.021,0.077765
78000,0.031,0.954,0.015,0.067961
78500,0.028,0.936,0.037,0.111234
79000,0.028,0.957,0.015,0.070665
79500,0.031,0.960,0.009,0.062745
80000,0.031,0.936,0.034,0.113138
