time,n_A+p,n_B,n_AB,avg_entropy_simp
500,0.031,0.948,0.021,0.086836
1000,0.028,0.920,0.052,0.130953
1500,0.028,0.896,0.076,0.167775
2000,0.028,0.933,0.040,0.106944
2500,0.028,0.917,0.055,0.122902
3000,0.028,0.945,0.028,0.087197
3500,0.031,0.890,0.080,0.171352
4000,0.037,0.890,0.073,0.167755
4500,0.028,0.887,0.086,0.166676
5000,0.040,0.890,0.070,0.166232
5500,0.031,0.896,0.073,0.169128
6000,0.028,0.920,0.052,0.128054
6500,0.031,0.914,0.055,0.140277
7000,0.028,0.896,0.076,0.176286
7500,0.034,0.930,0.037,0.121985
8000,0.037,0.887,0.076,0.182461
8500,0.043,0.859,0.098,0.217497
9000,0.034,0.869,0.098,0.189230
9500,0.034,0.893,0.073,0.163407
10000,0.040,0.893,0.067,0.148611
10500,0.037,0.884,0.080,0.178981
11000,0.028,0.905,0.067,0.149079
11500,0.034,0.905,0.061,0.143200
12000,0.031,0.890,0.080,0.167943
12500,0.028,0.884,0.089,0.177758
13000,0.028,0.869,0.104,0.199517
13500,0.037,0.875,0.089,0.199059
14000,0.037,0.875,0.089,0.188873
14500,0.028,0.920,0.052,0.114475
15000,0.028,0.920,0.052,0.125924
15500,0.031,0.911,0.058,0.127017
16000,0.031,0.902,0.067,0.160409
16500,0.031,0.933,0.037,0.107257
17000,0.037,0.890,0.073,0.166481
17500,0.037,0.896,0.067,0.151980
18000,0.028,0.936,0.037,0.100112
18500,0.034,0.902,0.064,0.158115
19000,0.037,0.893,0.070,0.170738
19500,0.031,0.914,0.055,0.128275
20000,0.037,0.881,0.083,0.175977
20500,0.034,0.862,0.104,0.204447
21000,0.034,0.832,0.135,0.229470
21500,0.040,0.865,0.095,0.206167
22000,0.028,0.902,0.070,0.137565
22500,0.034,0.899,0.067,0.146367
23000,0.034,0.908,0.058,0.142977
23500,0.034,0.902,0.064,0.140942
24000,0.043,0.869,0.089,0.185896
24500,0.040,0.878,0.083,0.177994
25000,0.043,0.890,0.067,0.162047
25500,0.034,0.859,0.107,0.207266
26000,0.037,0.908,0.055,0.140250
26500,0.028,0.884,0.089,0.157974
27000,0.031,0.887,0.083,0.149819
27500,0.028,0.872,0.101,0.168666
28000,0.037,0.905,0.058,0.149099
28500,0.040,0.896,0.064,0.164084
29000,0.034,0.899,0.067,0.147719
29500,0.031,0.893,0.076,0.153683
30000,0.037,0.908,0.055,0.133339
30500,0.031,0.878,0.092,0.192386
31000,0.034,0.936,0.031,0.100902
31500,0.040,0.908,0.052,0.143727
32000,0.031,0.884,0.086,0.182415
32500,0.031,0.933,0.037,0.107098
33000,0.040,0.856,0.104,0.210993
33500,0.037,0.899,0.064,0.149570
34000,0.034,0.945,0.021,0.083250
34500,0.028,0.930,0.043,0.111964
35000,0.028,0.945,0.028,0.088756
35500,0.028,0.948,0.024,0.091574
36000,0.028,0.911,0.061,0.142080
36500,0.028,0.905,0.067,0.128669
37000,0.031,0.908,0.061,0.147651
37500,0.040,0.890,0.070,0.161775
38000,0.037,0.878,0.086,0.205934
38500,0.037,0.887,0.076,0.169959
39000,0.043,0.875,0.083,0.192499
39500,0.040,0.920,0.040,0.130276
40000,0.034,0.911,0.055,0.152344
40500,0.037,0.881,0.083,0.184432
41000,0.031,0.930,0.040,0.118880
41500,0.031,0.939,0.031,0.104910
42000,0.031,0.917,0.052,0.134557
42500,0.031,0.911,0.058,0.138731
43000,0.040,0.890,0.070,0.185149
43500,0.037,0.884,0.080,0.189514
44000,0.031,0.899,0.070,0.162286
44500,0.034,0.905,0.061,0.146286
45000,0.034,0.936,0.031,0.105115
45500,0.028,0.930,0.043,0.111765
46000,0.028,0.899,0.073,0.146872
46500,0.028,0.920,0.052,0.118224
47000,0.034,0.911,0.055,0.148697
47500,0.031,0.917,0.052,0.133720
48000,0.028,0.924,0.049,0.122830
48500,0.031,0.908,0.061,0.152142
49000,0.034,0.908,0.058,0.142058
49500,0.046,0.878,0.076,0.192203
50000,0.034,0.872,0.095,0.191984
50500,0.031,0.905,0.064,0.148932
51000,0.037,0.908,0.055,0.145054
51500,0.031,0.881,0.089,0.187895
52000,0.028,0.930,0.043,0.112380
52500,0.031,0.890,0.080,0.188976
53000,0.028,0.942,0.031,0.090262
53500,0.028,0.884,0.089,0.182015
54000,0.034,0.908,0.058,0.147287
54500,0.031,0.920,0.049,0.132777
55000,0.031,0.890,0.080,0.173642
55500,0.031,0.942,0.028,0.090249
56000,0.028,0.927,0.046,0.106157
56500,0.031,0.933,0.037,0.109920
57000,0.028,0.914,0.058,0.138469
57500,0.028,0.920,0.052,0.120897
58000,0.031,0.924,0.046,0.126869
58500,0.031,0.927,0.043,0.118916
59000,0.028,0.945,0.028,0.087223
59500,0.028,0.914,0.058,0.147275
60000,0.037,0.899,0.064,0.161316
60500,0.037,0.884,0.080,0.183277
61000,0.031,0.893,0.076,0.161917
61500,0.034,0.896,0.070,0.153328
62000,0.034,0.908,0.058,0.147285
62500,0.031,0.905,0.064,0.140075
63000,0.034,0.890,0.076,0.166165
63500,0.034,0.881,0.086,0.164853
64000,0.058,0.844,0.098,0.205205
64500,0.049,0.823,0.128,0.239893
65000,0.049,0.838,0.113,0.230796
65500,0.049,0.838,0.113,0.222132
66000,0.031,0.884,0.086,0.188555
66500,0.031,0.939,0.031,0.092933
67000,0.028,0.930,0.043,0.101152
67500,0.031,0.927,0.043,0.111403
68000,0.031,0.896,0.073,0.166221
68500,0.040,0.856,0.104,0.208024
69000,0.034,0.887,0.080,0.179876
69500,0.028,0.890,0.083,0.155424
70000,0.037,0.878,0.086,0.184822
70500,0.040,0.896,0.064,0.146840
71000,0.028,0.899,0.073,0.164103
